claim_id,claim_date,customer_id,customer_name,sku_id,claim_type,quantity,claim_amount,approved_amount,status,reason_text,document_status
PIDCLM0002246,2025-10-27,PIDOUT008147,Murugan Lakshmi Agencies,PID0024,Scheme claim,11,52933.10,29419.52,Credit note raised,rate difference,photo missing
PIDCLM0002247,05/24/2025,PIDOUT004770,Kaveri Suresh Fertilisers,PID0005,Rate difference,50,49094.15,45898.62,Rejected,damaged in transit,manual approval
PIDCLM0002248,11/03/2025,PIDOUT008200,New Karthik Distributors,PID0031,Short supply,39,21878.00,11567.38,Pending photo,wrong SKU billed,manual approval
PIDCLM0002249,2025-11-23,PIDOUT000051,Metro Naveen Distributors,PID0032,Rate difference,59,2547.17,961.96,Open,leakage,invoice missing
PIDCLM0002250,2024-10-22,PIDOUT004280,VIJAYA SANJAY ASSOCIATES,PID0018,Short supply,47,48906.83,44186.14,Approved,wrong SKU billed,photo missing
PIDCLM0002251,2025-01-12,PIDDLR000955,National Lokesh Distributors,PID0033,Short supply,23,7552.13,4845.53,Rejected,expired stock,duplicate suspected
PIDCLM0002252,21/07/2025,PIDOUT001775,Kaveri Lokesh Hardware,PID0031,Expiry,25,44228.44,7464.72,Settled,expired stock,manual approval
PIDCLM0002253,2025-12-30,PIDOUT007811,Ganesh Ganesh Hardware,PID0001,Expiry,36,62609.94,2207.60,Pending photo,expired stock,duplicate suspected
PIDCLM0002254,2025-01-09,PIDOUT004555,Modern Priya Tyres,PID0010,Expiry,11,66374.11,49794.39,Pending photo,warranty defect,invoice missing
PIDCLM0002255,2025-11-11,PIDOUT005677,Vijaya Meena Mart,PID0009,Expiry,41,35072.43,5373.88,Open,rate difference,photo missing
PIDCLM0002256,2024-12-13,PIDOUT005309,MURUGAN SURESH PAINTS,PID0026,Expiry,28,53237.06,26119.54,Settled,dealer says slow moving,duplicate suspected
PIDCLM0002257,2025-10-15,PIDOUT003867,Modern Anand Hardware,PID0001,Expiry,57,16753.49,1726.11,Pending photo,expired stock,invoice missing
PIDCLM0002258,2025-09-17,PIDOUT001721,New Deepak Hardware,PID0001,Expiry,60,15003.85,4643.46,Approved,damaged in transit,duplicate suspected
PIDCLM0002259,2026-03-26,PIDOUT003222,New Bala Corporation,PID0002,Expiry,1,25769.60,8643.94,Rejected,expired stock,manual approval
PIDCLM0002260,2025-07-16,PIDOUT001506,NEW NAVEEN AGRO,PID0026,Expiry,9,61176.04,52132.32,Rejected,rate difference,duplicate suspected
PIDCLM0002261,2024-08-01,PIDOUT006844,KAVERI RAFIQ DEPOT,PID0004,Leakage,60,78233.67,59679.44,Credit note raised,damaged in transit,complete
PIDCLM0002262,23/04/2025,PIDOUT005186,Royal Hari Distributors,PID0007,Short supply,27,35257.46,16629.16,Approved,rate difference,manual approval
PIDCLM0002263,11/06/2025,PIDOUT001528,National Rafiq Fertilisers,PID0026,Leakage,49,30198.23,16767.79,Open,rate difference,duplicate suspected
PIDCLM0002264,2024-04-02,PIDOUT006869,Lucky Meena Stores,PID0022,Short supply,31,31762.24,19723.44,Rejected,warranty defect,duplicate suspected
PIDCLM0002265,2025-07-07,PIDOUT005218,Balaji Deepak Paints,PID0030,Leakage,52,66148.06,61607.36,Pending photo,dealer says slow moving,duplicate suspected
PIDCLM0002266,2025-12-23,PIDOUT007439,ROYAL RAFIQ DISTRIBUTORS,PID0016,Damage return,4,52880.22,49028.14,Approved,expired stock,complete
PIDCLM0002267,2025-07-30,PIDOUT002612,Mahalakshmi Sanjay Agro Pvt,PID0024,Expiry,11,64117.84,11838.56,Credit note raised,damaged in transit,duplicate suspected
PIDCLM0002268,2024-11-16,PIDOUT007616,Shree Manoj Chemicals,PID0003,Short supply,24,12869.45,8234.12,Approved,dealer says slow moving,photo missing
PIDCLM0002269,2025-07-09,PIDOUT008243,Mahalakshmi Manoj Hardware,PID0020,Damage return,33,6398.40,5709.34,Settled,damaged in transit,manual approval
PIDCLM0002270,2025-02-20,PIDOUT004641,Prime Senthil Hardware,PID0010,Short supply,18,19412.89,2240.92,Rejected,batch issue,invoice missing
PIDCLM0002271,25/04/2025,PIDOUT003407,National Irfan Hardware,PID0012,Short supply,59,26431.93,21092.85,Credit note raised,warranty defect,manual approval
PIDCLM0002272,2025-01-14,PIDDLR000871,MURUGAN GANESH CHEMICALS,PID0004,Expiry,3,27055.01,5691.96,Credit note raised,batch issue,manual approval
PIDCLM0002273,2025-02-04,PIDOUT008130,Metro Chandra Agro,PID0022,Damage return,38,17283.95,1553.00,Open,leakage,duplicate suspected
PIDCLM0002274,2024-10-19,PIDOUT000581,Ganesh Sanjay Stores,PID0019,Expiry,6,41678.99,41440.16,Approved,warranty defect,photo missing
PIDCLM0002275,2025-01-13,PIDDLR000095,City Arun Mart,PID0016,Expiry,34,63289.39,10644.16,Rejected,batch issue,invoice missing
PIDCLM0002276,2025-12-06,PIDOUT007401,Mahalakshmi Anand Hardware,PID0022,Damage return,9,72276.00,7590.65,Settled,leakage,invoice missing
PIDCLM0002277,2026-03-31,PIDOUT000479,Vijaya Revathi Corporation,PID0010,Scheme claim,25,28872.64,5419.57,Pending photo,expired stock,photo missing
PIDCLM0002278,2024-08-06,PIDOUT000519,Balaji Chandra Enterprises,PID0001,Rate difference,46,81213.67,38790.80,Open,rate difference,invoice missing
PIDCLM0002279,2025-11-26,PIDOUT001942,National Deepak Agencies,PID0026,Expiry,8,46686.23,13940.42,Approved,leakage,manual approval
PIDCLM0002280,2025-11-21,PIDOUT002682,VIJAYA FARIDA HARDWARE,PID0006,Rate difference,54,41738.55,31521.26,Settled,expired stock,complete
PIDCLM0002281,2026-01-05,PIDOUT003104,United Ganesh Hardware,PID0023,Leakage,31,1269.84,410.34,Rejected,batch issue,complete
PIDCLM0002282,2025-10-18,PIDOUT007107,Lucky Anand Fertilisers,PID0017,Damage return,24,35972.34,31596.99,Credit note raised,damaged in transit,duplicate suspected
PIDCLM0002283,2024-11-10,PIDOUT003115,Ganesh Jagan Traders,PID0027,Expiry,36,13283.11,11915.38,Open,damaged in transit,manual approval
PIDCLM0002284,2025-12-04,PIDOUT008994,Metro Ganesh Hardware,PID0016,Damage return,18,50744.98,3347.49,Approved,leakage,complete
PIDCLM0002285,2025-08-13,PIDOUT003938,City Karthik Tyres,PID0005,Expiry,52,71937.65,8005.04,Rejected,expired stock,duplicate suspected
PIDCLM0002286,2025-08-27,PIDOUT006801,Sree Prakash Agro,PID0006,Expiry,38,12574.35,8178.27,Pending photo,dealer says slow moving,complete
PIDCLM0002287,2025-09-26,PIDOUT003885,Star Suresh Fertilisers,PID0007,Short supply,1,30240.71,2582.00,Open,dealer says slow moving,manual approval
PIDCLM0002288,2026-03-05,PIDOUT003138,Vijaya Rafiq Agro,PID0022,Short supply,36,74781.69,38476.72,Approved,damaged in transit,manual approval
PIDCLM0002289,2024-11-14,PIDOUT005796,Shree Sanjay Traders,PID0033,Rate difference,20,41070.42,6673.49,Approved,warranty defect,complete
PIDCLM0002290,2026-03-02,PIDOUT006459,Mahalakshmi Ganesh Services,PID0021,Leakage,45,37692.31,33799.81,Credit note raised,warranty defect,invoice missing
PIDCLM0002291,2024-08-31,PIDOUT004338,New Revathi Sales,PID0006,Rate difference,34,69585.49,39848.08,Credit note raised,warranty defect,complete
PIDCLM0002292,2025-01-20,PIDOUT004478,Star Prakash Sales,PID0020,Rate difference,20,41871.94,37655.73,Rejected,batch issue,manual approval
PIDCLM0002293,2024-04-08,PIDDLR000499,National Lokesh Distributors,PID0016,Damage return,44,2894.92,1967.20,Credit note raised,wrong SKU billed,complete
PIDCLM0002294,2024-11-10,PIDOUT007046,Mahalakshmi Senthil Distributors Main,PID0018,Damage return,20,62645.43,53880.43,Approved,leakage,complete
PIDCLM0002295,2026-01-15,PIDDLR000033,Star Bala Tyres,PID0014,Leakage,1,32096.64,3382.06,Pending photo,expired stock,invoice missing
PIDCLM0002296,2026-02-21,PIDOUT003891,New Deepak Services,PID0020,Expiry,19,78226.27,41593.40,Settled,rate difference,complete
PIDCLM0002297,2024-07-20,PIDOUT003905,Lucky Revathi Corporation,PID0014,Leakage,24,82932.21,200.07,Approved,batch issue,manual approval
PIDCLM0002298,2025-09-15,PIDDLR000371,Mahalakshmi Sowmya Distributors,PID0004,Rate difference,47,1893.71,1191.18,Credit note raised,dealer says slow moving,duplicate suspected
PIDCLM0002299,2025-02-03,PIDOUT004257,Kaveri Sanjay Corporation,PID0027,Scheme claim,59,84023.82,10016.00,Pending photo,batch issue,manual approval
PIDCLM0002300,2025-12-28,PIDOUT005319,Royal Prakash Hardware,PID0010,Short supply,11,2917.34,1875.60,Open,wrong SKU billed,duplicate suspected
PIDCLM0002301,2025-08-12,PIDOUT007208,Balaji Lakshmi Agencies,PID0010,Expiry,2,68387.10,20979.39,Pending photo,wrong SKU billed,invoice missing
PIDCLM0002302,2025-05-10,PIDOUT007999,Kaveri Lokesh Tyres,PID0016,Rate difference,25,32354.22,30910.82,Credit note raised,warranty defect,photo missing
PIDCLM0002303,2025-06-06,PIDDLR000508,Sree Deepak Depot,PID0014,Damage return,16,48966.82,22843.31,Rejected,leakage,duplicate suspected
PIDCLM0002304,2025-03-04,PIDOUT005545,New Anand Stores,PID0013,Short supply,30,55245.52,28070.66,Settled,batch issue,photo missing
PIDCLM0002305,2025-05-01,PIDOUT004464,Ganesh Manoj Hardware,PID0012,Damage return,17,64509.65,33112.76,Rejected,batch issue,manual approval
PIDCLM0002306,2024-04-21,PIDOUT005312,United Irfan Hardware,PID0006,Damage return,52,63445.25,13051.17,Open,wrong SKU billed,photo missing
PIDCLM0002307,2024-06-23,PIDOUT002764,Balaji Jagan Paints,PID0015,Scheme claim,17,49829.21,31972.99,Pending photo,rate difference,invoice missing
PIDCLM0002308,2024-06-28,PIDOUT005229,Sri Geetha Paints,PID0023,Rate difference,37,64854.19,16111.12,Credit note raised,warranty defect,photo missing
PIDCLM0002309,2024-11-03,PIDOUT004464,Ganesh Manoj Hardware,PID0009,Expiry,56,68206.23,21786.92,Credit note raised,rate difference,invoice missing
PIDCLM0002310,2026-03-29,PIDOUT008254,Star Hari Enterprises,PID0033,Expiry,43,34642.79,20044.43,Pending photo,leakage,invoice missing
PIDCLM0002311,2024-06-13,PIDOUT002186,Lucky Suresh Hardware,PID0016,Scheme claim,22,58546.54,57645.30,Open,leakage,duplicate suspected
PIDCLM0002312,03/02/2025,PIDOUT001318,Mahalakshmi Sanjay Hardware,PID0028,Expiry,14,970.42,946.24,Settled,wrong SKU billed,photo missing
PIDCLM0002313,2024-04-18,PIDOUT003184,Star Geetha Hardware,PID0011,Scheme claim,36,23718.73,11960.70,Rejected,expired stock,complete
PIDCLM0002314,2025-12-03,PIDOUT006487,Murugan Lakshmi Services & Co,PID0008,Expiry,27,5015.88,2624.38,Credit note raised,dealer says slow moving,complete
PIDCLM0002315,2024-12-14,PIDOUT000891,MAHALAKSHMI SURESH HARDWARE,PID0002,Leakage,26,57557.27,10919.45,Credit note raised,warranty defect,photo missing
PIDCLM0002316,2025-07-21,PIDDLR000512,New Chandra Distributors,PID0015,Rate difference,46,22036.97,10399.12,Credit note raised,expired stock,manual approval
PIDCLM0002317,2025-11-03,PIDOUT005640,Balaji Karthik Fertilisers,PID0011,Expiry,30,12267.38,5044.77,Open,rate difference,photo missing
PIDCLM0002318,2025-10-06,PIDOUT001432,Ganesh Chandra Hardware,PID0016,Short supply,12,2727.52,64.86,Credit note raised,expired stock,complete
PIDCLM0002319,04/03/2026,PIDOUT002858,Lucky Arun Hardware,PID0017,Short supply,40,42092.30,8038.29,Open,warranty defect,invoice missing
PIDCLM0002320,2026-03-14,PIDDLR000125,United Jagan Distributors,PID0002,Rate difference,49,27626.92,8250.30,Settled,expired stock,duplicate suspected
PIDCLM0002321,2025-02-13,PIDOUT001084,Shree Farida Agencies,PID0002,Expiry,48,45177.98,35259.19,Rejected,batch issue,manual approval
PIDCLM0002322,2024-07-02,PIDDLR000202,United Lakshmi Services,PID0024,Scheme claim,55,42782.80,41235.46,Open,rate difference,photo missing
PIDCLM0002323,2025-12-13,PIDOUT008800,BALAJI IRFAN TYRES,PID0009,Short supply,24,58304.72,57974.35,Approved,rate difference,photo missing
PIDCLM0002324,2025-09-20,PIDOUT007096,Ganesh Irfan Paints,PID0023,Leakage,60,70717.61,12706.47,Approved,wrong SKU billed,duplicate suspected
PIDCLM0002325,2025-10-07,PIDDLR000759,Metro Arun Fertilisers Pvt,PID0033,Rate difference,45,31548.76,18547.90,Pending photo,rate difference,photo missing
PIDCLM0002326,2025-12-02,PIDOUT001257,Mahalakshmi Sowmya Mart,PID0032,Damage return,49,66370.44,25456.00,Open,leakage,photo missing
PIDCLM0002327,2025-01-22,PIDOUT008857,Ganesh Bala Traders,PID0006,Damage return,43,1580.16,855.37,Rejected,batch issue,manual approval
PIDCLM0002328,04/03/2025,PIDOUT002028,Prime Lakshmi Hardware,PID0007,Expiry,52,18805.35,9398.54,Open,wrong SKU billed,duplicate suspected
PIDCLM0002329,2024-04-05,PIDOUT001717,Prime Priya Tyres,PID0012,Short supply,5,48831.69,41357.17,Rejected,damaged in transit,complete
PIDCLM0002330,2025-09-11,PIDOUT003423,Shree Anand Hardware,PID0028,Scheme claim,48,14625.48,6998.60,Open,leakage,photo missing
PIDCLM0002331,2025-07-19,PIDOUT008540,CITY SANJAY HARDWARE,PID0003,Scheme claim,34,59962.81,51892.37,Credit note raised,leakage,photo missing
PIDCLM0002332,2024-12-20,PIDOUT000231,Shri Naveen Mart,PID0001,Leakage,37,20628.85,3137.57,Rejected,wrong SKU billed,duplicate suspected
PIDCLM0002333,2025-03-10,PIDOUT001724,Vijaya Sowmya Tyres,PID0012,Short supply,39,59564.99,15258.78,Pending photo,leakage,photo missing
PIDCLM0002334,2026-01-22,PIDDLR000980,Sri Lakshmi Corporation,PID0023,Short supply,35,55307.57,37615.36,Settled,batch issue,invoice missing
PIDCLM0002335,2024-11-10,PIDDLR000849,National Venkatesh Distributors,PID0025,Rate difference,51,8191.91,1591.44,Credit note raised,rate difference,manual approval
PIDCLM0002336,2025-12-19,PIDOUT008401,Modern Venkatesh Depot,PID0021,Leakage,6,8594.37,6119.26,Approved,batch issue,photo missing
PIDCLM0002337,2024-04-03,PIDOUT000524,VIJAYA ARUN CORPORATION,PID0032,Damage return,10,21204.36,21004.54,Approved,expired stock,invoice missing
PIDCLM0002338,2024-09-27,PIDOUT002055,New Prakash Hardware,PID0027,Short supply,41,81676.11,49309.02,Settled,expired stock,duplicate suspected
PIDCLM0002339,2024-04-26,PIDOUT000095,SRI Lakshmi Tyres,PID0024,Scheme claim,20,48506.25,9411.31,Open,damaged in transit,photo missing
PIDCLM0002340,2025-12-05,PIDDLR000415,Modern Karthik Distributors & Co,PID0009,Leakage,42,17739.70,227.93,Approved,damaged in transit,duplicate suspected
PIDCLM0002341,2024-08-26,PIDOUT001061,Ganesh Sowmya Hardware,PID0010,Scheme claim,44,37368.24,1612.03,Approved,dealer says slow moving,invoice missing
PIDCLM0002342,2025-06-11,PIDOUT004370,United Naveen Fertilisers,PID0012,Scheme claim,38,11889.99,5950.01,Open,damaged in transit,duplicate suspected
PIDCLM0002343,2026-03-06,PIDOUT005621,Sri Karthik Chemicals,PID0001,Leakage,17,59129.75,55120.71,Settled,leakage,complete
PIDCLM0002344,2026-02-09,PIDOUT000588,United Karthik Hardware,PID0004,Rate difference,10,82227.25,21450.16,Open,damaged in transit,manual approval
PIDCLM0002345,2024-04-14,PIDOUT007019,United Deepak Hardware,PID0008,Expiry,22,82272.23,30718.19,Pending photo,leakage,photo missing
PIDCLM0002346,26-Jul-24,PIDOUT005896,New Karthik Stores,PID0001,Rate difference,57,71304.49,11935.12,Pending photo,rate difference,manual approval
PIDCLM0002347,2025-01-05,PIDOUT006200,Lucky Kavya Distributors,PID0009,Expiry,33,7004.94,2774.54,Open,expired stock,duplicate suspected
PIDCLM0002348,2025-11-14,PIDOUT000797,Shree Bala Hardware,PID0020,Damage return,7,52050.05,12340.53,Open,rate difference,manual approval
PIDCLM0002349,2024-07-17,PIDOUT006257,Metro Farida Stores,PID0010,Expiry,11,62888.74,6375.62,Credit note raised,damaged in transit,complete
PIDCLM0002350,05/18/2024,PIDOUT008424,Sree Suresh Hardware,PID0011,Short supply,57,60890.31,4033.14,Rejected,damaged in transit,complete
PIDCLM0002351,2026-02-12,PIDOUT001428,Ganesh Hari Paints,PID0026,Damage return,1,12809.20,12253.25,Settled,warranty defect,manual approval
PIDCLM0002352,2026-02-28,PIDOUT007840,Murugan Naveen Mart,PID0027,Leakage,45,70657.59,19793.22,Open,wrong SKU billed,manual approval
PIDCLM0002353,03/28/2025,PIDOUT004749,Vijaya Bala Hardware,PID0027,Damage return,51,82690.11,50163.09,Settled,dealer says slow moving,manual approval
PIDCLM0002354,2024-10-22,PIDOUT008012,Sri Priya Hardware,PID0001,Damage return,49,19668.41,4327.00,Approved,wrong SKU billed,invoice missing
PIDCLM0002355,2025-06-30,PIDOUT004400,Lucky Geetha Chemicals,PID0033,Expiry,44,68655.31,61900.30,Credit note raised,batch issue,photo missing
PIDCLM0002356,2025-07-20,PIDOUT007039,Murugan Naveen Hardware,PID0016,Leakage,13,39926.82,34235.45,Settled,expired stock,manual approval
PIDCLM0002357,05/16/2025,PIDOUT005113,United Chandra Agro,PID0002,Leakage,43,1541.05,170.29,Open,damaged in transit,photo missing
PIDCLM0002358,2025-06-26,PIDOUT005336,National Suresh Hardware,PID0032,Damage return,52,64221.35,12622.08,Open,batch issue,invoice missing
PIDCLM0002359,2024-11-13,PIDOUT005266,Ganesh Chandra Mart,PID0030,Rate difference,11,23051.56,14711.61,Rejected,warranty defect,photo missing
PIDCLM0002360,2025-01-01,PIDDLR000989,Ganesh Lakshmi Stores,PID0007,Short supply,33,74358.87,74140.21,Settled,damaged in transit,complete
PIDCLM0002361,2026-01-18,PIDOUT002156,Ganesh Priya Agencies,PID0008,Short supply,40,80361.06,47151.99,Credit note raised,batch issue,duplicate suspected
PIDCLM0002362,10/02/2026,PIDOUT002111,Kaveri Arun Hardware,PID0024,Short supply,27,41988.91,29552.71,Pending photo,leakage,manual approval
PIDCLM0002363,2026-03-20,PIDOUT001373,Modern Geetha Hardware,PID0012,Damage return,25,62014.99,3406.53,Open,rate difference,duplicate suspected
PIDCLM0002364,10-Jul-24,PIDOUT007827,City Priya Hardware,PID0021,Leakage,43,21613.43,17466.73,Rejected,wrong SKU billed,photo missing
PIDCLM0002365,07/02/2025,PIDOUT000971,Mahalakshmi Priya Hardware,PID0030,Leakage,7,62115.19,50628.25,Pending photo,rate difference,complete
PIDCLM0002366,2024-06-11,PIDDLR000673,Star Chandra Depot,PID0003,Rate difference,53,26255.31,3143.68,Settled,leakage,invoice missing
PIDCLM0002367,2025-09-15,PIDOUT000864,ROYAL HARI HARDWARE,PID0003,Damage return,4,71847.47,4440.53,Rejected,damaged in transit,complete
PIDCLM0002368,2025-02-20,PIDOUT001589,Sree Senthil Traders,PID0019,Short supply,5,31071.68,13992.04,Settled,rate difference,duplicate suspected
PIDCLM0002369,31/07/2025,PIDOUT008880,Mahalakshmi Kavya Hardware,PID0013,Damage return,22,33503.45,14178.35,Credit note raised,batch issue,invoice missing
PIDCLM0002370,05/09/2025,PIDOUT001382,Metro Meena Associates,PID0002,Scheme claim,44,16691.76,3388.68,Credit note raised,dealer says slow moving,complete
PIDCLM0002371,2026-02-05,PIDOUT007509,Murugan Priya Services,PID0025,Scheme claim,13,73571.85,31916.79,Settled,wrong SKU billed,photo missing
PIDCLM0002372,06/04/2025,PIDOUT007394,Kaveri Lakshmi Hardware,PID0014,Rate difference,9,82917.39,15188.72,Rejected,batch issue,photo missing
PIDCLM0002373,2025-06-24,PIDOUT002744,Murugan Arun Hardware,PID0011,Short supply,38,14979.03,7068.92,Approved,warranty defect,duplicate suspected
PIDCLM0002374,2025-12-26,PIDOUT002842,Star Sanjay Chemicals,PID0018,Rate difference,3,6272.75,3245.78,Approved,warranty defect,manual approval
PIDCLM0002375,22/07/2024,PIDOUT001992,SRI MANOJ HARDWARE,PID0014,Leakage,39,9396.59,5420.17,Rejected,warranty defect,complete
PIDCLM0002376,2024-11-17,PIDOUT006286,Balaji Venkatesh Sales,PID0028,Scheme claim,34,45560.57,33191.47,Approved,wrong SKU billed,complete
PIDCLM0002377,25/10/2024,PIDOUT000711,Modern Hari Distributors,PID0003,Damage return,9,72579.88,9843.56,Pending photo,dealer says slow moving,complete
PIDCLM0002378,2025-06-04,PIDOUT004078,United Lakshmi Distributors,PID0032,Damage return,33,75993.20,10604.99,Settled,dealer says slow moving,manual approval
PIDCLM0002379,2025-12-10,PIDOUT003253,Star Sowmya Agencies,PID0003,Expiry,2,869.15,583.15,Open,damaged in transit,invoice missing
PIDCLM0002380,2025-12-25,PIDOUT004455,NATIONAL DEEPAK HARDWARE,PID0006,Rate difference,24,76207.51,40839.56,Open,expired stock,duplicate suspected
PIDCLM0002381,2025-04-02,PIDOUT003512,MURUGAN KAVYA HARDWARE,PID0017,Damage return,53,2346.75,1504.99,Credit note raised,batch issue,photo missing
PIDCLM0002382,2024-08-29,PIDOUT001886,Star Manoj Enterprises,PID0027,Damage return,42,36129.41,18891.61,Approved,damaged in transit,invoice missing
PIDCLM0002383,2025-04-12,PIDDLR001018,Royal Yusuf Fertilisers,PID0009,Damage return,7,24470.62,13186.91,Approved,dealer says slow moving,duplicate suspected
PIDCLM0002384,2024-05-11,PIDOUT008755,Sree Geetha Agencies,PID0030,Expiry,47,44687.82,1407.01,Approved,warranty defect,complete
PIDCLM0002385,2024-08-17,PIDOUT008250,Mahalakshmi Suresh Mart,PID0008,Damage return,13,19529.07,3343.00,Credit note raised,batch issue,photo missing
PIDCLM0002386,2025-02-13,PIDDLR001030,Balaji Karthik Stores,PID0005,Scheme claim,47,71787.83,14586.20,Open,warranty defect,photo missing
PIDCLM0002387,2024-10-04,PIDOUT000727,NEW YUSUF MART,PID0031,Damage return,2,71277.52,2872.36,Open,batch issue,invoice missing
PIDCLM0002388,04/11/2024,PIDOUT003830,Prime Prakash Services,PID0012,Expiry,28,46884.71,21811.97,Credit note raised,damaged in transit,invoice missing
PIDCLM0002389,2025-03-01,PIDDLR000769,Shree Yusuf Hardware,PID0015,Expiry,56,74158.41,32847.63,Settled,rate difference,photo missing
PIDCLM0002390,2025-11-06,PIDOUT000397,Ganesh Suresh Associates,PID0026,Short supply,6,55890.55,24368.01,Rejected,batch issue,complete
PIDCLM0002391,2024-07-16,PIDOUT006555,Modern Revathi Enterprises,PID0022,Rate difference,16,60347.15,12356.83,Rejected,leakage,invoice missing
PIDCLM0002392,2025-04-08,PIDOUT004889,United Arun Associates,PID0009,Leakage,57,50578.51,39586.22,Settled,leakage,manual approval
PIDCLM0002393,2025-08-20,PIDOUT008545,New Yusuf Hardware,PID0006,Expiry,48,42707.06,38758.54,Rejected,damaged in transit,photo missing
PIDCLM0002394,2025-02-11,PIDOUT008664,METRO ARUN AGRO,PID0007,Scheme claim,52,10084.10,6867.22,Rejected,dealer says slow moving,invoice missing
PIDCLM0002395,2026-03-26,PIDOUT008009,Sri Lokesh Paints,PID0013,Short supply,16,76725.27,61583.93,Open,warranty defect,invoice missing
PIDCLM0002396,06/24/2025,PIDOUT006729,Ganesh Naveen Tyres,PID0010,Rate difference,18,26705.68,12398.11,Approved,wrong SKU billed,photo missing
PIDCLM0002397,2024-08-05,PIDOUT002499,Metro Senthil Stores,PID0015,Rate difference,21,8535.75,1833.20,Settled,leakage,photo missing
PIDCLM0002398,2024-11-28,PIDOUT008128,Balaji Geetha Mart,PID0020,Expiry,35,68029.41,59052.76,Rejected,rate difference,photo missing
PIDCLM0002399,2025-02-07,PIDOUT001912,Modern Lakshmi Services,PID0021,Scheme claim,26,15919.23,6818.33,Pending photo,expired stock,complete
PIDCLM0002400,2024-05-29,PIDOUT004525,Vijaya Hari Hardware,PID0007,Leakage,12,51036.68,4317.38,Credit note raised,leakage,complete
PIDCLM0002401,2024-09-04,PIDOUT005187,Kaveri Priya Corporation,PID0008,Short supply,32,58311.49,23628.88,Open,damaged in transit,photo missing
PIDCLM0002402,2025-08-28,PIDOUT004646,Balaji Deepak Stores,PID0012,Damage return,38,22712.96,14879.00,Rejected,dealer says slow moving,photo missing
PIDCLM0002403,2024-12-25,PIDOUT004061,Murugan Yusuf Hardware,PID0002,Leakage,8,34409.58,17181.83,Settled,dealer says slow moving,invoice missing
PIDCLM0002404,08/21/2024,PIDOUT005173,CITY ANAND AGENCIES,PID0012,Expiry,32,35310.59,26212.44,Approved,rate difference,duplicate suspected
PIDCLM0002405,2026-03-19,PIDOUT003974,Star Meena Traders,PID0008,Expiry,45,75478.50,39191.17,Open,rate difference,photo missing
PIDCLM0002406,2024-07-25,PIDOUT004470,Sri Venkatesh Hardware,PID0024,Scheme claim,20,23255.27,14778.20,Settled,batch issue,invoice missing
PIDCLM0002407,2026-02-05,PIDOUT002491,Ganesh Karthik Agro,PID0033,Rate difference,8,44490.80,13969.76,Open,batch issue,duplicate suspected
PIDCLM0002408,14/08/2024,PIDOUT000898,Royal Naveen Hardware,PID0024,Expiry,31,77445.72,59312.75,Open,damaged in transit,duplicate suspected
PIDCLM0002409,28-Sep-25,PIDOUT005476,Kaveri Prakash Associates,PID0015,Scheme claim,59,53681.38,42123.24,Credit note raised,damaged in transit,photo missing
PIDCLM0002410,04-Mar-26,PIDOUT008182,Prime Karthik Corporation,PID0027,Scheme claim,57,12793.16,2270.55,Open,expired stock,complete
PIDCLM0002411,2024-05-19,PIDDLR000760,Sri Yusuf Traders,PID0010,Leakage,60,26022.90,22331.82,Open,batch issue,duplicate suspected
PIDCLM0002412,2025-10-20,PIDOUT002318,Vijaya Suresh Mart & Co,PID0001,Leakage,14,83810.78,71998.36,Open,dealer says slow moving,complete
PIDCLM0002413,06/14/2025,PIDOUT005656,NATIONAL SENTHIL FERTILISERS,PID0015,Scheme claim,56,63638.71,62794.25,Credit note raised,dealer says slow moving,duplicate suspected
PIDCLM0002414,11/11/2024,PIDOUT007986,United Lakshmi Mart,PID0006,Short supply,9,75891.77,52962.01,Open,expired stock,manual approval
PIDCLM0002415,2025-07-30,PIDOUT004232,Shree Suresh Paints & Co,PID0025,Damage return,17,81075.80,1736.83,Credit note raised,expired stock,duplicate suspected
PIDCLM0002416,2025-08-23,PIDOUT007132,Modern Deepak Stores,PID0011,Leakage,35,72911.96,15845.19,Settled,dealer says slow moving,duplicate suspected
PIDCLM0002417,2025-02-28,PIDOUT000829,NEW PRAKASH AGRO,PID0022,Damage return,46,72537.51,23911.72,Rejected,damaged in transit,photo missing
PIDCLM0002418,2026-03-25,PIDOUT003929,LUCKY LOKESH ENTERPRISES,PID0015,Short supply,2,35029.83,26246.02,Open,damaged in transit,manual approval
PIDCLM0002419,2024-06-30,PIDOUT006568,Sree Irfan Mart,PID0014,Damage return,48,5464.85,1107.42,Open,batch issue,complete
PIDCLM0002420,2026-03-03,PIDOUT002309,Modern Chandra Depot,PID0019,Damage return,35,18871.15,8007.98,Credit note raised,wrong SKU billed,photo missing
PIDCLM0002421,05/25/2024,PIDOUT008963,Sri Geetha Chemicals,PID0024,Leakage,30,74954.45,51705.23,Approved,wrong SKU billed,manual approval
PIDCLM0002422,2025-10-07,PIDOUT001189,Sree Ganesh Enterprises,PID0033,Short supply,58,28014.17,9100.05,Open,damaged in transit,manual approval
PIDCLM0002423,02/01/2025,PIDOUT007565,City Meena Stores,PID0018,Short supply,56,25147.11,18325.88,Settled,damaged in transit,manual approval
PIDCLM0002424,2025-11-15,PIDOUT006817,ROYAL SANJAY HARDWARE,PID0014,Damage return,4,64779.03,11338.53,Credit note raised,batch issue,photo missing
