purchase_id,purchase_date,influencer_id,mapped_outlet_id,sku_id,points_earned,purchase_value,bill_photo_status,approval_status,note
PIDINFBUY00011953,07/02/2025,PIDINF002906,PIDOUT003991,PID0013,10,236.71,manual,pending,old SKU code
PIDINFBUY00011954,2024-10-26,PIDINF001093,PIDOUT002461,PID0028,137,8074.69,ok,rejected,same bill twice
PIDINFBUY00011955,2025-05-22,PIDINF002465,PIDOUT002892,PID0007,159,9521.46,missing,approved,
PIDINFBUY00011956,2024-12-07,PIDINF000156,PIDOUT006447,PID0032,75,3846.23,blurred,pending,same bill twice
PIDINFBUY00011957,16/05/2024,PIDINF001716,PIDOUT008826,PID0012,71,4647.23,blurred,rejected,same bill twice
PIDINFBUY00011958,2024-10-12,PIDINF001665,PIDOUT006781,PID0009,146,7790.64,missing,pending,cash bill
PIDINFBUY00011959,2024-07-31,PIDINF003198,PIDOUT008126,PID0031,253,11484.94,duplicate,rework,old SKU code
PIDINFBUY00011960,2025-06-13,PIDINF000320,PIDOUT006634,PID0003,313,15862.72,missing,rejected,dealer name mismatch
PIDINFBUY00011961,17/01/2026,PIDINF001014,PIDOUT001102,PID0020,26,1829.88,manual,rework,cash bill
PIDINFBUY00011962,2025-09-29,PIDINF001578,PIDOUT006033,PID0020,151,11036.66,manual,rejected,
PIDINFBUY00011963,11/22/2024,PIDINF000607,PIDOUT007050,PID0028,220,7454.93,missing,rework,old SKU code
PIDINFBUY00011964,2024-10-03,PIDINF002361,PIDOUT001920,PID0021,180,8522.15,manual,rework,dealer name mismatch
PIDINFBUY00011965,2025-11-20,PIDINF001832,PIDOUT000298,PID0003,135,7135.93,manual,approved,dealer name mismatch
PIDINFBUY00011966,2025-02-24,PIDINF003324,PIDOUT001560,PID0020,75,3312.92,missing,pending,dealer name mismatch
PIDINFBUY00011967,2025-02-11,PIDINF001143,PIDOUT004688,PID0032,233,15381.98,blurred,approved,
PIDINFBUY00011968,06/06/2024,PIDINF003079,PIDOUT003997,PID0012,4,274.47,blurred,pending,dealer name mismatch
PIDINFBUY00011969,2025-08-25,PIDINF001436,PIDOUT002286,PID0029,201,14025.63,duplicate,pending,
PIDINFBUY00011970,2025-05-21,PIDINF002474,PIDOUT008467,PID0033,74,5143.78,blurred,rejected,dealer name mismatch
PIDINFBUY00011971,2026-02-04,PIDINF001830,PIDOUT001844,PID0001,583,12666.09,duplicate,rework,old SKU code
PIDINFBUY00011972,29-Nov-25,PIDINF002246,PIDOUT006576,PID0027,474,16048.49,manual,rejected,
PIDINFBUY00011973,2026-03-04,PIDINF000528,PIDOUT002813,PID0020,74,4371.94,duplicate,rework,
PIDINFBUY00011974,2024-05-11,PIDINF002225,PIDOUT003279,PID0006,149,8520.70,blurred,rework,same bill twice
PIDINFBUY00011975,26/11/2024,PIDINF001708,PIDOUT000282,PID0005,46,2432.50,ok,pending,dealer name mismatch
PIDINFBUY00011976,2025-01-15,PIDINF001436,PIDOUT002286,PID0020,148,8053.48,manual,rejected,dealer name mismatch
PIDINFBUY00011977,2024-10-14,PIDINF002606,PIDOUT004656,PID0024,52,3173.47,manual,rejected,cash bill
PIDINFBUY00011978,2025-04-28,PIDINF000345,PIDOUT002714,PID0017,616,16782.58,missing,approved,old SKU code
PIDINFBUY00011979,2024-06-27,PIDINF000609,PIDOUT001978,PID0029,44,2490.74,missing,rejected,same bill twice
PIDINFBUY00011980,2025-07-25,PIDINF001760,PIDOUT007393,PID0025,241,17644.42,blurred,rework,
PIDINFBUY00011981,2025-08-12,PIDINF001694,PIDOUT001797,PID0022,228,13772.54,blurred,approved,dealer name mismatch
PIDINFBUY00011982,2024-12-13,PIDINF002739,PIDOUT004376,PID0010,231,12323.65,missing,approved,
PIDINFBUY00011983,2024-10-30,PIDINF002050,PIDOUT006203,PID0016,215,14813.17,manual,rejected,old SKU code
PIDINFBUY00011984,2024-05-06,PIDINF000221,PIDOUT003602,PID0017,181,12789.20,manual,pending,old SKU code
PIDINFBUY00011985,2024-12-13,PIDINF002251,PIDOUT002455,PID0007,286,11532.32,blurred,rejected,cash bill
PIDINFBUY00011986,2024-07-16,PIDINF000573,PIDOUT002141,PID0026,237,12022.58,manual,rejected,dealer name mismatch
PIDINFBUY00011987,05/05/2025,PIDINF001775,PIDOUT008222,PID0026,23,1104.66,blurred,rework,
PIDINFBUY00011988,12/02/2025,PIDINF001154,PIDOUT007565,PID0022,59,3071.98,ok,rework,cash bill
PIDINFBUY00011989,30/11/2024,PIDINF000248,PIDOUT003376,PID0002,182,8663.65,blurred,rejected,
PIDINFBUY00011990,2025-01-22,PIDINF002845,PIDOUT007745,PID0012,113,6195.17,duplicate,rejected,dealer name mismatch
PIDINFBUY00011991,2025-01-14,PIDINF003175,PIDOUT001353,PID0021,267,8842.79,missing,approved,old SKU code
PIDINFBUY00011992,2024-12-04,PIDINF001057,PIDOUT007009,PID0021,292,8847.85,manual,rework,old SKU code
PIDINFBUY00011993,2025-05-25,PIDINF003014,PIDOUT008434,PID0017,145,7817.94,blurred,pending,old SKU code
PIDINFBUY00011994,2025-07-28,PIDINF001113,PIDOUT000662,PID0018,304,9575.86,ok,approved,same bill twice
PIDINFBUY00011995,2025-05-18,PIDINF003219,PIDOUT003606,PID0014,681,13653.66,blurred,pending,cash bill
PIDINFBUY00011996,07-May-25,PIDINF002192,PIDOUT003367,PID0015,372,7787.29,missing,pending,same bill twice
PIDINFBUY00011997,2024-04-13,PIDINF001667,PIDOUT007413,PID0010,123,4624.76,duplicate,approved,cash bill
PIDINFBUY00011998,2026-01-23,PIDINF002765,PIDOUT000416,PID0017,83,3786.38,duplicate,rejected,dealer name mismatch
PIDINFBUY00011999,2024-12-19,PIDINF000121,PIDOUT004976,PID0001,60,3890.41,manual,rework,same bill twice
PIDINFBUY00012000,2024-09-25,PIDINF000117,PIDOUT008452,PID0022,137,6084.10,blurred,rejected,
PIDINFBUY00012001,2024-05-18,PIDINF003383,PIDOUT002811,PID0024,208,15525.25,blurred,rework,cash bill
PIDINFBUY00012002,17/08/2024,PIDINF002241,PIDOUT005662,PID0008,321,17221.48,missing,approved,dealer name mismatch
PIDINFBUY00012003,2025-03-24,PIDINF001881,PIDOUT005152,PID0008,138,5258.51,manual,pending,old SKU code
PIDINFBUY00012004,2025-01-18,PIDINF002855,PIDOUT006276,PID0005,105,7638.51,ok,approved,
PIDINFBUY00012005,07/29/2025,PIDINF001704,PIDOUT002895,PID0001,148,6607.49,duplicate,rework,dealer name mismatch
PIDINFBUY00012006,2026-03-21,PIDINF002508,PIDOUT008911,PID0003,238,13806.51,ok,approved,cash bill
PIDINFBUY00012007,2025-06-22,PIDINF002136,PIDOUT006464,PID0027,119,6294.79,duplicate,rejected,dealer name mismatch
PIDINFBUY00012008,2025-04-15,PIDINF000547,PIDOUT006073,PID0018,60,2509.20,duplicate,approved,cash bill
PIDINFBUY00012009,2025-08-20,PIDINF003119,PIDOUT003152,PID0007,142,4768.92,ok,pending,cash bill
PIDINFBUY00012010,2024-11-16,PIDINF002148,PIDOUT005280,PID0021,462,14545.88,ok,pending,cash bill
PIDINFBUY00012011,28/01/2026,PIDINF003240,PIDOUT001914,PID0014,72,5068.39,ok,rework,same bill twice
PIDINFBUY00012012,13-Nov-24,PIDINF001266,PIDOUT001499,PID0002,89,5044.49,manual,pending,old SKU code
PIDINFBUY00012013,2026-03-04,PIDINF002213,PIDOUT000869,PID0007,214,12925.18,blurred,pending,
PIDINFBUY00012014,2025-09-23,PIDINF000438,PIDOUT007411,PID0010,34,1875.03,manual,pending,same bill twice
PIDINFBUY00012015,2024-09-06,PIDINF000134,PIDOUT001898,PID0015,160,10015.34,ok,rework,dealer name mismatch
PIDINFBUY00012016,2026-01-29,PIDINF002229,PIDOUT006103,PID0010,110,2901.02,missing,rejected,dealer name mismatch
PIDINFBUY00012017,12/19/2025,PIDINF002834,PIDOUT000496,PID0006,218,12624.80,missing,approved,same bill twice
PIDINFBUY00012018,2026-02-10,PIDINF000281,PIDOUT008290,PID0023,291,15644.08,blurred,pending,dealer name mismatch
PIDINFBUY00012019,2024-08-13,PIDINF003098,PIDOUT006912,PID0031,34,1664.42,missing,pending,old SKU code
PIDINFBUY00012020,2024-12-30,PIDINF002676,PIDOUT008006,PID0023,499,11065.64,ok,approved,
PIDINFBUY00012021,27/07/2025,PIDINF000817,PIDOUT008082,PID0019,255,8677.84,manual,approved,old SKU code
PIDINFBUY00012022,2026-02-13,PIDINF003341,PIDOUT007510,PID0004,99,4412.23,missing,pending,cash bill
PIDINFBUY00012023,2024-09-12,PIDINF000080,PIDOUT001193,PID0007,171,6699.77,manual,approved,dealer name mismatch
PIDINFBUY00012024,27-May-24,PIDINF000894,PIDOUT003094,PID0002,95,5024.90,blurred,rework,
PIDINFBUY00012025,2025-08-29,PIDINF002183,PIDOUT006266,PID0007,768,17652.64,ok,pending,old SKU code
PIDINFBUY00012026,21-Mar-26,PIDINF000066,PIDOUT001481,PID0018,571,16075.39,blurred,pending,
PIDINFBUY00012027,2025-11-08,PIDINF002695,PIDOUT002462,PID0030,664,14712.34,ok,pending,cash bill
PIDINFBUY00012028,02/12/2025,PIDINF001211,PIDOUT002713,PID0012,114,2753.13,missing,pending,dealer name mismatch
PIDINFBUY00012029,2025-01-30,PIDINF001122,PIDOUT001394,PID0018,52,3586.81,manual,approved,same bill twice
PIDINFBUY00012030,2024-10-09,PIDINF002255,PIDOUT008473,PID0010,3,150.76,blurred,rework,
PIDINFBUY00012031,2025-01-28,PIDINF001779,PIDOUT005965,PID0022,172,12372.51,missing,approved,same bill twice
PIDINFBUY00012032,20-Aug-24,PIDINF003286,PIDOUT006789,PID0027,4,191.84,manual,rejected,dealer name mismatch
PIDINFBUY00012033,2025-07-18,PIDINF001752,PIDOUT001780,PID0018,111,7144.87,missing,approved,old SKU code
PIDINFBUY00012034,2025-06-09,PIDINF003389,PIDOUT007244,PID0006,233,17073.22,ok,rejected,same bill twice
PIDINFBUY00012035,2025-05-01,PIDINF001945,PIDOUT007894,PID0026,167,5420.98,duplicate,rejected,same bill twice
PIDINFBUY00012036,07/08/2025,PIDINF000359,PIDOUT003529,PID0016,143,7566.63,manual,rejected,dealer name mismatch
PIDINFBUY00012037,2025-07-08,PIDINF000623,PIDOUT001793,PID0024,405,14172.23,ok,rework,old SKU code
PIDINFBUY00012038,2025-12-05,PIDINF002494,PIDOUT004425,PID0001,258,16874.48,duplicate,rejected,old SKU code
PIDINFBUY00012039,2025-04-01,PIDINF001526,PIDOUT000152,PID0005,135,9218.04,ok,pending,old SKU code
PIDINFBUY00012040,26/02/2025,PIDINF002073,PIDOUT001344,PID0017,44,1358.79,duplicate,approved,dealer name mismatch
PIDINFBUY00012041,01/07/2025,PIDINF000662,PIDOUT003099,PID0001,28,2133.99,ok,approved,same bill twice
PIDINFBUY00012042,2024-06-15,PIDINF000455,PIDOUT000147,PID0023,214,15588.67,ok,rework,cash bill
PIDINFBUY00012043,2024-07-20,PIDINF003491,PIDOUT002853,PID0025,135,8684.51,ok,rework,
PIDINFBUY00012044,2026-02-03,PIDINF000467,PIDOUT004446,PID0013,187,10109.97,manual,approved,cash bill
PIDINFBUY00012045,2026-03-02,PIDINF000891,PIDOUT000036,PID0003,204,10138.26,manual,pending,cash bill
PIDINFBUY00012046,2024-11-19,PIDINF002023,PIDOUT005071,PID0013,148,7143.50,missing,pending,old SKU code
PIDINFBUY00012047,2025-08-15,PIDINF003396,PIDOUT007592,PID0022,24,803.67,missing,approved,dealer name mismatch
PIDINFBUY00012048,2024-07-10,PIDINF002154,PIDOUT008477,PID0005,143,7644.13,ok,approved,old SKU code
PIDINFBUY00012049,09/27/2025,PIDINF002967,PIDOUT008926,PID0012,219,15624.02,manual,rework,
PIDINFBUY00012050,20-Oct-25,PIDINF003085,PIDOUT001790,PID0033,94,5716.00,ok,approved,dealer name mismatch
PIDINFBUY00012051,2024-04-10,PIDINF001515,PIDOUT003404,PID0008,153,3990.18,blurred,approved,cash bill
PIDINFBUY00012052,2025-04-20,PIDINF002536,PIDOUT001253,PID0014,216,5648.67,missing,pending,old SKU code
PIDINFBUY00012053,2025-01-18,PIDINF000713,PIDOUT004838,PID0015,249,9646.07,missing,rejected,same bill twice
PIDINFBUY00012054,2025-07-08,PIDINF001228,PIDOUT002944,PID0032,200,12606.96,manual,pending,
PIDINFBUY00012055,2025-01-31,PIDINF001655,PIDOUT008660,PID0033,13,709.91,ok,rework,same bill twice
PIDINFBUY00012056,2025-04-09,PIDINF003452,PIDOUT001270,PID0030,14,1073.06,blurred,approved,same bill twice
PIDINFBUY00012057,2026-03-15,PIDINF002338,PIDOUT005588,PID0017,265,11381.02,blurred,rework,same bill twice
PIDINFBUY00012058,2025-03-16,PIDINF000246,PIDOUT006399,PID0009,139,9722.77,missing,rejected,same bill twice
PIDINFBUY00012059,2024-10-09,PIDINF002579,PIDOUT004453,PID0003,137,8742.12,duplicate,approved,cash bill
PIDINFBUY00012060,2025-09-17,PIDINF001243,PIDOUT008250,PID0019,335,16297.46,missing,rework,dealer name mismatch
PIDINFBUY00012061,2025-10-20,PIDINF002079,PIDOUT004533,PID0011,495,14734.47,blurred,rejected,old SKU code
PIDINFBUY00012062,2025-03-20,PIDINF000959,PIDOUT006772,PID0001,312,14728.37,duplicate,approved,same bill twice
PIDINFBUY00012063,2024-12-30,PIDINF001765,PIDOUT007689,PID0004,206,11939.59,blurred,rejected,same bill twice
PIDINFBUY00012064,2024-05-26,PIDINF003183,PIDOUT007298,PID0023,7,412.91,manual,approved,same bill twice
PIDINFBUY00012065,04/07/2024,PIDINF002664,PIDOUT000502,PID0017,523,16291.70,blurred,rework,cash bill
PIDINFBUY00012066,2024-04-21,PIDINF002673,PIDOUT004699,PID0012,24,508.03,ok,approved,old SKU code
PIDINFBUY00012067,2025-09-10,PIDINF000228,PIDOUT001262,PID0005,394,11778.90,blurred,rework,old SKU code
PIDINFBUY00012068,2024-08-24,PIDINF002558,PIDOUT008705,PID0009,45,1532.51,duplicate,rejected,dealer name mismatch
PIDINFBUY00012069,2025-09-15,PIDINF000351,PIDOUT007066,PID0005,34,1695.03,missing,approved,old SKU code
PIDINFBUY00012070,2025-07-01,PIDINF002944,PIDOUT001423,PID0004,226,8378.42,missing,rework,
PIDINFBUY00012071,2026-03-17,PIDINF002171,PIDOUT006616,PID0010,10,765.74,missing,pending,same bill twice
PIDINFBUY00012072,21/03/2025,PIDINF000044,PIDOUT008141,PID0022,341,8186.12,ok,rework,old SKU code
PIDINFBUY00012073,2024-11-28,PIDINF002156,PIDOUT000290,PID0022,179,8604.07,missing,approved,dealer name mismatch
PIDINFBUY00012074,2024-10-31,PIDINF002962,PIDOUT006160,PID0015,458,14302.65,missing,pending,dealer name mismatch
PIDINFBUY00012075,30-Jun-25,PIDINF001430,PIDOUT001929,PID0023,21,1537.27,missing,rejected,dealer name mismatch
PIDINFBUY00012076,2025-11-08,PIDINF002066,PIDOUT004420,PID0004,102,2053.98,missing,rework,old SKU code
PIDINFBUY00012077,2025-09-21,PIDINF000805,PIDOUT005107,PID0008,256,10373.69,manual,rejected,same bill twice
PIDINFBUY00012078,2025-06-15,PIDINF003126,PIDOUT006270,PID0005,331,12757.32,duplicate,rejected,dealer name mismatch
PIDINFBUY00012079,2024-08-17,PIDINF000999,PIDOUT008532,PID0003,188,12588.61,blurred,rejected,old SKU code
PIDINFBUY00012080,2024-10-06,PIDINF001401,PIDOUT000974,PID0020,138,6898.21,missing,rework,old SKU code
PIDINFBUY00012081,2024-10-19,PIDINF000989,PIDOUT005814,PID0022,221,14367.67,duplicate,rework,same bill twice
PIDINFBUY00012082,2024-11-04,PIDINF000645,PIDOUT005738,PID0012,254,16116.48,duplicate,pending,old SKU code
PIDINFBUY00012083,2026-01-17,PIDINF000260,PIDOUT006103,PID0028,239,7536.07,manual,rework,same bill twice
PIDINFBUY00012084,16/01/2025,PIDINF003343,PIDOUT006942,PID0011,183,11119.32,blurred,pending,dealer name mismatch
PIDINFBUY00012085,2025-07-19,PIDINF000227,PIDOUT001649,PID0032,175,8848.30,blurred,rework,dealer name mismatch
PIDINFBUY00012086,2026-02-01,PIDINF000234,PIDOUT003718,PID0004,256,11358.67,missing,rework,dealer name mismatch
PIDINFBUY00012087,2024-06-24,PIDINF000366,PIDOUT008984,PID0031,241,10627.31,blurred,approved,old SKU code
PIDINFBUY00012088,2025-09-12,PIDINF003113,PIDOUT001342,PID0026,256,15271.27,blurred,pending,same bill twice
PIDINFBUY00012089,2024-11-19,PIDINF002138,PIDOUT000809,PID0011,82,5920.66,manual,approved,cash bill
PIDINFBUY00012090,10/09/2025,PIDINF002520,PIDOUT002221,PID0001,132,6067.25,ok,approved,same bill twice
PIDINFBUY00012091,2026-02-22,PIDINF002315,PIDOUT007039,PID0019,384,8880.94,blurred,rework,cash bill
PIDINFBUY00012092,2026-01-14,PIDINF000712,PIDOUT007542,PID0033,364,16909.82,blurred,rework,old SKU code
PIDINFBUY00012093,2025-03-07,PIDINF000949,PIDOUT008755,PID0004,76,4197.65,ok,rejected,old SKU code
PIDINFBUY00012094,2024-10-27,PIDINF001450,PIDOUT008116,PID0032,278,14758.93,duplicate,rework,dealer name mismatch
PIDINFBUY00012095,2024-06-15,PIDINF003446,PIDOUT007124,PID0019,269,10226.46,ok,approved,old SKU code
PIDINFBUY00012096,2025-05-21,PIDINF002368,PIDOUT004860,PID0011,215,11625.06,duplicate,pending,dealer name mismatch
PIDINFBUY00012097,01/10/2025,PIDINF003119,PIDOUT003152,PID0006,123,5975.06,ok,pending,old SKU code
PIDINFBUY00012098,2024-09-17,PIDINF000069,PIDOUT001924,PID0032,283,14004.92,blurred,rejected,dealer name mismatch
PIDINFBUY00012099,2025-09-28,PIDINF001583,PIDOUT002862,PID0025,37,1799.45,duplicate,pending,old SKU code
PIDINFBUY00012100,2025-11-15,PIDINF000675,PIDOUT000707,PID0033,140,4434.66,missing,pending,same bill twice
PIDINFBUY00012101,2024-05-21,PIDINF001185,PIDOUT003156,PID0017,5,203.26,manual,approved,cash bill
PIDINFBUY00012102,2025-11-25,PIDINF000650,PIDOUT007663,PID0015,10,609.66,manual,rejected,
PIDINFBUY00012103,10/04/2024,PIDINF002178,PIDOUT002039,PID0027,181,8118.27,blurred,rework,old SKU code
PIDINFBUY00012104,2024-10-21,PIDINF002740,PIDOUT004343,PID0022,138,5620.32,ok,rejected,dealer name mismatch
PIDINFBUY00012105,2025-03-06,PIDINF000482,PIDOUT005133,PID0021,75,3822.30,ok,approved,dealer name mismatch
PIDINFBUY00012106,2025-12-24,PIDINF001943,PIDOUT003946,PID0009,153,8054.84,ok,approved,old SKU code
PIDINFBUY00012107,2024-05-12,PIDINF000053,PIDOUT004407,PID0031,218,13895.70,missing,rework,cash bill
PIDINFBUY00012108,2025-03-02,PIDINF003158,PIDOUT004004,PID0004,161,6333.93,missing,approved,dealer name mismatch
PIDINFBUY00012109,2025-11-30,PIDINF000105,PIDOUT000238,PID0020,223,13621.28,duplicate,rejected,
PIDINFBUY00012110,2025-01-16,PIDINF001586,PIDOUT000465,PID0005,193,8687.64,duplicate,pending,same bill twice
PIDINFBUY00012111,2024-09-13,PIDINF001993,PIDOUT000977,PID0026,131,7115.09,ok,rework,same bill twice
PIDINFBUY00012112,2026-03-16,PIDINF002310,PIDOUT006055,PID0016,53,3383.61,missing,rework,cash bill
PIDINFBUY00012113,08/19/2024,PIDINF001297,PIDOUT000287,PID0029,147,7454.19,ok,pending,
PIDINFBUY00012114,2024-10-10,PIDINF001385,PIDOUT005318,PID0006,35,1251.38,manual,rework,same bill twice
PIDINFBUY00012115,2024-08-07,PIDINF002500,PIDOUT005387,PID0021,254,13251.01,duplicate,pending,old SKU code
PIDINFBUY00012116,15/03/2025,PIDINF000337,PIDOUT008326,PID0003,229,15967.31,missing,pending,
PIDINFBUY00012117,10/01/2025,PIDINF001949,PIDOUT001364,PID0009,276,13926.60,ok,rejected,same bill twice
PIDINFBUY00012118,2024-05-06,PIDINF000688,PIDOUT007405,PID0028,53,2009.41,ok,rejected,
PIDINFBUY00012119,2025-10-26,PIDINF002898,PIDOUT002809,PID0021,252,11830.29,manual,approved,dealer name mismatch
PIDINFBUY00012120,2025-03-24,PIDINF000313,PIDOUT004690,PID0008,4,328.71,ok,rejected,old SKU code
PIDINFBUY00012121,2025-04-09,PIDINF000006,PIDOUT007421,PID0001,288,15980.35,duplicate,rework,old SKU code
PIDINFBUY00012122,2026-03-07,PIDINF001166,PIDOUT000290,PID0030,73,4447.40,manual,rework,cash bill
PIDINFBUY00012123,2024-09-10,PIDINF003244,PIDOUT003886,PID0006,138,5339.20,missing,pending,same bill twice
PIDINFBUY00012124,02/28/2025,PIDINF002668,PIDOUT006045,PID0015,61,3950.25,missing,rejected,
PIDINFBUY00012125,2025-09-30,PIDINF000171,PIDOUT004240,PID0031,238,15758.39,blurred,pending,cash bill
PIDINFBUY00012126,2025-09-22,PIDINF003394,PIDOUT005251,PID0001,103,6315.46,missing,rework,
PIDINFBUY00012127,2024-12-11,PIDINF002111,PIDOUT000763,PID0010,32,1986.08,duplicate,rejected,cash bill
PIDINFBUY00012128,2025-12-31,PIDINF000750,PIDOUT000176,PID0010,272,16096.88,duplicate,rejected,
PIDINFBUY00012129,2025-12-29,PIDINF001840,PIDOUT006913,PID0010,218,13252.32,manual,pending,same bill twice
PIDINFBUY00012130,2025-10-26,PIDINF001899,PIDOUT006679,PID0032,49,3372.88,ok,rejected,cash bill
PIDINFBUY00012131,2026-03-20,PIDINF002970,PIDOUT006118,PID0031,488,16276.35,ok,rework,same bill twice
PIDINFBUY00012132,2024-04-10,PIDINF001229,PIDOUT000302,PID0020,103,4401.29,missing,pending,cash bill
PIDINFBUY00012133,2024-08-11,PIDINF003087,PIDOUT006899,PID0004,588,12432.93,duplicate,approved,dealer name mismatch
PIDINFBUY00012134,2024-10-18,PIDINF002799,PIDOUT005458,PID0030,107,5380.88,duplicate,rework,same bill twice
PIDINFBUY00012135,2024-07-22,PIDINF002890,PIDOUT003000,PID0032,130,6022.81,blurred,pending,
PIDINFBUY00012136,2026-02-07,PIDINF000463,PIDOUT001791,PID0023,257,10171.17,missing,rejected,cash bill
PIDINFBUY00012137,2025-05-04,PIDINF000890,PIDOUT006281,PID0025,228,15694.85,blurred,approved,same bill twice
PIDINFBUY00012138,05/31/2024,PIDINF002486,PIDOUT004094,PID0033,409,17698.58,ok,rejected,cash bill
PIDINFBUY00012139,2024-04-08,PIDINF002327,PIDOUT005143,PID0005,272,8599.31,missing,rework,cash bill
PIDINFBUY00012140,2025-06-09,PIDINF000097,PIDOUT003044,PID0029,273,16831.53,ok,rejected,
PIDINFBUY00012141,2025-07-07,PIDINF003224,PIDOUT006525,PID0028,19,1137.29,missing,rework,cash bill
PIDINFBUY00012142,29/03/2026,PIDINF000604,PIDOUT004057,PID0010,350,14957.77,ok,rejected,same bill twice
PIDINFBUY00012143,2025-11-04,PIDINF001973,PIDOUT006250,PID0024,104,3919.30,blurred,approved,
PIDINFBUY00012144,2024-07-24,PIDINF002509,PIDOUT001384,PID0006,238,16872.62,manual,rejected,same bill twice
PIDINFBUY00012145,17-Feb-26,PIDINF002348,PIDOUT008097,PID0011,237,10805.91,ok,rejected,
PIDINFBUY00012146,15/02/2025,PIDINF001858,PIDOUT003329,PID0019,306,16978.28,manual,rejected,
PIDINFBUY00012147,2024-11-24,PIDINF003249,PIDOUT001946,PID0028,177,13006.27,manual,rejected,dealer name mismatch
PIDINFBUY00012148,2024-10-30,PIDINF001809,PIDOUT008892,PID0007,241,10833.47,manual,pending,
PIDINFBUY00012149,03-Feb-25,PIDINF001618,PIDOUT006136,PID0026,64,2217.36,duplicate,approved,cash bill
PIDINFBUY00012150,2025-11-08,PIDINF003235,PIDOUT003949,PID0014,240,10884.65,duplicate,rejected,dealer name mismatch
PIDINFBUY00012151,12/28/2025,PIDINF001406,PIDOUT007816,PID0003,245,5813.60,ok,rejected,cash bill
PIDINFBUY00012152,2025-01-11,PIDINF002728,PIDOUT004842,PID0005,438,11364.61,blurred,approved,cash bill
PIDINFBUY00012153,2025-04-06,PIDINF003196,PIDOUT007777,PID0031,117,7290.15,ok,pending,cash bill
PIDINFBUY00012154,2024-10-14,PIDINF002406,PIDOUT005410,PID0026,113,4664.72,manual,pending,dealer name mismatch
PIDINFBUY00012155,2025-10-28,PIDINF002012,PIDOUT008987,PID0027,164,11796.03,duplicate,rework,
PIDINFBUY00012156,2024-08-14,PIDINF002751,PIDOUT004082,PID0014,420,9295.34,missing,approved,cash bill
PIDINFBUY00012157,2024-10-15,PIDINF001296,PIDOUT005323,PID0030,95,3114.78,manual,rejected,old SKU code
PIDINFBUY00012158,2025-12-19,PIDINF000142,PIDOUT001719,PID0024,16,825.68,duplicate,rejected,dealer name mismatch
PIDINFBUY00012159,2025-02-15,PIDINF001487,PIDOUT008617,PID0008,341,14440.65,duplicate,rework,old SKU code
PIDINFBUY00012160,2026-03-23,PIDINF001714,PIDOUT004828,PID0005,87,4986.88,ok,pending,cash bill
PIDINFBUY00012161,2025-09-08,PIDINF000052,PIDOUT001323,PID0004,123,7076.77,manual,rework,dealer name mismatch
PIDINFBUY00012162,2025-11-30,PIDINF002063,PIDOUT002872,PID0033,50,2334.33,duplicate,pending,cash bill
PIDINFBUY00012163,2025-07-19,PIDINF002066,PIDOUT004420,PID0005,223,16560.34,ok,approved,same bill twice
PIDINFBUY00012164,2024-08-31,PIDINF003195,PIDOUT003228,PID0006,45,3162.00,duplicate,rejected,same bill twice
PIDINFBUY00012165,2026-02-19,PIDINF002156,PIDOUT000290,PID0025,245,8808.77,missing,rejected,old SKU code
PIDINFBUY00012166,09/01/2025,PIDINF001140,PIDOUT006777,PID0021,364,12636.67,duplicate,pending,dealer name mismatch
PIDINFBUY00012167,2024-11-05,PIDINF003058,PIDOUT007194,PID0025,144,4872.76,duplicate,pending,same bill twice
PIDINFBUY00012168,28-Mar-25,PIDINF001810,PIDOUT005270,PID0008,312,14962.19,blurred,approved,dealer name mismatch
PIDINFBUY00012169,13-Nov-24,PIDINF001661,PIDOUT005330,PID0024,76,4672.14,missing,pending,cash bill
PIDINFBUY00012170,2024-07-18,PIDINF002151,PIDOUT002566,PID0010,266,5717.84,blurred,rejected,dealer name mismatch
PIDINFBUY00012171,2024-09-27,PIDINF000633,PIDOUT001117,PID0028,153,7551.27,manual,approved,cash bill
PIDINFBUY00012172,2024-04-11,PIDINF001799,PIDOUT001274,PID0027,270,13817.85,ok,rework,
PIDINFBUY00012173,2025-08-18,PIDINF002125,PIDOUT008621,PID0002,296,17071.48,duplicate,rework,cash bill
PIDINFBUY00012174,2025-12-31,PIDINF003349,PIDOUT002841,PID0004,64,2870.07,blurred,pending,
PIDINFBUY00012175,2025-12-21,PIDINF002529,PIDOUT003194,PID0020,62,4306.72,blurred,rejected,cash bill
PIDINFBUY00012176,2025-08-28,PIDINF000604,PIDOUT004057,PID0009,207,14083.42,blurred,pending,old SKU code
PIDINFBUY00012177,2025-10-18,PIDINF000876,PIDOUT005330,PID0020,116,6603.91,duplicate,rework,same bill twice
PIDINFBUY00012178,2025-12-22,PIDINF003451,PIDOUT000999,PID0020,178,12248.30,blurred,pending,old SKU code
PIDINFBUY00012179,2025-01-22,PIDINF000182,PIDOUT005756,PID0026,547,14881.68,missing,rework,dealer name mismatch
PIDINFBUY00012180,2026-01-17,PIDINF001586,PIDOUT000465,PID0024,367,10340.07,missing,approved,old SKU code
PIDINFBUY00012181,2024-07-27,PIDINF000109,PIDOUT003742,PID0027,207,6752.34,blurred,rejected,cash bill
PIDINFBUY00012182,2025-08-28,PIDINF001759,PIDOUT000865,PID0017,489,14965.29,missing,pending,old SKU code
