demo_id,demo_start_date,farmer_id,mapped_store_id,crop,product_focus,plot_area_acres,stage,result_note
CORDEMO000493,2025-03-05,CORFRM0024449,CORSTR00943,Vegetables,COR0011,1.45,planned,rain damage
CORDEMO000494,2025-09-27,CORFRM0002246,CORSTR00797,Groundnut,COR0014,2.71,abandoned,good crop stand
CORDEMO000495,2025-10-29,CORFRM0003032,CORSTR00823,Maize,COR0017,0.87,harvested,photo missing
CORDEMO000496,2024-07-25,CORFRM0013979,CORSTR00880,Banana,COR0027,2.89,in progress,rain damage
CORDEMO000497,2025-01-13,CORFRM0016156,CORSTR00603,Mango,COR0001,1.09,planned,good crop stand
CORDEMO000498,02/19/2025,CORFRM0004203,CORSTR00403,Groundnut,COR0020,0.16,harvested,rain damage
CORDEMO000499,2025-02-23,CORFRM0004881,CORSTR00111,Paddy,COR0019,2.67,converted,photo missing
CORDEMO000500,2025-05-03,CORFRM0003263,CORSTR00836,Chilli,COR0027,1.29,harvested,rain damage
CORDEMO000501,2024-11-22,CORFRM0018376,CORSTR00783,Turmeric,COR0018,0.75,abandoned,competitor demo nearby
CORDEMO000502,2024-06-04,CORFRM0018054,CORSTR00123,Maize,COR0018,0.64,harvested,farmer bought later
CORDEMO000503,2024-09-26,CORFRM0000448,CORSTR00536,Groundnut,COR0002,2.96,converted,
CORDEMO000504,2024-05-09,CORFRM0019119,CORSTR00891,Vegetables,COR0012,1.18,in progress,photo missing
CORDEMO000505,2024-04-05,CORFRM0013102,CORSTR00507,Turmeric,COR0008,0.6,converted,competitor demo nearby
CORDEMO000506,2024-12-12,CORFRM0017676,CORSTR00261,Maize,COR0002,2.49,in progress,rain damage
CORDEMO000507,2024-07-07,CORFRM0002545,CORSTR00425,Turmeric,COR0025,0.47,planned,rain damage
CORDEMO000508,2025-04-21,CORFRM0009841,CORSTR00371,Mango,COR0016,1.26,planned,
CORDEMO000509,2025-04-05,CORFRM0014173,CORSTR00621,Sugarcane,COR0004,1.91,abandoned,
CORDEMO000510,17-Jan-25,CORFRM0003465,CORSTR00283,Maize,COR0017,0.9,planned,farmer bought later
CORDEMO000511,2025-09-30,CORFRM0009254,CORSTR01004,Coconut,COR0012,0.66,converted,
CORDEMO000512,2025-09-20,CORFRM0010974,CORSTR01102,Paddy,COR0032,0.59,planned,rain damage
CORDEMO000513,2024-11-13,CORFRM0023852,CORSTR00761,Maize,COR0006,2.98,converted,good crop stand
CORDEMO000514,2025-08-05,CORFRM0016907,CORSTR00471,Banana,COR0004,2.42,harvested,
CORDEMO000515,2026-01-30,CORFRM0022916,CORSTR00741,Chilli,COR0004,0.94,abandoned,
CORDEMO000516,2025-02-11,CORFRM0010370,CORSTR01009,Chilli,COR0024,2.37,planned,good crop stand
CORDEMO000517,2025-08-27,CORFRM0002799,CORSTR00674,Chilli,COR0013,0.35,converted,good crop stand
CORDEMO000518,2025-07-01,CORFRM0016029,CORSTR01113,Maize,COR0013,0.18,in progress,good crop stand
CORDEMO000519,2025-03-12,CORFRM0021508,CORSTR00587,Mango,COR0032,0.17,harvested,photo missing
CORDEMO000520,2024-04-28,CORFRM0006011,CORSTR00477,Paddy,COR0010,1.92,abandoned,competitor demo nearby
CORDEMO000521,2024-05-01,CORFRM0016277,CORSTR00287,Banana,COR0026,2.33,in progress,competitor demo nearby
CORDEMO000522,2025-10-19,CORFRM0014328,CORSTR01139,Sugarcane,COR0031,1.69,harvested,competitor demo nearby
CORDEMO000523,2025-02-25,CORFRM0012287,CORSTR00063,Coconut,COR0027,0.78,converted,good crop stand
CORDEMO000524,07/26/2025,CORFRM0001637,CORSTR00694,Paddy,COR0006,1.93,converted,good crop stand
CORDEMO000525,24-May-24,CORFRM0009503,CORSTR00617,Banana,COR0015,2.71,converted,good crop stand
CORDEMO000526,2024-07-15,CORFRM0014645,CORSTR00444,Paddy,COR0022,0.21,abandoned,rain damage
CORDEMO000527,19/10/2025,CORFRM0003200,CORSTR00427,Mango,COR0011,2.63,planned,competitor demo nearby
CORDEMO000528,13-Dec-24,CORFRM0017706,CORSTR00852,Maize,COR0001,2.43,in progress,farmer bought later
CORDEMO000529,2025-10-15,CORFRM0018592,CORSTR00543,Banana,COR0019,2.96,planned,
CORDEMO000530,27/12/2024,CORFRM0007042,CORSTR00398,Paddy,COR0016,2.91,planned,farmer bought later
CORDEMO000531,2025-10-23,CORFRM0015080,CORSTR01117,Paddy,COR0005,0.42,in progress,farmer bought later
CORDEMO000532,2025-10-29,CORFRM0009169,CORSTR00242,Paddy,COR0029,1.59,harvested,competitor demo nearby
CORDEMO000533,2024-12-07,CORFRM0000820,CORSTR00415,Vegetables,COR0028,2.29,abandoned,rain damage
CORDEMO000534,19/10/2024,CORFRM0002565,CORSTR00805,Paddy,COR0022,2.36,converted,photo missing
CORDEMO000535,2024-08-05,CORFRM0001614,CORSTR01078,Chilli,COR0022,0.49,abandoned,farmer bought later
CORDEMO000536,2024-07-16,CORFRM0007675,CORSTR00196,Turmeric,COR0008,2.02,planned,
CORDEMO000537,13-Oct-24,CORFRM0001724,CORSTR00991,Groundnut,COR0018,1.61,in progress,rain damage
CORDEMO000538,2024-10-07,CORFRM0020289,CORSTR00385,Cotton,COR0017,0.79,in progress,competitor demo nearby
CORDEMO000539,2024-10-20,CORFRM0023151,CORSTR01140,Mango,COR0023,0.79,harvested,competitor demo nearby
CORDEMO000540,2025-08-17,CORFRM0008277,CORSTR00163,Turmeric,COR0033,1.5,harvested,farmer bought later
CORDEMO000541,17/11/2024,CORFRM0021465,CORSTR01049,Coconut,COR0003,2.32,converted,good crop stand
CORDEMO000542,2025-12-02,CORFRM0024528,CORSTR01128,Coconut,COR0003,0.11,planned,photo missing
CORDEMO000543,2025-12-18,CORFRM0005471,CORSTR00619,Coconut,COR0018,0.22,in progress,photo missing
CORDEMO000544,2025-11-09,CORFRM0011231,CORSTR00024,Maize,COR0005,1.32,converted,competitor demo nearby
CORDEMO000545,2024-10-28,CORFRM0023154,CORSTR00989,Paddy,COR0026,0.89,in progress,competitor demo nearby
CORDEMO000546,2025-03-04,CORFRM0013748,CORSTR00410,Mango,COR0006,0.99,in progress,competitor demo nearby
CORDEMO000547,02/14/2025,CORFRM0022568,CORSTR01072,Coconut,COR0023,1.42,harvested,rain damage
CORDEMO000548,26-Apr-25,CORFRM0012940,CORSTR01108,Vegetables,COR0008,1.2,harvested,farmer bought later
CORDEMO000549,22/08/2024,CORFRM0009693,CORSTR01017,Turmeric,COR0009,2.76,harvested,farmer bought later
CORDEMO000550,2024-10-31,CORFRM0016706,CORSTR00529,Cotton,COR0014,2.85,harvested,photo missing
CORDEMO000551,24-Nov-25,CORFRM0019905,CORSTR00764,Chilli,COR0007,2.33,in progress,photo missing
CORDEMO000552,2024-07-30,CORFRM0010529,CORSTR01067,Paddy,COR0001,1.33,planned,photo missing
CORDEMO000553,09/11/2024,CORFRM0024514,CORSTR00503,Paddy,COR0029,2.71,in progress,farmer bought later
CORDEMO000554,11-Jul-24,CORFRM0011162,CORSTR00228,Cotton,COR0015,2.48,in progress,photo missing
CORDEMO000555,2025-02-10,CORFRM0013177,CORSTR01141,Cotton,COR0008,2.84,harvested,farmer bought later
CORDEMO000556,2025-09-14,CORFRM0018735,CORSTR00601,Turmeric,COR0011,2.28,converted,competitor demo nearby
CORDEMO000557,2025-10-08,CORFRM0010588,CORSTR00207,Maize,COR0002,1.97,abandoned,good crop stand
CORDEMO000558,20/06/2025,CORFRM0014049,CORSTR01033,Coconut,COR0013,2.73,abandoned,farmer bought later
CORDEMO000559,2024-12-23,CORFRM0018837,CORSTR00306,Banana,COR0002,1.4,converted,good crop stand
CORDEMO000560,2024-08-07,CORFRM0022303,CORSTR00012,Groundnut,COR0024,1.88,abandoned,competitor demo nearby
CORDEMO000561,09/05/2025,CORFRM0012544,CORSTR00975,Maize,COR0025,0.62,planned,photo missing
CORDEMO000562,2024-10-03,CORFRM0018095,CORSTR00413,Maize,COR0030,1.67,abandoned,rain damage
CORDEMO000563,06/08/2024,CORFRM0003767,CORSTR00183,Coconut,COR0005,1.92,planned,rain damage
CORDEMO000564,2025-06-23,CORFRM0009538,CORSTR00594,Coconut,COR0006,2.71,abandoned,
CORDEMO000565,2025-12-02,CORFRM0009496,CORSTR00738,Mango,COR0012,2.23,abandoned,
CORDEMO000566,12/04/2024,CORFRM0020262,CORSTR01056,Vegetables,COR0020,2.26,in progress,
CORDEMO000567,01/27/2026,CORFRM0024109,CORSTR00301,Mango,COR0023,1.91,planned,farmer bought later
CORDEMO000568,2025-05-19,CORFRM0016719,CORSTR00215,Banana,COR0027,1.42,in progress,rain damage
CORDEMO000569,2025-10-12,CORFRM0005830,CORSTR00882,Paddy,COR0003,2.53,converted,competitor demo nearby
CORDEMO000570,2025-04-11,CORFRM0002595,CORSTR00840,Mango,COR0020,1.56,harvested,rain damage
CORDEMO000571,2024-10-30,CORFRM0013768,CORSTR00266,Turmeric,COR0018,2.86,planned,rain damage
CORDEMO000572,2025-04-11,CORFRM0010750,CORSTR00237,Mango,COR0012,0.93,harvested,farmer bought later
CORDEMO000573,11/10/2025,CORFRM0023287,CORSTR00414,Chilli,COR0013,0.27,planned,farmer bought later
CORDEMO000574,2025-02-01,CORFRM0014806,CORSTR00058,Vegetables,COR0027,2.96,abandoned,competitor demo nearby
CORDEMO000575,2025-04-16,CORFRM0014433,CORSTR00207,Groundnut,COR0007,2.92,in progress,farmer bought later
CORDEMO000576,2025-04-15,CORFRM0012293,CORSTR01119,Vegetables,COR0007,0.47,harvested,farmer bought later
CORDEMO000577,2025-05-09,CORFRM0017056,CORSTR00752,Vegetables,COR0007,2.04,abandoned,good crop stand
CORDEMO000578,2025-06-14,CORFRM0016177,CORSTR00593,Mango,COR0023,0.95,abandoned,photo missing
CORDEMO000579,2025-12-24,CORFRM0021215,CORSTR00159,Groundnut,COR0013,2.59,abandoned,
CORDEMO000580,2024-05-12,CORFRM0018681,CORSTR00133,Turmeric,COR0016,0.95,harvested,
CORDEMO000581,2025-03-15,CORFRM0022212,CORSTR00662,Vegetables,COR0007,0.55,planned,
CORDEMO000582,2024-10-10,CORFRM0002238,CORSTR00474,Banana,COR0017,1.27,abandoned,farmer bought later
CORDEMO000583,2024-04-22,CORFRM0015837,CORSTR00827,Chilli,COR0029,2.8,in progress,rain damage
CORDEMO000584,2025-05-06,CORFRM0005167,CORSTR00272,Paddy,COR0021,2.61,in progress,competitor demo nearby
CORDEMO000585,2024-07-27,CORFRM0002045,CORSTR01003,Mango,COR0020,1.32,abandoned,good crop stand
CORDEMO000586,12/06/2025,CORFRM0005849,CORSTR00820,Cotton,COR0028,2.24,planned,photo missing
CORDEMO000587,10/28/2025,CORFRM0005153,CORSTR00807,Chilli,COR0008,2.85,harvested,
CORDEMO000588,05/08/2025,CORFRM0017002,CORSTR00022,Banana,COR0028,1.97,abandoned,rain damage
CORDEMO000589,2024-12-03,CORFRM0004829,CORSTR00825,Chilli,COR0009,1.44,in progress,photo missing
CORDEMO000590,2025-02-19,CORFRM0010675,CORSTR00547,Maize,COR0032,1.1,converted,good crop stand
CORDEMO000591,2024-10-07,CORFRM0000046,CORSTR00839,Vegetables,COR0011,1.77,harvested,competitor demo nearby
CORDEMO000592,2025-09-10,CORFRM0017323,CORSTR00654,Vegetables,COR0006,1.17,abandoned,farmer bought later
CORDEMO000593,2024-10-14,CORFRM0001117,CORSTR00842,Vegetables,COR0015,2.99,converted,rain damage
CORDEMO000594,15/11/2025,CORFRM0001120,CORSTR00136,Groundnut,COR0031,2.61,harvested,competitor demo nearby
CORDEMO000595,2026-01-03,CORFRM0019840,CORSTR00823,Sugarcane,COR0017,2.17,harvested,competitor demo nearby
CORDEMO000596,2024-08-10,CORFRM0007911,CORSTR00478,Maize,COR0014,0.85,harvested,farmer bought later
CORDEMO000597,2024-04-06,CORFRM0002131,CORSTR00816,Paddy,COR0016,0.57,abandoned,good crop stand
CORDEMO000598,2025-08-17,CORFRM0018931,CORSTR00566,Banana,COR0031,0.32,converted,
CORDEMO000599,2025-04-08,CORFRM0006807,CORSTR00508,Vegetables,COR0010,0.5,converted,
CORDEMO000600,2026-01-13,CORFRM0016572,CORSTR00338,Sugarcane,COR0011,1.55,planned,farmer bought later
CORDEMO000601,2025-10-29,CORFRM0019712,CORSTR00071,Paddy,COR0032,1.12,abandoned,rain damage
CORDEMO000602,21/04/2024,CORFRM0023081,CORSTR00518,Groundnut,COR0027,1.76,planned,good crop stand
CORDEMO000603,2024-07-03,CORFRM0002311,CORSTR00282,Maize,COR0031,2.78,abandoned,rain damage
CORDEMO000604,10/12/2024,CORFRM0015410,CORSTR00449,Mango,COR0020,1.65,harvested,photo missing
CORDEMO000605,13/12/2025,CORFRM0018650,CORSTR00273,Maize,COR0031,1.51,converted,photo missing
CORDEMO000606,07/02/2025,CORFRM0020888,CORSTR01083,Vegetables,COR0032,1.76,in progress,photo missing
CORDEMO000607,2024-07-21,CORFRM0003820,CORSTR00181,Banana,COR0023,1.42,converted,good crop stand
CORDEMO000608,2025-01-31,CORFRM0004787,CORSTR00240,Paddy,COR0025,0.44,planned,rain damage
CORDEMO000609,2026-01-18,CORFRM0005098,CORSTR00825,Banana,COR0018,2.72,abandoned,competitor demo nearby
CORDEMO000610,2024-07-11,CORFRM0019561,CORSTR00271,Vegetables,COR0032,0.39,planned,rain damage
CORDEMO000611,2024-12-29,CORFRM0021985,CORSTR00529,Maize,COR0020,2.51,harvested,rain damage
CORDEMO000612,2024-12-02,CORFRM0014760,CORSTR00628,Turmeric,COR0026,2.42,abandoned,good crop stand
CORDEMO000613,2025-06-17,CORFRM0014192,CORSTR00675,Sugarcane,COR0004,2.68,abandoned,good crop stand
CORDEMO000614,2024-12-28,CORFRM0018224,CORSTR01107,Vegetables,COR0024,0.23,planned,
CORDEMO000615,2024-06-10,CORFRM0019941,CORSTR00241,Chilli,COR0012,2.39,harvested,farmer bought later
CORDEMO000616,2025-07-07,CORFRM0000036,CORSTR00943,Sugarcane,COR0001,0.15,planned,rain damage
CORDEMO000617,2024-07-16,CORFRM0018057,CORSTR00248,Vegetables,COR0022,0.71,harvested,photo missing
CORDEMO000618,2025-12-03,CORFRM0023962,CORSTR00366,Paddy,COR0004,0.15,planned,farmer bought later
CORDEMO000619,2025-07-01,CORFRM0014637,CORSTR00518,Chilli,COR0001,0.3,planned,
CORDEMO000620,2024-07-23,CORFRM0008243,CORSTR01034,Chilli,COR0032,2.25,harvested,photo missing
CORDEMO000621,12/16/2025,CORFRM0003496,CORSTR00544,Chilli,COR0005,2.32,planned,photo missing
CORDEMO000622,2025-03-02,CORFRM0010732,CORSTR00921,Coconut,COR0010,2.81,in progress,
CORDEMO000623,2024-05-23,CORFRM0018326,CORSTR00970,Turmeric,COR0025,2.5,converted,farmer bought later
CORDEMO000624,2025-12-07,CORFRM0024416,CORSTR00280,Maize,COR0007,0.69,planned,competitor demo nearby
CORDEMO000625,2025-01-11,CORFRM0021393,CORSTR01125,Sugarcane,COR0005,0.7,planned,photo missing
CORDEMO000626,08/15/2025,CORFRM0022488,CORSTR00740,Paddy,COR0028,1.75,harvested,good crop stand
CORDEMO000627,2024-06-15,CORFRM0002942,CORSTR00712,Groundnut,COR0015,2.04,harvested,competitor demo nearby
CORDEMO000628,16/12/2024,CORFRM0006936,CORSTR00511,Turmeric,COR0007,1.5,in progress,good crop stand
CORDEMO000629,2025-09-24,CORFRM0009848,CORSTR00195,Vegetables,COR0001,2.65,harvested,
CORDEMO000630,13-Jul-24,CORFRM0019094,CORSTR00360,Maize,COR0031,1.72,abandoned,photo missing
CORDEMO000631,2025-02-05,CORFRM0003618,CORSTR00619,Paddy,COR0025,1.45,planned,competitor demo nearby
CORDEMO000632,2024-08-21,CORFRM0015939,CORSTR00471,Coconut,COR0033,0.88,planned,photo missing
CORDEMO000633,2025-08-21,CORFRM0013326,CORSTR00884,Paddy,COR0023,1.51,in progress,good crop stand
CORDEMO000634,23/04/2024,CORFRM0024426,CORSTR00733,Banana,COR0020,1.99,abandoned,farmer bought later
CORDEMO000635,04/21/2024,CORFRM0014936,CORSTR00036,Coconut,COR0030,1.72,planned,good crop stand
CORDEMO000636,2025-05-09,CORFRM0001501,CORSTR00619,Groundnut,COR0015,0.17,converted,
CORDEMO000637,2024-08-14,CORFRM0023339,CORSTR00732,Sugarcane,COR0030,1.91,harvested,rain damage
CORDEMO000638,2025-02-06,CORFRM0023416,CORSTR00739,Groundnut,COR0005,2.29,in progress,rain damage
CORDEMO000639,2025-06-27,CORFRM0006573,CORSTR00339,Banana,COR0018,0.7,planned,rain damage
CORDEMO000640,09/19/2024,CORFRM0010523,CORSTR00981,Vegetables,COR0004,1.59,harvested,good crop stand
CORDEMO000641,25/10/2024,CORFRM0017468,CORSTR00548,Coconut,COR0012,2.79,abandoned,competitor demo nearby
CORDEMO000642,2024-04-12,CORFRM0003939,CORSTR00558,Chilli,COR0004,1.69,planned,photo missing
CORDEMO000643,2024-04-19,CORFRM0002920,CORSTR00049,Sugarcane,COR0001,0.25,harvested,
CORDEMO000644,2024-05-24,CORFRM0023045,CORSTR00163,Sugarcane,COR0015,2.08,harvested,photo missing
CORDEMO000645,2025-08-05,CORFRM0010152,CORSTR00938,Turmeric,COR0023,0.6,harvested,farmer bought later
CORDEMO000646,13/10/2025,CORFRM0000673,CORSTR00288,Maize,COR0019,2.09,in progress,competitor demo nearby
CORDEMO000647,2025-10-04,CORFRM0015057,CORSTR00687,Sugarcane,COR0012,0.67,planned,good crop stand
CORDEMO000648,10/22/2024,CORFRM0006549,CORSTR00530,Cotton,COR0028,1.28,harvested,rain damage
CORDEMO000649,05/15/2024,CORFRM0008791,CORSTR00804,Paddy,COR0002,1.29,harvested,
CORDEMO000650,2025-01-12,CORFRM0002567,CORSTR00457,Coconut,COR0027,1.37,converted,good crop stand
CORDEMO000651,2025-11-19,CORFRM0013337,CORSTR00892,Mango,COR0004,1.6,planned,
CORDEMO000652,20-Sep-24,CORFRM0012923,CORSTR01110,Chilli,COR0030,2.7,in progress,competitor demo nearby
CORDEMO000653,2024-10-29,CORFRM0024459,CORSTR00441,Coconut,COR0024,2.04,in progress,good crop stand
CORDEMO000654,2025-08-25,CORFRM0018967,CORSTR00847,Chilli,COR0021,1.27,harvested,rain damage
CORDEMO000655,2025-10-26,CORFRM0009798,CORSTR00977,Maize,COR0030,1.98,in progress,farmer bought later
CORDEMO000656,2025-05-09,CORFRM0004406,CORSTR00923,Vegetables,COR0021,0.16,planned,rain damage
CORDEMO000657,2024-05-27,CORFRM0020035,CORSTR00464,Sugarcane,COR0027,2.2,in progress,rain damage
CORDEMO000658,27-May-24,CORFRM0006254,CORSTR00472,Vegetables,COR0022,0.63,abandoned,rain damage
CORDEMO000659,18/06/2024,CORFRM0001224,CORSTR00477,Sugarcane,COR0016,1.31,planned,competitor demo nearby
CORDEMO000660,2025-11-07,CORFRM0000454,CORSTR01054,Sugarcane,COR0015,1.6,abandoned,farmer bought later
CORDEMO000661,2025-01-08,CORFRM0017055,CORSTR00426,Maize,COR0003,0.25,in progress,photo missing
CORDEMO000662,2025-03-31,CORFRM0001014,CORSTR00948,Cotton,COR0015,1.47,abandoned,photo missing
CORDEMO000663,2025-04-23,CORFRM0010286,CORSTR00571,Vegetables,COR0019,2.78,abandoned,photo missing
CORDEMO000664,2024-07-29,CORFRM0004516,CORSTR00849,Groundnut,COR0008,1.76,converted,photo missing
CORDEMO000665,2025-08-05,CORFRM0005133,CORSTR00809,Banana,COR0003,1.91,harvested,
CORDEMO000666,2024-06-02,CORFRM0016739,CORSTR00466,Coconut,COR0031,1.58,in progress,rain damage
CORDEMO000667,2026-01-17,CORFRM0016052,CORSTR00603,Sugarcane,COR0030,2.36,harvested,competitor demo nearby
CORDEMO000668,2024-07-23,CORFRM0024364,CORSTR00918,Turmeric,COR0002,0.7,harvested,
CORDEMO000669,04/09/2024,CORFRM0009586,CORSTR00670,Sugarcane,COR0002,2.68,converted,photo missing
CORDEMO000670,2025-01-08,CORFRM0014253,CORSTR00270,Mango,COR0016,1.18,harvested,rain damage
CORDEMO000671,2024-07-02,CORFRM0021143,CORSTR01092,Groundnut,COR0020,1.87,in progress,rain damage
CORDEMO000672,2025-03-13,CORFRM0003298,CORSTR00387,Mango,COR0032,1.28,abandoned,competitor demo nearby
CORDEMO000673,08/10/2024,CORFRM0001726,CORSTR01101,Groundnut,COR0010,1.18,abandoned,competitor demo nearby
CORDEMO000674,15/09/2025,CORFRM0009775,CORSTR00146,Groundnut,COR0033,0.51,harvested,
CORDEMO000675,2024-05-16,CORFRM0012077,CORSTR00063,Chilli,COR0002,1.63,converted,competitor demo nearby
CORDEMO000676,2025-06-15,CORFRM0000135,CORSTR00077,Chilli,COR0018,1.41,in progress,farmer bought later
CORDEMO000677,2025-03-27,CORFRM0024480,CORSTR00881,Cotton,COR0007,0.1,converted,competitor demo nearby
CORDEMO000678,2024-09-10,CORFRM0017792,CORSTR01046,Mango,COR0004,0.45,harvested,competitor demo nearby
CORDEMO000679,2024-07-26,CORFRM0014276,CORSTR00679,Cotton,COR0019,2.46,harvested,rain damage
CORDEMO000680,2024-11-11,CORFRM0022316,CORSTR01136,Turmeric,COR0027,2.74,harvested,competitor demo nearby
CORDEMO000681,2024-12-26,CORFRM0000241,CORSTR00720,Vegetables,COR0030,2.83,in progress,good crop stand
CORDEMO000682,2025-11-25,CORFRM0009408,CORSTR00294,Banana,COR0009,2.15,abandoned,good crop stand
CORDEMO000683,2024-10-27,CORFRM0004166,CORSTR00675,Banana,COR0024,0.7,harvested,farmer bought later
CORDEMO000684,2026-01-14,CORFRM0015559,CORSTR00906,Groundnut,COR0008,2.39,converted,
CORDEMO000685,2025-05-21,CORFRM0024908,CORSTR00852,Coconut,COR0026,0.76,converted,farmer bought later
CORDEMO000686,2025-05-15,CORFRM0004653,CORSTR01116,Chilli,COR0023,0.91,in progress,photo missing
CORDEMO000687,2025-12-11,CORFRM0011630,CORSTR00629,Sugarcane,COR0028,1.41,converted,competitor demo nearby
CORDEMO000688,2024-08-28,CORFRM0014790,CORSTR00518,Mango,COR0033,0.43,converted,photo missing
CORDEMO000689,02/06/2024,CORFRM0016149,CORSTR00412,Paddy,COR0002,1.99,harvested,
CORDEMO000690,31/05/2024,CORFRM0007342,CORSTR00654,Groundnut,COR0005,1.2,planned,competitor demo nearby
CORDEMO000691,2024-04-05,CORFRM0023691,CORSTR00197,Banana,COR0018,0.15,converted,good crop stand
CORDEMO000692,2024-06-06,CORFRM0004866,CORSTR00399,Groundnut,COR0001,2.2,harvested,
CORDEMO000693,2024-09-29,CORFRM0003807,CORSTR01005,Coconut,COR0010,0.19,harvested,farmer bought later
CORDEMO000694,2025-08-13,CORFRM0003603,CORSTR00157,Paddy,COR0033,1.34,in progress,competitor demo nearby
CORDEMO000695,2025-07-07,CORFRM0023899,CORSTR00001,Vegetables,COR0011,2.33,converted,rain damage
CORDEMO000696,2025-09-01,CORFRM0024089,CORSTR00109,Chilli,COR0018,2.36,planned,competitor demo nearby
CORDEMO000697,2025-01-24,CORFRM0006257,CORSTR00659,Paddy,COR0003,2.16,converted,competitor demo nearby
CORDEMO000698,2025-12-03,CORFRM0017784,CORSTR00786,Vegetables,COR0033,0.66,converted,photo missing
CORDEMO000699,2024-09-12,CORFRM0000769,CORSTR00134,Banana,COR0023,2.7,abandoned,rain damage
CORDEMO000700,2025-10-02,CORFRM0007106,CORSTR00262,Chilli,COR0006,0.13,abandoned,
CORDEMO000701,02/01/2025,CORFRM0008403,CORSTR00382,Vegetables,COR0012,0.76,planned,farmer bought later
CORDEMO000702,2024-07-03,CORFRM0008415,CORSTR00728,Maize,COR0020,2.1,harvested,farmer bought later
CORDEMO000703,2024-12-22,CORFRM0020466,CORSTR00716,Mango,COR0011,1.29,abandoned,competitor demo nearby
CORDEMO000704,2025-12-10,CORFRM0009651,CORSTR00624,Vegetables,COR0003,2.68,converted,
CORDEMO000705,16/03/2025,CORFRM0016316,CORSTR01131,Vegetables,COR0024,1.39,abandoned,good crop stand
CORDEMO000706,05/25/2024,CORFRM0009546,CORSTR00480,Maize,COR0015,1.8,planned,
CORDEMO000707,2025-09-12,CORFRM0012735,CORSTR01126,Paddy,COR0024,0.95,planned,farmer bought later
CORDEMO000708,2025-02-08,CORFRM0020442,CORSTR00622,Turmeric,COR0012,2.62,planned,
CORDEMO000709,16-Sep-24,CORFRM0007461,CORSTR01123,Sugarcane,COR0019,1.73,converted,competitor demo nearby
CORDEMO000710,2025-05-21,CORFRM0005168,CORSTR00948,Groundnut,COR0020,2.38,harvested,competitor demo nearby
CORDEMO000711,2025-09-11,CORFRM0013648,CORSTR00009,Sugarcane,COR0031,2.96,converted,rain damage
CORDEMO000712,2024-12-26,CORFRM0021955,CORSTR00545,Mango,COR0023,0.83,converted,competitor demo nearby
CORDEMO000713,2025-03-16,CORFRM0014266,CORSTR01043,Banana,COR0013,0.16,planned,rain damage
CORDEMO000714,05/16/2024,CORFRM0009074,CORSTR01069,Mango,COR0023,2.69,abandoned,farmer bought later
CORDEMO000715,2024-08-21,CORFRM0013031,CORSTR00763,Paddy,COR0016,2.93,planned,farmer bought later
CORDEMO000716,2025-06-15,CORFRM0022695,CORSTR00207,Turmeric,COR0004,0.43,harvested,good crop stand
CORDEMO000717,24-Nov-24,CORFRM0006687,CORSTR00696,Coconut,COR0031,1.03,converted,
CORDEMO000718,2025-07-08,CORFRM0013959,CORSTR01063,Mango,COR0002,2.09,planned,competitor demo nearby
CORDEMO000719,2025-11-20,CORFRM0011676,CORSTR00410,Chilli,COR0014,0.18,converted,farmer bought later
CORDEMO000720,2024-04-18,CORFRM0018924,CORSTR00383,Paddy,COR0032,1.74,harvested,photo missing
CORDEMO000721,08/01/2024,CORFRM0020010,CORSTR00912,Banana,COR0031,2.39,converted,
CORDEMO000722,2024-06-14,CORFRM0003115,CORSTR01138,Groundnut,COR0017,2.17,abandoned,photo missing
CORDEMO000723,2024-08-29,CORFRM0021289,CORSTR00946,Cotton,COR0015,1.48,abandoned,good crop stand
CORDEMO000724,14/01/2025,CORFRM0004348,CORSTR00412,Paddy,COR0005,0.24,abandoned,competitor demo nearby
CORDEMO000725,2024-09-25,CORFRM0018889,CORSTR00047,Paddy,COR0003,0.8,harvested,
CORDEMO000726,2025-11-18,CORFRM0002641,CORSTR00661,Chilli,COR0023,0.33,harvested,competitor demo nearby
CORDEMO000727,05-Sep-25,CORFRM0002423,CORSTR00632,Sugarcane,COR0023,0.61,planned,good crop stand
CORDEMO000728,2025-10-31,CORFRM0005861,CORSTR01016,Mango,COR0026,2.98,planned,photo missing
CORDEMO000729,2025-12-18,CORFRM0013564,CORSTR00139,Mango,COR0021,1.4,harvested,farmer bought later
CORDEMO000730,2025-04-09,CORFRM0020882,CORSTR00229,Mango,COR0019,0.53,converted,good crop stand
CORDEMO000731,2025-08-01,CORFRM0003939,CORSTR00558,Chilli,COR0006,0.85,planned,farmer bought later
CORDEMO000732,2025-12-22,CORFRM0020036,CORSTR00547,Turmeric,COR0002,2.57,planned,competitor demo nearby
CORDEMO000733,2025-08-07,CORFRM0000470,CORSTR01015,Cotton,COR0032,0.1,planned,good crop stand
CORDEMO000734,2025-07-21,CORFRM0022070,CORSTR00418,Sugarcane,COR0032,0.37,abandoned,
CORDEMO000735,2025-10-18,CORFRM0010109,CORSTR00051,Groundnut,COR0031,2.67,converted,rain damage
CORDEMO000736,2025-05-22,CORFRM0004363,CORSTR00199,Mango,COR0029,0.76,abandoned,rain damage
CORDEMO000737,02/07/2025,CORFRM0017406,CORSTR00508,Cotton,COR0006,1.08,in progress,rain damage
CORDEMO000738,2024-12-08,CORFRM0004567,CORSTR00109,Turmeric,COR0014,1.8,in progress,farmer bought later
