store_id,store_name,brand,state,state_clean,district,city,pincode,opened_date,store_type,agronomist_mapped,data_quality_note
CORSTR00345,Namma Gromor Kalaburagi 1,Namma Gromor,KARNATAKA,Karnataka,Kalaburagi,Kalaburagi,292903,2022-07-27,company owned,N,brand spelling varies
CORSTR00346,Mana Gromor Rajahmundry 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,372602,2022-08-15,satellite,N,new store from FY26
CORSTR00347,Mana Gromor Tirupati 2,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,373749,2022-07-28,seasonal extension,Y,new store from FY26
CORSTR00348,Mana Gromor Mahbubnagar 2,Mana Gromor,Telangana,Telangana,Mahbubnagar,Mahbubnagar,363887,2011-04-08,satellite,shared,new store from FY26
CORSTR00349,Mana Gromor Visakhapatnam 1,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,376300,2009-02-10,hub,N,new store from FY26
CORSTR00350,Mana Gromor Kurnool 3,Mana Gromor,ANDHRA,Andhra Pradesh,Kurnool,Kurnool,378090,09/02/2014,seasonal extension,Y,brand spelling varies
CORSTR00351,Mana Gromor Karimnagar 7,Mana Gromor,TELANGANA,Telangana,Karimnagar,Karimnagar,369053,2009-06-16,hub,shared,brand spelling varies
CORSTR00352,Namma Gromor Belagavi 2,Namma Gromor,Karnataka,Karnataka,Belagavi,Belagavi,296203,2011-10-08,seasonal extension,N,brand spelling varies
CORSTR00353,Mana Gromor Ongole 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Prakasam,Ongole,377744,10-Jan-12,seasonal extension,Y,new store from FY26
CORSTR00354,Mana Gromor Nizamabad 1,Mana Gromor,Telangana,Telangana,Nizamabad,Nizamabad,363124,2007-09-21,hub,N,new store from FY26
CORSTR00355,Mana Gromor Guntur 2,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,375641,2017-06-02,company owned,shared,brand spelling varies
CORSTR00356,Mana Gromor Guntur 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,374545,2026-04-21,company owned,N,brand spelling varies
CORSTR00357,Mana Gromor Hyderabad 1,Mana Gromor,TELANGANA,Telangana,Hyderabad,Hyderabad,361018,2024-01-29,seasonal extension,Y,district split
CORSTR00358,Mana Gromor Visakhapatnam 5,Mana Gromor,ANDHRA,Andhra Pradesh,Visakhapatnam,Visakhapatnam,379659,2010-03-29,seasonal extension,Y,
CORSTR00359,Nammadu Gromor Tirunelveli 9,Nammadu Gromor,TN,Tamil Nadu,Tirunelveli,Tirunelveli,334757,2015-07-13,company owned,Y,old store code
CORSTR00360,Mana Gromor Nellore 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Nellore,Nellore,373439,2018-07-03,satellite,shared,
CORSTR00361,Mana Gromor Kurnool 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,379183,2017-03-19,company owned,N,old store code
CORSTR00362,Mana Gromor Tirupati 1,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,376765,2019-08-10,satellite,Y,old store code
CORSTR00363,Namma Gromor Kalaburagi 4,Namma Gromor,KA,Karnataka,Kalaburagi,Kalaburagi,293470,2011-11-03,seasonal extension,shared,district split
CORSTR00364,Mana Gromor Suryapet 2,Mana Gromor,Telangana,Telangana,Suryapet,Suryapet,367886,2015-08-22,seasonal extension,shared,old store code
CORSTR00365,Mana Gromor Nizamabad 2,Mana Gromor,Telangana,Telangana,Nizamabad,Nizamabad,368676,2016-05-18,satellite,shared,new store from FY26
CORSTR00366,Mana Gromor Visakhapatnam 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,375677,2013-09-01,hub,Y,old store code
CORSTR00367,Mana Gromor Rajahmundry 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,374096,2022-07-01,satellite,N,new store from FY26
CORSTR00368,Nammadu Gromor Madurai 1,Nammadu Gromor,TN,Tamil Nadu,Madurai,Madurai,335547,10/07/2025,seasonal extension,Y,district split
CORSTR00369,Namma Gromor Davanagere 1,Namma Gromor,Karnataka,Karnataka,Davanagere,Davanagere,298950,2008-03-27,hub,shared,new store from FY26
CORSTR00370,Namma Gromor Hubballi 5,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,296905,2020-01-16,company owned,Y,new store from FY26
CORSTR00371,Mana Gromor Vijayawada 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Krishna,Vijayawada,376536,2016-05-09,satellite,N,brand spelling varies
CORSTR00372,Mana Gromor Kakinada 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kakinada,Kakinada,376491,2020-01-26,seasonal extension,Y,brand spelling varies
CORSTR00373,Namma Gromor Mysuru 7,Namma Gromor,Karnataka,Karnataka,Mysuru,Mysuru,292301,2007-10-10,satellite,N,
CORSTR00374,Mana Gromor Rajahmundry 1,Mana Gromor,AP,Andhra Pradesh,East Godavari,Rajahmundry,371163,2007-01-02,company owned,shared,old store code
CORSTR00375,Namma Gromor Belagavi 4,Namma Gromor,Karnataka,Karnataka,Belagavi,Belagavi,293776,29/07/2014,hub,N,district split
CORSTR00376,Mana Gromor Kurnool 1,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,378910,2017-03-27,company owned,Y,new store from FY26
CORSTR00377,Mana Gromor Suryapet 1,Mana Gromor,TS,Telangana,Suryapet,Suryapet,363749,2015-01-24,hub,shared,old store code
CORSTR00378,Mana Gromor Anantapur 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,373023,2009-02-01,company owned,shared,district split
CORSTR00379,Mana Gromor Nizamabad 7,Mana Gromor,Telangana,Telangana,Nizamabad,Nizamabad,361701,2016-06-12,satellite,shared,new store from FY26
CORSTR00380,Nammadu Gromor Trichy 4,Nammadu Gromor,Tamil Nadu,Tamil Nadu,Tiruchirappalli,Trichy,339096,2021-09-21,seasonal extension,shared,
CORSTR00381,Mana Gromor Anantapur 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,371503,2016-12-23,hub,Y,old store code
CORSTR00382,Mana Gromor Visakhapatnam 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,373195,2009-09-30,hub,shared,new store from FY26
CORSTR00383,Mana Gromor Kadapa 8,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,371999,10/13/2015,hub,shared,brand spelling varies
CORSTR00384,Mana Gromor Suryapet 4,Mana Gromor,Telangana,Telangana,Suryapet,Suryapet,369011,2025-09-17,hub,Y,district split
CORSTR00385,Mana Gromor Mahbubnagar 1,Mana Gromor,Telangana,Telangana,Mahbubnagar,Mahbubnagar,361378,2007-02-04,company owned,N,new store from FY26
CORSTR00386,Namma Gromor Bengaluru 8,Namma Gromor,Karnataka,Karnataka,Bengaluru Urban,Bengaluru,294937,2016-04-11,seasonal extension,shared,
CORSTR00387,Mana Gromor Suryapet 1,Mana Gromor,Telangana,Telangana,Suryapet,Suryapet,368097,2008-08-07,seasonal extension,Y,district split
CORSTR00388,Mana Gromor Warangal 4,Mana Gromor,Telangana,Telangana,Warangal,Warangal,365799,2011-09-26,hub,N,brand spelling varies
CORSTR00389,Mana Gromor Hyderabad 3,Mana Gromor,Telangana,Telangana,Hyderabad,Hyderabad,366744,11/07/2012,satellite,N,new store from FY26
CORSTR00390,Mana Gromor Nizamabad 8,Mana Gromor,Telangana,Telangana,Nizamabad,Nizamabad,363831,2010-03-25,satellite,shared,old store code
CORSTR00391,Mana Gromor Warangal 1,Mana Gromor,Telangana,Telangana,Warangal,Warangal,363786,01/30/2025,seasonal extension,Y,new store from FY26
CORSTR00392,Namma Gromor Mysuru 2,Namma Gromor,Karnataka,Karnataka,Mysuru,Mysuru,291881,2018-01-16,company owned,N,new store from FY26
CORSTR00393,Mana Gromor Guntur 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,372213,30-Sep-11,satellite,shared,
CORSTR00394,Mana Gromor Karimnagar 7,Mana Gromor,TELANGANA,Telangana,Karimnagar,Karimnagar,364531,2021-01-08,hub,Y,district split
CORSTR00395,Mana Gromor Hyderabad 2,Mana Gromor,TS,Telangana,Hyderabad,Hyderabad,369739,17-Jun-14,satellite,Y,new store from FY26
CORSTR00396,Mana Gromor Suryapet 7,Mana Gromor,TG,Telangana,Suryapet,Suryapet,363872,2021-07-02,company owned,Y,brand spelling varies
CORSTR00397,Nammadu Gromor Tirunelveli 7,Nammadu Gromor,Tamil Nadu,Tamil Nadu,Tirunelveli,Tirunelveli,332104,2024-07-29,company owned,shared,brand spelling varies
CORSTR00398,Mana Gromor Ongole 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Prakasam,Ongole,373221,2013-03-21,satellite,shared,
CORSTR00399,Mana Gromor Rajahmundry 9,Mana Gromor,A.P.,Andhra Pradesh,East Godavari,Rajahmundry,375788,2012-05-17,hub,N,new store from FY26
CORSTR00400,Mana Gromor Rajahmundry 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,374749,2021-03-23,seasonal extension,Y,old store code
CORSTR00401,Namma Gromor Shivamogga 7,Namma Gromor,Karnataka,Karnataka,Shivamogga,Shivamogga,298353,2012-02-10,satellite,shared,new store from FY26
CORSTR00402,Mana Gromor Mahbubnagar 6,Mana Gromor,Telangana,Telangana,Mahbubnagar,Mahbubnagar,369375,2008-11-09,hub,shared,district split
CORSTR00403,Nammadu Gromor Salem 9,Nammadu Gromor,Tamil Nadu,Tamil Nadu,Salem,Salem,332178,2019-03-30,satellite,shared,
CORSTR00404,Mana Gromor Ongole 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Prakasam,Ongole,377938,12/04/2021,hub,shared,new store from FY26
CORSTR00405,Namma Gromor Hubballi 2,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,295223,2010-06-30,hub,N,old store code
CORSTR00406,Mana Gromor Suryapet 4,Mana Gromor,TELANGANA,Telangana,Suryapet,Suryapet,368280,03/30/2019,seasonal extension,shared,old store code
CORSTR00407,Mana Gromor Guntur 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,378766,2026-04-11,hub,Y,district split
CORSTR00408,Mana Gromor Kurnool 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,373975,10/25/2010,hub,shared,district split
CORSTR00409,Mana Gromor Guntur 5,Mana Gromor,AP,Andhra Pradesh,Guntur,Guntur,372202,2025-04-15,company owned,shared,old store code
CORSTR00410,Mana Gromor Visakhapatnam 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,378338,03/03/2008,satellite,shared,
CORSTR00411,Namma Gromor Shivamogga 8,Namma Gromor,Karnataka,Karnataka,Shivamogga,Shivamogga,293815,2026-04-03,hub,Y,
CORSTR00412,Mana Gromor Rajahmundry 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,374573,2023-12-31,hub,N,district split
CORSTR00413,Mana Gromor Khammam 5,Mana Gromor,TS,Telangana,Khammam,Khammam,368718,02/28/2020,satellite,shared,old store code
CORSTR00414,Mana Gromor Vijayawada 8,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Krishna,Vijayawada,377069,2021-10-01,company owned,Y,new store from FY26
CORSTR00415,Mana Gromor Karimnagar 9,Mana Gromor,Telangana,Telangana,Karimnagar,Karimnagar,367102,2024-04-17,company owned,shared,
CORSTR00416,Mana Gromor Adilabad 5,Mana Gromor,Telangana,Telangana,Adilabad,Adilabad,362202,2019-04-16,hub,shared,brand spelling varies
CORSTR00417,Mana Gromor Nalgonda 7,Mana Gromor,Telangana,Telangana,Nalgonda,Nalgonda,365477,2023-11-24,satellite,shared,new store from FY26
CORSTR00418,Mana Gromor Rajahmundry 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,378021,2019-04-29,hub,Y,brand spelling varies
CORSTR00419,Namma Gromor Raichur 6,Namma Gromor,Karnataka,Karnataka,Raichur,Raichur,297803,08/02/2018,seasonal extension,Y,district split
CORSTR00420,Mana Gromor Kurnool 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,379105,2021-04-08,satellite,shared,old store code
CORSTR00421,Mana Gromor Karimnagar 4,Mana Gromor,Telangana,Telangana,Karimnagar,Karimnagar,369630,10/15/2009,satellite,N,old store code
CORSTR00422,Mana Gromor Nalgonda 5,Mana Gromor,Telangana,Telangana,Nalgonda,Nalgonda,364729,2009-11-20,company owned,N,brand spelling varies
CORSTR00423,Mana Gromor Suryapet 6,Mana Gromor,Telangana,Telangana,Suryapet,Suryapet,364186,13/11/2022,hub,Y,new store from FY26
CORSTR00424,Mana Gromor Vijayawada 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Krishna,Vijayawada,377251,2025-11-26,company owned,N,district split
CORSTR00425,Mana Gromor Ongole 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Prakasam,Ongole,372208,09/23/2024,satellite,N,district split
CORSTR00426,Mana Gromor Anantapur 2,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,371234,2008-10-29,hub,N,old store code
CORSTR00427,Mana Gromor Vijayawada 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Krishna,Vijayawada,371020,2023-09-25,satellite,shared,
CORSTR00428,Mana Gromor Visakhapatnam 1,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,376424,12/27/2015,seasonal extension,Y,brand spelling varies
CORSTR00429,Mana Gromor Adilabad 5,Mana Gromor,Telangana,Telangana,Adilabad,Adilabad,366462,11/07/2020,satellite,shared,district split
CORSTR00430,Mana Gromor Kadapa 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,373729,29-Aug-22,seasonal extension,shared,
CORSTR00431,Mana Gromor Siddipet 5,Mana Gromor,Telangana,Telangana,Siddipet,Siddipet,362718,18/09/2025,satellite,shared,new store from FY26
CORSTR00432,Mana Gromor Adilabad 3,Mana Gromor,Telangana,Telangana,Adilabad,Adilabad,365305,2017-12-17,hub,shared,old store code
CORSTR00433,Namma Gromor Mangaluru 7,Namma Gromor,Karnataka,Karnataka,Dakshina Kannada,Mangaluru,291054,2010-06-07,seasonal extension,N,old store code
CORSTR00434,Mana Gromor Kurnool 2,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,377674,2014-09-25,seasonal extension,Y,
CORSTR00435,Mana Gromor Suryapet 3,Mana Gromor,Telangana,Telangana,Suryapet,Suryapet,361224,2019-11-10,hub,N,district split
CORSTR00436,Mana Gromor Kakinada 2,Mana Gromor,ANDHRA,Andhra Pradesh,Kakinada,Kakinada,376314,27/06/2015,company owned,N,district split
CORSTR00437,Namma Gromor Davanagere 5,Namma Gromor,Karnataka,Karnataka,Davanagere,Davanagere,293872,2010-06-02,company owned,Y,brand spelling varies
CORSTR00438,Mana Gromor Khammam 6,Mana Gromor,Telangana,Telangana,Khammam,Khammam,364803,2023-03-22,satellite,N,
CORSTR00439,Nammadu Gromor Madurai 6,Nammadu Gromor,Tamil Nadu,Tamil Nadu,Madurai,Madurai,332543,2024-06-24,satellite,Y,new store from FY26
CORSTR00440,Namma Gromor Tumakuru 1,Namma Gromor,Karnataka,Karnataka,Tumakuru,Tumakuru,295956,2018-09-23,satellite,Y,
CORSTR00441,Mana Gromor Adilabad 9,Mana Gromor,Telangana,Telangana,Adilabad,Adilabad,364849,2021-12-06,company owned,Y,new store from FY26
CORSTR00442,Mana Gromor Anantapur 8,Mana Gromor,ANDHRA,Andhra Pradesh,Anantapur,Anantapur,376874,2010-02-18,seasonal extension,N,brand spelling varies
CORSTR00443,Mana Gromor Rajahmundry 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,375224,2019-02-10,company owned,shared,district split
CORSTR00444,Mana Gromor Kadapa 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,375041,2009-01-29,company owned,N,new store from FY26
CORSTR00445,Mana Gromor Guntur 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,374201,2013-04-24,satellite,shared,
CORSTR00446,Mana Gromor Siddipet 7,Mana Gromor,Telangana,Telangana,Siddipet,Siddipet,361982,2024-06-22,satellite,Y,old store code
CORSTR00447,Mana Gromor Ongole 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Prakasam,Ongole,375186,07/04/2020,hub,N,old store code
CORSTR00448,Namma Gromor Raichur 6,Namma Gromor,Karnataka,Karnataka,Raichur,Raichur,293928,2018-10-27,company owned,N,new store from FY26
CORSTR00449,Namma Gromor Bengaluru 1,Namma Gromor,Karnataka,Karnataka,Bengaluru Urban,Bengaluru,291934,2010-09-17,company owned,shared,
CORSTR00450,Namma Gromor Bengaluru 4,Namma Gromor,Karnataka,Karnataka,Bengaluru Urban,Bengaluru,293396,2013-05-09,hub,Y,new store from FY26
CORSTR00451,Mana Gromor Suryapet 6,Mana Gromor,Telangana,Telangana,Suryapet,Suryapet,361523,2025-09-25,satellite,Y,old store code
CORSTR00452,Mana Gromor Vijayawada 7,Mana Gromor,AP,Andhra Pradesh,Krishna,Vijayawada,373868,2015-12-05,hub,shared,new store from FY26
CORSTR00453,Namma Gromor Hubballi 7,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,298265,2018-06-13,hub,Y,district split
CORSTR00454,Mana Gromor Kakinada 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kakinada,Kakinada,373743,06/08/2011,hub,N,district split
CORSTR00455,Mana Gromor Siddipet 1,Mana Gromor,TG,Telangana,Siddipet,Siddipet,361140,2012-09-04,company owned,Y,brand spelling varies
CORSTR00456,Namma Gromor Hubballi 5,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,299938,2020-07-27,satellite,N,
CORSTR00457,Mana Gromor Warangal 9,Mana Gromor,Telangana,Telangana,Warangal,Warangal,368978,12/05/2009,company owned,shared,brand spelling varies
CORSTR00458,Mana Gromor Guntur 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,376935,2016-07-01,seasonal extension,shared,old store code
CORSTR00459,Mana Gromor Khammam 7,Mana Gromor,Telangana,Telangana,Khammam,Khammam,369235,30-Jul-14,seasonal extension,Y,new store from FY26
CORSTR00460,Namma Gromor Bengaluru 2,Namma Gromor,Karnataka,Karnataka,Bengaluru Urban,Bengaluru,293319,2023-05-08,satellite,shared,new store from FY26
CORSTR00461,Mana Gromor Karimnagar 6,Mana Gromor,TS,Telangana,Karimnagar,Karimnagar,364914,03/27/2007,seasonal extension,shared,old store code
CORSTR00462,Mana Gromor Ongole 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Prakasam,Ongole,374315,2024-04-05,company owned,shared,district split
CORSTR00463,Mana Gromor Anantapur 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,371578,2007-02-15,satellite,shared,district split
CORSTR00464,Mana Gromor Anantapur 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,372723,2011-02-18,company owned,Y,old store code
CORSTR00465,Mana Gromor Mahbubnagar 9,Mana Gromor,Telangana,Telangana,Mahbubnagar,Mahbubnagar,364767,2016-07-31,satellite,Y,brand spelling varies
CORSTR00466,Namma Gromor Tumakuru 1,Namma Gromor,Karnataka,Karnataka,Tumakuru,Tumakuru,299182,2014-09-18,satellite,shared,new store from FY26
CORSTR00467,Mana Gromor Anantapur 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,371226,2025-09-08,satellite,shared,district split
CORSTR00468,Mana Gromor Kurnool 8,Mana Gromor,ANDHRA,Andhra Pradesh,Kurnool,Kurnool,379928,2008-06-25,satellite,N,brand spelling varies
CORSTR00469,Mana Gromor Kurnool 8,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,376259,09-May-07,hub,Y,
CORSTR00470,Mana Gromor Anantapur 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,379566,2019-08-01,satellite,N,
CORSTR00471,Namma Gromor Mysuru 6,Namma Gromor,Karnataka,Karnataka,Mysuru,Mysuru,297591,2023-08-20,company owned,shared,
CORSTR00472,Mana Gromor Kurnool 1,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kurnool,Kurnool,371310,2011-07-09,satellite,N,district split
CORSTR00473,Mana Gromor Visakhapatnam 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,377556,01/06/2024,hub,Y,new store from FY26
CORSTR00474,Mana Gromor Kadapa 5,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,374079,28/12/2009,company owned,shared,new store from FY26
CORSTR00475,Mana Gromor Warangal 8,Mana Gromor,Telangana,Telangana,Warangal,Warangal,361814,2009-10-02,seasonal extension,N,new store from FY26
CORSTR00476,Namma Gromor Hubballi 4,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,296322,21-Apr-25,company owned,Y,old store code
CORSTR00477,Mana Gromor Kakinada 9,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kakinada,Kakinada,372676,2025-06-21,seasonal extension,Y,new store from FY26
CORSTR00478,Mana Gromor Guntur 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,373951,2024-03-27,satellite,shared,district split
CORSTR00479,Mana Gromor Kadapa 6,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,378570,2025-08-12,hub,shared,district split
CORSTR00480,Mana Gromor Vijayawada 8,Mana Gromor,AP,Andhra Pradesh,Krishna,Vijayawada,371889,2016-12-01,company owned,Y,district split
CORSTR00481,Mana Gromor Tirupati 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Tirupati,Tirupati,374681,2014-10-02,satellite,Y,
CORSTR00482,Mana Gromor Hyderabad 2,Mana Gromor,Telangana,Telangana,Hyderabad,Hyderabad,361093,2023-09-17,satellite,shared,old store code
CORSTR00483,Mana Gromor Visakhapatnam 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,373667,2019-01-26,seasonal extension,N,
CORSTR00484,Mana Gromor Anantapur 2,Mana Gromor,ANDHRA,Andhra Pradesh,Anantapur,Anantapur,377896,2007-04-18,seasonal extension,Y,new store from FY26
CORSTR00485,Mana Gromor Suryapet 3,Mana Gromor,Telangana,Telangana,Suryapet,Suryapet,365960,11/01/2021,hub,Y,district split
CORSTR00486,Nammadu Gromor Thanjavur 6,Nammadu Gromor,Tamil Nadu,Tamil Nadu,Thanjavur,Thanjavur,335796,2010-06-02,seasonal extension,Y,new store from FY26
CORSTR00487,Mana Gromor Nizamabad 3,Mana Gromor,Telangana,Telangana,Nizamabad,Nizamabad,363875,2024-01-17,seasonal extension,shared,new store from FY26
CORSTR00488,Mana Gromor Nalgonda 8,Mana Gromor,Telangana,Telangana,Nalgonda,Nalgonda,362118,2022-07-20,seasonal extension,N,old store code
CORSTR00489,Namma Gromor Mysuru 2,Namma Gromor,Karnataka,Karnataka,Mysuru,Mysuru,296929,08-Apr-21,hub,Y,district split
CORSTR00490,Namma Gromor Tumakuru 7,Namma Gromor,KARNATAKA,Karnataka,Tumakuru,Tumakuru,291737,2025-03-25,company owned,Y,brand spelling varies
CORSTR00491,Mana Gromor Suryapet 3,Mana Gromor,Telangana,Telangana,Suryapet,Suryapet,361148,2013-08-29,satellite,N,new store from FY26
CORSTR00492,Mana Gromor Anantapur 8,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,371758,2026-04-05,seasonal extension,Y,district split
CORSTR00493,Mana Gromor Rajahmundry 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,East Godavari,Rajahmundry,373733,08/28/2025,hub,Y,
CORSTR00494,Mana Gromor Kadapa 3,Mana Gromor,AP,Andhra Pradesh,Kadapa,Kadapa,371659,2018-12-01,hub,N,new store from FY26
CORSTR00495,Namma Gromor Kalaburagi 9,Namma Gromor,Karnataka,Karnataka,Kalaburagi,Kalaburagi,296400,2022-10-08,seasonal extension,shared,district split
CORSTR00496,Namma Gromor Hubballi 2,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,294484,2013-01-15,satellite,Y,new store from FY26
CORSTR00497,Mana Gromor Tirupati 2,Mana Gromor,ANDHRA,Andhra Pradesh,Tirupati,Tirupati,378025,2009-10-13,seasonal extension,shared,old store code
CORSTR00498,Mana Gromor Nellore 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Nellore,Nellore,376745,2010-03-03,satellite,Y,
CORSTR00499,Mana Gromor Guntur 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Guntur,Guntur,372339,2014-05-21,company owned,shared,district split
CORSTR00500,Mana Gromor Nalgonda 8,Mana Gromor,Telangana,Telangana,Nalgonda,Nalgonda,364170,2008-06-08,seasonal extension,shared,district split
CORSTR00501,Mana Gromor Ongole 1,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Prakasam,Ongole,376267,01-Apr-12,company owned,shared,brand spelling varies
CORSTR00502,Namma Gromor Hubballi 2,Namma Gromor,Karnataka,Karnataka,Dharwad,Hubballi,294980,2021-03-17,satellite,shared,brand spelling varies
CORSTR00503,Nammadu Gromor Cuddalore 5,Nammadu Gromor,Tamil Nadu,Tamil Nadu,Cuddalore,Cuddalore,336271,2010-07-15,seasonal extension,Y,district split
CORSTR00504,Nammadu Gromor Tirunelveli 4,Nammadu Gromor,Tamil Nadu,Tamil Nadu,Tirunelveli,Tirunelveli,331256,2010-11-21,hub,shared,new store from FY26
CORSTR00505,Mana Gromor Nizamabad 8,Mana Gromor,Telangana,Telangana,Nizamabad,Nizamabad,368338,2015-08-26,seasonal extension,Y,new store from FY26
CORSTR00506,Mana Gromor Visakhapatnam 7,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,377337,08/07/2015,company owned,N,brand spelling varies
CORSTR00507,Mana Gromor Khammam 5,Mana Gromor,Telangana,Telangana,Khammam,Khammam,365024,2009-09-01,hub,N,new store from FY26
CORSTR00508,Mana Gromor Mahbubnagar 8,Mana Gromor,Telangana,Telangana,Mahbubnagar,Mahbubnagar,364583,2023-12-26,company owned,Y,old store code
CORSTR00509,Mana Gromor Kadapa 3,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Kadapa,Kadapa,378522,2007-12-18,company owned,N,district split
CORSTR00510,Nammadu Gromor Tirunelveli 2,Nammadu Gromor,Tamil Nadu,Tamil Nadu,Tirunelveli,Tirunelveli,332467,14-May-24,hub,N,
CORSTR00511,Mana Gromor Nizamabad 6,Mana Gromor,Telangana,Telangana,Nizamabad,Nizamabad,366958,2019-05-06,hub,N,brand spelling varies
CORSTR00512,Mana Gromor Kakinada 6,Mana Gromor,A.P.,Andhra Pradesh,Kakinada,Kakinada,378974,21-Jul-16,hub,Y,brand spelling varies
CORSTR00513,Mana Gromor Visakhapatnam 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Visakhapatnam,Visakhapatnam,371457,2012-02-08,seasonal extension,shared,old store code
CORSTR00514,Mana Gromor Anantapur 4,Mana Gromor,Andhra Pradesh,Andhra Pradesh,Anantapur,Anantapur,375250,11/13/2010,satellite,N,district split
