spray_id,spray_date,farmer_id,mapped_store_id,crop,acreage_sprayed,product_used,service_status,operator_id,note
CORDRN00002714,19-Dec-25,CORFRM0005704,CORSTR00674,Groundnut,0.58,COR0028,payment pending,DRN0188,
CORDRN00002715,21/07/2024,CORFRM0009917,CORSTR00647,Groundnut,17.13,COR0019,cancelled,DRN0176,repeat booking
CORDRN00002716,19/05/2024,CORFRM0020918,CORSTR00118,Banana,2.5,COR0031,weather hold,DRN0174,repeat booking
CORDRN00002717,30/09/2024,CORFRM0020503,CORSTR00097,Turmeric,1.33,COR0010,payment pending,DRN0217,repeat booking
CORDRN00002718,2024-10-14,CORFRM0005971,CORSTR01149,Maize,5.42,COR0025,weather hold,DRN0112,repeat booking
CORDRN00002719,16-Jul-25,CORFRM0006380,CORSTR00338,Chilli,4.72,COR0022,completed,DRN0180,
CORDRN00002720,2025-10-20,CORFRM0018511,CORSTR00815,Chilli,12.27,COR0005,payment pending,DRN0128,tank shortage
CORDRN00002721,2026-03-31,CORFRM0003365,CORSTR01131,Turmeric,18.08,COR0010,payment pending,DRN0163,farmer absent
CORDRN00002722,2025-08-29,CORFRM0012774,CORSTR00820,Mango,10.77,COR0006,weather hold,DRN0228,farmer absent
CORDRN00002723,2024-05-13,CORFRM0000588,CORSTR00968,Vegetables,8.21,COR0014,rescheduled,DRN0191,tank shortage
CORDRN00002724,2024-08-07,CORFRM0011023,CORSTR01055,Paddy,5.01,COR0008,weather hold,DRN0187,repeat booking
CORDRN00002725,2025-02-04,CORFRM0011240,CORSTR00382,Chilli,6.75,COR0007,weather hold,DRN0215,wind issue
CORDRN00002726,2025-06-12,CORFRM0014313,CORSTR00074,Banana,0.76,COR0028,rescheduled,DRN0166,tank shortage
CORDRN00002727,2025-04-03,CORFRM0023916,CORSTR00238,Groundnut,2.2,COR0029,completed,DRN0106,wind issue
CORDRN00002728,2026-01-31,CORFRM0004644,CORSTR00656,Mango,15.85,COR0011,rescheduled,DRN0144,
CORDRN00002729,2026-01-02,CORFRM0005034,CORSTR00283,Turmeric,1.33,COR0001,cancelled,DRN0055,farmer absent
CORDRN00002730,2025-01-08,CORFRM0009920,CORSTR00820,Groundnut,0.77,COR0019,rescheduled,DRN0017,tank shortage
CORDRN00002731,2024-11-17,CORFRM0004018,CORSTR00218,Banana,8.78,COR0018,completed,DRN0001,tank shortage
CORDRN00002732,05/13/2024,CORFRM0022753,CORSTR00132,Maize,1.27,COR0026,rescheduled,DRN0059,repeat booking
CORDRN00002733,2024-05-25,CORFRM0024058,CORSTR00166,Chilli,4.17,COR0019,rescheduled,DRN0246,
CORDRN00002734,2024-10-24,CORFRM0010192,CORSTR00335,Cotton,9.95,COR0024,rescheduled,DRN0117,wind issue
CORDRN00002735,30/04/2025,CORFRM0021461,CORSTR00987,Cotton,3.47,COR0032,weather hold,DRN0249,wind issue
CORDRN00002736,2024-11-16,CORFRM0023789,CORSTR00941,Sugarcane,9.79,COR0032,weather hold,DRN0117,farmer absent
CORDRN00002737,2024-08-14,CORFRM0011368,CORSTR00324,Chilli,6.67,COR0027,payment pending,DRN0248,repeat booking
CORDRN00002738,2025-08-07,CORFRM0021351,CORSTR00921,Maize,4.63,COR0019,completed,DRN0032,wind issue
CORDRN00002739,2025-10-18,CORFRM0009682,CORSTR00768,Mango,4.85,COR0024,completed,DRN0217,farmer absent
CORDRN00002740,2024-04-13,CORFRM0000395,CORSTR00259,Maize,5.19,COR0033,completed,DRN0159,wind issue
CORDRN00002741,2025-05-16,CORFRM0012514,CORSTR00004,Vegetables,3.6,COR0001,completed,DRN0143,repeat booking
CORDRN00002742,2025-03-11,CORFRM0001857,CORSTR00221,Banana,1.96,COR0016,payment pending,DRN0066,
CORDRN00002743,2024-10-12,CORFRM0020510,CORSTR01121,Sugarcane,15.78,COR0031,weather hold,DRN0203,tank shortage
CORDRN00002744,2024-06-26,CORFRM0012978,CORSTR00218,Paddy,2.22,COR0031,weather hold,DRN0013,wind issue
CORDRN00002745,2024-05-26,CORFRM0021916,CORSTR00628,Turmeric,6.98,COR0021,cancelled,DRN0052,wind issue
CORDRN00002746,2025-04-24,CORFRM0002244,CORSTR00836,Coconut,3.97,COR0013,cancelled,DRN0078,repeat booking
CORDRN00002747,2024-12-20,CORFRM0013425,CORSTR00539,Banana,13.7,COR0002,completed,DRN0075,tank shortage
CORDRN00002748,2024-08-28,CORFRM0011515,CORSTR00631,Coconut,0.56,COR0008,cancelled,DRN0172,farmer absent
CORDRN00002749,2025-12-26,CORFRM0012992,CORSTR00103,Mango,1.79,COR0025,weather hold,DRN0209,farmer absent
CORDRN00002750,12/11/2025,CORFRM0007480,CORSTR00559,Groundnut,1.44,COR0023,payment pending,DRN0022,
CORDRN00002751,2024-09-26,CORFRM0022198,CORSTR00305,Turmeric,6.43,COR0001,weather hold,DRN0203,farmer absent
CORDRN00002752,09-Feb-25,CORFRM0019794,CORSTR00111,Turmeric,1.42,COR0001,rescheduled,DRN0166,wind issue
CORDRN00002753,04/25/2024,CORFRM0000879,CORSTR01124,Sugarcane,15.96,COR0006,rescheduled,DRN0230,repeat booking
CORDRN00002754,2024-10-14,CORFRM0000029,CORSTR01123,Paddy,6.15,COR0030,rescheduled,DRN0116,wind issue
CORDRN00002755,2025-10-15,CORFRM0004741,CORSTR00025,Turmeric,13.85,COR0028,payment pending,DRN0124,
CORDRN00002756,2025-03-03,CORFRM0009155,CORSTR01112,Sugarcane,0.7,COR0004,weather hold,DRN0115,farmer absent
CORDRN00002757,01/12/2024,CORFRM0023024,CORSTR00543,Banana,6.37,COR0019,payment pending,DRN0132,tank shortage
CORDRN00002758,2025-04-14,CORFRM0020080,CORSTR01104,Turmeric,11.9,COR0015,completed,DRN0148,wind issue
CORDRN00002759,26/08/2025,CORFRM0015281,CORSTR00876,Mango,4.29,COR0008,payment pending,DRN0027,farmer absent
CORDRN00002760,06/14/2024,CORFRM0016352,CORSTR00429,Mango,9.05,COR0030,rescheduled,DRN0065,repeat booking
CORDRN00002761,06/10/2024,CORFRM0005465,CORSTR00562,Banana,10.97,COR0002,completed,DRN0131,wind issue
CORDRN00002762,04/06/2025,CORFRM0011417,CORSTR00010,Paddy,2.67,COR0027,payment pending,DRN0018,tank shortage
CORDRN00002763,07/11/2024,CORFRM0017939,CORSTR00893,Mango,8.71,COR0008,cancelled,DRN0158,repeat booking
CORDRN00002764,25/07/2025,CORFRM0013375,CORSTR00484,Chilli,0.66,COR0005,completed,DRN0126,wind issue
CORDRN00002765,2025-09-21,CORFRM0017003,CORSTR01028,Paddy,5.75,COR0004,rescheduled,DRN0158,repeat booking
CORDRN00002766,2025-01-05,CORFRM0024499,CORSTR00005,Sugarcane,15.52,COR0006,completed,DRN0031,
CORDRN00002767,2025-12-18,CORFRM0006939,CORSTR00039,Sugarcane,7.73,COR0018,completed,DRN0063,repeat booking
CORDRN00002768,2025-11-27,CORFRM0022658,CORSTR00903,Vegetables,10.22,COR0007,weather hold,DRN0210,repeat booking
CORDRN00002769,07/04/2025,CORFRM0012419,CORSTR00613,Coconut,1.62,COR0024,weather hold,DRN0160,repeat booking
CORDRN00002770,2025-01-25,CORFRM0006148,CORSTR00925,Cotton,13.61,COR0014,payment pending,DRN0167,
CORDRN00002771,2024-06-02,CORFRM0005497,CORSTR00532,Banana,0.55,COR0029,completed,DRN0124,wind issue
CORDRN00002772,2024-04-18,CORFRM0023335,CORSTR00374,Banana,2.1,COR0030,cancelled,DRN0126,farmer absent
CORDRN00002773,2026-03-19,CORFRM0013392,CORSTR00781,Groundnut,4.25,COR0012,cancelled,DRN0237,farmer absent
CORDRN00002774,2025-06-06,CORFRM0007371,CORSTR00949,Banana,12.07,COR0023,payment pending,DRN0049,farmer absent
CORDRN00002775,2025-07-29,CORFRM0004163,CORSTR00113,Banana,12.3,COR0028,cancelled,DRN0023,
CORDRN00002776,2025-02-03,CORFRM0020872,CORSTR00931,Chilli,4.87,COR0004,rescheduled,DRN0232,wind issue
CORDRN00002777,2024-11-01,CORFRM0002654,CORSTR00837,Paddy,10.29,COR0013,rescheduled,DRN0155,tank shortage
CORDRN00002778,2025-07-07,CORFRM0004817,CORSTR00565,Paddy,15.18,COR0007,completed,DRN0050,wind issue
CORDRN00002779,2024-10-02,CORFRM0010799,CORSTR01125,Paddy,8.91,COR0002,rescheduled,DRN0025,tank shortage
CORDRN00002780,2025-11-10,CORFRM0002182,CORSTR00076,Chilli,6.49,COR0008,weather hold,DRN0005,repeat booking
CORDRN00002781,07/11/2025,CORFRM0006961,CORSTR00006,Chilli,8.33,COR0021,payment pending,DRN0174,wind issue
CORDRN00002782,2024-06-15,CORFRM0007970,CORSTR00346,Cotton,12.11,COR0007,cancelled,DRN0191,farmer absent
CORDRN00002783,2025-01-31,CORFRM0004813,CORSTR00977,Banana,13.29,COR0028,payment pending,DRN0237,repeat booking
CORDRN00002784,2025-08-17,CORFRM0005141,CORSTR01113,Coconut,17.98,COR0029,weather hold,DRN0198,farmer absent
CORDRN00002785,2025-07-03,CORFRM0015910,CORSTR00197,Cotton,3.7,COR0002,payment pending,DRN0226,
CORDRN00002786,2025-10-01,CORFRM0024717,CORSTR00412,Mango,2.69,COR0012,rescheduled,DRN0209,farmer absent
CORDRN00002787,2025-07-14,CORFRM0001559,CORSTR00638,Coconut,0.84,COR0004,completed,DRN0201,wind issue
CORDRN00002788,2024-08-23,CORFRM0001726,CORSTR01101,Groundnut,5.32,COR0014,cancelled,DRN0217,repeat booking
CORDRN00002789,2024-11-25,CORFRM0000268,CORSTR00472,Mango,2.69,COR0004,cancelled,DRN0160,repeat booking
CORDRN00002790,2025-02-13,CORFRM0005672,CORSTR00476,Paddy,7.66,COR0033,completed,DRN0002,tank shortage
CORDRN00002791,2026-03-15,CORFRM0022630,CORSTR00491,Groundnut,0.9,COR0023,cancelled,DRN0172,
CORDRN00002792,2024-08-21,CORFRM0016398,CORSTR00173,Groundnut,2.03,COR0013,rescheduled,DRN0030,wind issue
CORDRN00002793,04/21/2024,CORFRM0022557,CORSTR00333,Groundnut,8.3,COR0017,payment pending,DRN0122,tank shortage
CORDRN00002794,30-May-24,CORFRM0008400,CORSTR00560,Cotton,13.37,COR0010,payment pending,DRN0241,repeat booking
CORDRN00002795,2026-02-26,CORFRM0005895,CORSTR00524,Mango,5.32,COR0020,rescheduled,DRN0174,wind issue
CORDRN00002796,2025-06-22,CORFRM0005968,CORSTR00931,Groundnut,1.54,COR0014,payment pending,DRN0126,tank shortage
CORDRN00002797,2025-01-10,CORFRM0015955,CORSTR00148,Sugarcane,5.29,COR0026,weather hold,DRN0086,
CORDRN00002798,12/09/2024,CORFRM0022564,CORSTR00949,Sugarcane,14.21,COR0032,rescheduled,DRN0047,tank shortage
CORDRN00002799,16/04/2025,CORFRM0006440,CORSTR01017,Paddy,11.3,COR0028,weather hold,DRN0108,tank shortage
CORDRN00002800,2025-06-17,CORFRM0021306,CORSTR00649,Maize,6.71,COR0029,cancelled,DRN0108,wind issue
CORDRN00002801,2025-12-04,CORFRM0005909,CORSTR00181,Turmeric,0.71,COR0018,completed,DRN0132,
CORDRN00002802,2026-01-29,CORFRM0003369,CORSTR00999,Paddy,6.44,COR0019,completed,DRN0096,wind issue
CORDRN00002803,2024-07-31,CORFRM0005272,CORSTR00193,Mango,4.13,COR0010,rescheduled,DRN0139,farmer absent
CORDRN00002804,2025-12-05,CORFRM0001154,CORSTR01128,Vegetables,0.73,COR0022,payment pending,DRN0231,repeat booking
CORDRN00002805,2024-08-30,CORFRM0021054,CORSTR00242,Coconut,11.09,COR0026,weather hold,DRN0066,repeat booking
CORDRN00002806,2026-01-25,CORFRM0018964,CORSTR00423,Banana,5.95,COR0016,weather hold,DRN0093,farmer absent
CORDRN00002807,05/06/2024,CORFRM0017616,CORSTR00009,Chilli,1.71,COR0016,cancelled,DRN0054,
CORDRN00002808,2024-12-02,CORFRM0007955,CORSTR00342,Coconut,1.94,COR0031,weather hold,DRN0098,farmer absent
CORDRN00002809,2024-07-17,CORFRM0018949,CORSTR00585,Paddy,9.69,COR0026,completed,DRN0106,repeat booking
CORDRN00002810,2025-02-17,CORFRM0006246,CORSTR00458,Chilli,3.25,COR0014,rescheduled,DRN0032,tank shortage
CORDRN00002811,2025-02-07,CORFRM0003426,CORSTR00138,Maize,3.61,COR0001,completed,DRN0044,repeat booking
CORDRN00002812,2024-08-09,CORFRM0019919,CORSTR00713,Coconut,9.51,COR0017,completed,DRN0177,wind issue
CORDRN00002813,2025-08-29,CORFRM0024471,CORSTR00383,Turmeric,2.74,COR0008,weather hold,DRN0155,tank shortage
CORDRN00002814,19/10/2025,CORFRM0007351,CORSTR00603,Maize,6.41,COR0009,weather hold,DRN0074,farmer absent
CORDRN00002815,08/12/2025,CORFRM0017158,CORSTR00158,Mango,2.86,COR0007,payment pending,DRN0020,
CORDRN00002816,18-Apr-25,CORFRM0024218,CORSTR00712,Coconut,17.96,COR0011,cancelled,DRN0157,tank shortage
CORDRN00002817,2026-03-21,CORFRM0010164,CORSTR00136,Chilli,1.98,COR0012,weather hold,DRN0004,
CORDRN00002818,10/07/2025,CORFRM0007461,CORSTR01123,Sugarcane,12.16,COR0016,payment pending,DRN0086,wind issue
CORDRN00002819,09/08/2025,CORFRM0018428,CORSTR01006,Maize,11.55,COR0003,completed,DRN0131,repeat booking
CORDRN00002820,2025-12-24,CORFRM0021548,CORSTR01021,Coconut,6.43,COR0004,weather hold,DRN0055,wind issue
CORDRN00002821,27-Jul-25,CORFRM0004162,CORSTR00522,Groundnut,4.77,COR0022,rescheduled,DRN0039,tank shortage
CORDRN00002822,2024-07-17,CORFRM0006731,CORSTR00120,Paddy,13.42,COR0010,rescheduled,DRN0093,tank shortage
CORDRN00002823,2025-04-07,CORFRM0019825,CORSTR01033,Banana,2.78,COR0014,rescheduled,DRN0151,repeat booking
CORDRN00002824,2024-11-14,CORFRM0000721,CORSTR00221,Mango,15.64,COR0018,cancelled,DRN0043,wind issue
CORDRN00002825,2025-06-14,CORFRM0020752,CORSTR00870,Turmeric,16.48,COR0004,rescheduled,DRN0196,tank shortage
CORDRN00002826,2024-11-30,CORFRM0010691,CORSTR00916,Chilli,1.65,COR0024,completed,DRN0027,repeat booking
CORDRN00002827,05-May-24,CORFRM0011055,CORSTR00328,Vegetables,9.35,COR0010,payment pending,DRN0090,
CORDRN00002828,2024-08-07,CORFRM0021684,CORSTR00271,Banana,7.1,COR0015,payment pending,DRN0161,wind issue
CORDRN00002829,2025-07-09,CORFRM0010542,CORSTR00253,Mango,7.51,COR0012,weather hold,DRN0138,
CORDRN00002830,2025-11-09,CORFRM0012938,CORSTR00344,Turmeric,1.84,COR0020,cancelled,DRN0080,farmer absent
CORDRN00002831,2024-10-22,CORFRM0011349,CORSTR00477,Mango,13.2,COR0006,weather hold,DRN0186,repeat booking
CORDRN00002832,2025-05-27,CORFRM0003264,CORSTR00548,Cotton,1.36,COR0001,completed,DRN0116,wind issue
CORDRN00002833,2024-05-20,CORFRM0016530,CORSTR00243,Paddy,6.62,COR0029,weather hold,DRN0131,farmer absent
CORDRN00002834,2026-01-01,CORFRM0019726,CORSTR00469,Vegetables,5.19,COR0027,completed,DRN0052,
CORDRN00002835,2024-12-08,CORFRM0021700,CORSTR00366,Coconut,5.14,COR0031,weather hold,DRN0055,farmer absent
CORDRN00002836,09/07/2025,CORFRM0021036,CORSTR00833,Sugarcane,14.14,COR0003,payment pending,DRN0105,repeat booking
CORDRN00002837,2025-04-23,CORFRM0011554,CORSTR00155,Turmeric,10.12,COR0028,cancelled,DRN0237,
CORDRN00002838,2024-09-02,CORFRM0022923,CORSTR00916,Groundnut,12.87,COR0008,payment pending,DRN0191,tank shortage
CORDRN00002839,2024-09-02,CORFRM0022905,CORSTR01138,Banana,16.23,COR0027,weather hold,DRN0168,repeat booking
CORDRN00002840,2026-03-29,CORFRM0018725,CORSTR00551,Cotton,14.3,COR0007,completed,DRN0163,farmer absent
CORDRN00002841,2024-06-14,CORFRM0010674,CORSTR00312,Turmeric,1.72,COR0022,completed,DRN0104,tank shortage
CORDRN00002842,2024-09-20,CORFRM0008578,CORSTR00060,Groundnut,4.33,COR0002,cancelled,DRN0228,
CORDRN00002843,2024-05-30,CORFRM0000378,CORSTR01034,Paddy,17.65,COR0027,cancelled,DRN0215,tank shortage
CORDRN00002844,12-Apr-25,CORFRM0019141,CORSTR00974,Chilli,1.23,COR0031,cancelled,DRN0031,
CORDRN00002845,03-Jul-24,CORFRM0003691,CORSTR00360,Vegetables,8.96,COR0007,weather hold,DRN0003,wind issue
CORDRN00002846,2026-01-06,CORFRM0006540,CORSTR00313,Turmeric,7.89,COR0025,completed,DRN0081,repeat booking
CORDRN00002847,2025-03-31,CORFRM0018762,CORSTR00419,Coconut,17.73,COR0028,payment pending,DRN0112,tank shortage
CORDRN00002848,2024-05-08,CORFRM0016576,CORSTR00103,Sugarcane,12.61,COR0019,completed,DRN0120,repeat booking
CORDRN00002849,2024-06-09,CORFRM0024389,CORSTR00029,Banana,1.18,COR0009,weather hold,DRN0231,tank shortage
CORDRN00002850,2026-02-02,CORFRM0010710,CORSTR00296,Coconut,2.7,COR0026,payment pending,DRN0074,wind issue
CORDRN00002851,2024-12-25,CORFRM0018812,CORSTR00650,Chilli,8.15,COR0002,cancelled,DRN0216,farmer absent
CORDRN00002852,2026-01-13,CORFRM0019786,CORSTR00208,Groundnut,3.45,COR0014,payment pending,DRN0167,farmer absent
CORDRN00002853,15-Mar-26,CORFRM0017727,CORSTR00070,Groundnut,0.63,COR0033,cancelled,DRN0093,
CORDRN00002854,2024-05-10,CORFRM0008489,CORSTR00657,Vegetables,4.33,COR0020,completed,DRN0138,wind issue
CORDRN00002855,2025-10-03,CORFRM0002513,CORSTR00871,Paddy,4.62,COR0005,cancelled,DRN0246,wind issue
CORDRN00002856,2025-02-06,CORFRM0012603,CORSTR00818,Mango,6.38,COR0026,weather hold,DRN0058,tank shortage
CORDRN00002857,2025-11-19,CORFRM0015525,CORSTR00915,Coconut,8.29,COR0024,payment pending,DRN0158,tank shortage
CORDRN00002858,2024-11-06,CORFRM0015977,CORSTR00749,Maize,7.05,COR0008,payment pending,DRN0142,tank shortage
CORDRN00002859,2026-03-19,CORFRM0008178,CORSTR00249,Groundnut,1.93,COR0007,payment pending,DRN0188,wind issue
CORDRN00002860,2024-10-09,CORFRM0018959,CORSTR00691,Paddy,5.47,COR0028,weather hold,DRN0148,wind issue
CORDRN00002861,2025-01-28,CORFRM0010620,CORSTR00792,Chilli,4.12,COR0023,completed,DRN0229,farmer absent
CORDRN00002862,2024-06-13,CORFRM0010718,CORSTR00307,Sugarcane,3.2,COR0021,payment pending,DRN0193,farmer absent
CORDRN00002863,2025-06-03,CORFRM0024730,CORSTR01054,Paddy,3.96,COR0030,weather hold,DRN0116,repeat booking
CORDRN00002864,2024-06-12,CORFRM0005673,CORSTR00618,Coconut,4.35,COR0027,cancelled,DRN0070,
CORDRN00002865,2025-10-28,CORFRM0001062,CORSTR00795,Coconut,3.83,COR0004,weather hold,DRN0002,tank shortage
CORDRN00002866,2025-06-30,CORFRM0010305,CORSTR01098,Maize,6.0,COR0007,completed,DRN0012,tank shortage
CORDRN00002867,2025-10-15,CORFRM0003648,CORSTR00204,Cotton,6.36,COR0008,completed,DRN0109,repeat booking
CORDRN00002868,25/08/2024,CORFRM0013510,CORSTR00824,Chilli,0.6,COR0033,completed,DRN0007,tank shortage
CORDRN00002869,2026-03-14,CORFRM0022739,CORSTR00245,Coconut,9.15,COR0019,payment pending,DRN0230,farmer absent
CORDRN00002870,22/03/2025,CORFRM0013660,CORSTR00698,Paddy,10.36,COR0011,completed,DRN0094,tank shortage
CORDRN00002871,31-Jan-25,CORFRM0014604,CORSTR00234,Maize,6.23,COR0015,rescheduled,DRN0090,farmer absent
CORDRN00002872,2026-03-28,CORFRM0018932,CORSTR00957,Mango,1.07,COR0012,completed,DRN0153,wind issue
CORDRN00002873,27/02/2026,CORFRM0020322,CORSTR00075,Maize,9.31,COR0031,rescheduled,DRN0115,wind issue
CORDRN00002874,2026-01-27,CORFRM0008954,CORSTR00249,Maize,12.65,COR0004,rescheduled,DRN0175,
CORDRN00002875,2024-06-28,CORFRM0016849,CORSTR00166,Maize,11.79,COR0029,cancelled,DRN0247,wind issue
CORDRN00002876,2025-11-04,CORFRM0014065,CORSTR00863,Mango,4.88,COR0021,weather hold,DRN0057,
CORDRN00002877,2025-09-17,CORFRM0008004,CORSTR00661,Turmeric,4.41,COR0015,rescheduled,DRN0131,repeat booking
CORDRN00002878,20/09/2024,CORFRM0007023,CORSTR00138,Paddy,11.11,COR0025,payment pending,DRN0076,wind issue
CORDRN00002879,2024-09-06,CORFRM0006368,CORSTR00723,Cotton,3.22,COR0029,payment pending,DRN0144,wind issue
CORDRN00002880,05/15/2024,CORFRM0021086,CORSTR01151,Paddy,5.93,COR0033,payment pending,DRN0059,farmer absent
CORDRN00002881,2024-06-17,CORFRM0002213,CORSTR00779,Chilli,9.03,COR0028,weather hold,DRN0221,
CORDRN00002882,27-Apr-24,CORFRM0006799,CORSTR00879,Paddy,0.71,COR0022,payment pending,DRN0201,
CORDRN00002883,2024-08-17,CORFRM0013197,CORSTR00837,Vegetables,3.6,COR0017,cancelled,DRN0158,wind issue
CORDRN00002884,18-Nov-24,CORFRM0016626,CORSTR01016,Maize,7.48,COR0007,rescheduled,DRN0078,tank shortage
CORDRN00002885,2024-11-01,CORFRM0012754,CORSTR00798,Groundnut,15.36,COR0026,rescheduled,DRN0123,wind issue
CORDRN00002886,2024-12-01,CORFRM0015204,CORSTR00637,Chilli,2.66,COR0020,weather hold,DRN0164,repeat booking
CORDRN00002887,2025-07-09,CORFRM0021632,CORSTR00369,Turmeric,7.32,COR0033,payment pending,DRN0241,wind issue
CORDRN00002888,21/07/2024,CORFRM0020265,CORSTR00868,Coconut,5.05,COR0033,completed,DRN0006,wind issue
CORDRN00002889,24/06/2024,CORFRM0015006,CORSTR00153,Turmeric,1.88,COR0012,payment pending,DRN0115,
CORDRN00002890,2025-11-09,CORFRM0022409,CORSTR00538,Mango,0.64,COR0001,cancelled,DRN0243,
CORDRN00002891,2024-08-28,CORFRM0009088,CORSTR00872,Mango,4.42,COR0023,completed,DRN0137,repeat booking
CORDRN00002892,2025-07-09,CORFRM0018543,CORSTR00898,Vegetables,3.21,COR0022,weather hold,DRN0165,wind issue
CORDRN00002893,2024-06-05,CORFRM0013418,CORSTR00087,Vegetables,4.48,COR0020,rescheduled,DRN0207,wind issue
CORDRN00002894,2026-01-29,CORFRM0020395,CORSTR01097,Banana,0.92,COR0004,rescheduled,DRN0102,tank shortage
CORDRN00002895,05/08/2025,CORFRM0019202,CORSTR01050,Banana,4.42,COR0015,weather hold,DRN0124,farmer absent
CORDRN00002896,2026-02-25,CORFRM0005822,CORSTR00626,Banana,8.04,COR0023,rescheduled,DRN0162,wind issue
CORDRN00002897,2025-04-15,CORFRM0002472,CORSTR01078,Paddy,2.25,COR0009,rescheduled,DRN0239,tank shortage
CORDRN00002898,2025-10-27,CORFRM0011914,CORSTR00312,Cotton,8.12,COR0007,completed,DRN0245,
CORDRN00002899,2025-03-11,CORFRM0005076,CORSTR00034,Chilli,12.58,COR0008,cancelled,DRN0083,farmer absent
CORDRN00002900,2025-09-10,CORFRM0000949,CORSTR00525,Chilli,7.71,COR0002,completed,DRN0174,tank shortage
CORDRN00002901,2024-11-07,CORFRM0022103,CORSTR00582,Chilli,5.71,COR0027,payment pending,DRN0028,wind issue
CORDRN00002902,2025-05-09,CORFRM0011589,CORSTR00354,Paddy,1.03,COR0031,rescheduled,DRN0133,wind issue
CORDRN00002903,18/02/2025,CORFRM0016912,CORSTR00496,Sugarcane,13.26,COR0024,rescheduled,DRN0200,tank shortage
CORDRN00002904,06/26/2025,CORFRM0011096,CORSTR00168,Paddy,4.85,COR0009,cancelled,DRN0139,
CORDRN00002905,18/10/2024,CORFRM0023737,CORSTR00726,Banana,17.86,COR0027,rescheduled,DRN0248,
CORDRN00002906,2026-03-16,CORFRM0010082,CORSTR00819,Banana,16.8,COR0021,payment pending,DRN0128,repeat booking
CORDRN00002907,2025-03-25,CORFRM0008032,CORSTR00013,Maize,2.9,COR0030,rescheduled,DRN0223,
CORDRN00002908,11-Feb-26,CORFRM0014843,CORSTR00749,Maize,1.71,COR0015,weather hold,DRN0039,tank shortage
CORDRN00002909,2024-04-09,CORFRM0011220,CORSTR00321,Mango,0.5,COR0003,rescheduled,DRN0249,tank shortage
CORDRN00002910,2024-11-27,CORFRM0014462,CORSTR00563,Coconut,1.07,COR0019,cancelled,DRN0001,repeat booking
CORDRN00002911,2024-12-11,CORFRM0000781,CORSTR00413,Mango,7.76,COR0029,cancelled,DRN0224,repeat booking
CORDRN00002912,2025-06-18,CORFRM0013975,CORSTR00069,Banana,9.06,COR0030,completed,DRN0159,
CORDRN00002913,24/10/2024,CORFRM0023140,CORSTR01146,Turmeric,3.87,COR0003,weather hold,DRN0131,farmer absent
CORDRN00002914,08/10/2024,CORFRM0007949,CORSTR00105,Mango,14.48,COR0028,payment pending,DRN0142,farmer absent
CORDRN00002915,2024-05-06,CORFRM0012619,CORSTR00181,Groundnut,3.27,COR0017,rescheduled,DRN0030,tank shortage
CORDRN00002916,09/16/2025,CORFRM0024548,CORSTR01144,Coconut,0.53,COR0026,cancelled,DRN0017,farmer absent
CORDRN00002917,2024-12-27,CORFRM0021502,CORSTR01135,Groundnut,7.39,COR0017,weather hold,DRN0113,farmer absent
CORDRN00002918,2025-12-06,CORFRM0001891,CORSTR00742,Maize,7.96,COR0023,completed,DRN0043,tank shortage
CORDRN00002919,2024-10-27,CORFRM0000552,CORSTR01028,Chilli,13.53,COR0025,weather hold,DRN0169,wind issue
CORDRN00002920,2026-01-03,CORFRM0020255,CORSTR00229,Cotton,7.53,COR0022,completed,DRN0217,repeat booking
CORDRN00002921,2024-07-18,CORFRM0014312,CORSTR00395,Coconut,0.59,COR0030,weather hold,DRN0215,farmer absent
CORDRN00002922,2024-07-09,CORFRM0008159,CORSTR00357,Paddy,16.53,COR0022,cancelled,DRN0023,
CORDRN00002923,2025-06-06,CORFRM0001482,CORSTR00177,Cotton,4.22,COR0031,completed,DRN0041,tank shortage
CORDRN00002924,2024-07-12,CORFRM0017682,CORSTR00682,Banana,10.29,COR0016,completed,DRN0106,
CORDRN00002925,2025-04-20,CORFRM0013747,CORSTR00070,Sugarcane,17.96,COR0028,rescheduled,DRN0118,wind issue
CORDRN00002926,2026-01-14,CORFRM0022371,CORSTR00070,Chilli,15.38,COR0021,weather hold,DRN0185,farmer absent
CORDRN00002927,2024-12-13,CORFRM0014424,CORSTR00343,Turmeric,8.48,COR0027,rescheduled,DRN0052,tank shortage
CORDRN00002928,2025-06-30,CORFRM0024032,CORSTR00077,Cotton,2.5,COR0009,completed,DRN0073,
CORDRN00002929,2024-12-30,CORFRM0015936,CORSTR01021,Sugarcane,1.86,COR0001,completed,DRN0064,wind issue
CORDRN00002930,2025-08-06,CORFRM0002737,CORSTR00601,Sugarcane,18.32,COR0027,payment pending,DRN0143,wind issue
CORDRN00002931,2025-07-28,CORFRM0004803,CORSTR00158,Chilli,15.92,COR0019,cancelled,DRN0131,repeat booking
CORDRN00002932,2025-07-31,CORFRM0024338,CORSTR00137,Mango,0.94,COR0032,cancelled,DRN0211,tank shortage
CORDRN00002933,29/10/2025,CORFRM0018196,CORSTR00261,Mango,7.46,COR0012,cancelled,DRN0115,
CORDRN00002934,05/25/2024,CORFRM0001079,CORSTR00834,Maize,19.66,COR0016,completed,DRN0213,wind issue
CORDRN00002935,2025-08-22,CORFRM0000241,CORSTR00720,Vegetables,18.79,COR0033,cancelled,DRN0132,
