ledger_id,activity_date,contractor_id,mapped_dealer_id,activity_type,points_delta,bill_value,approval_status,note
ASPCONLED00001987,2024-05-18,ASPCON000137,ASPDLR000841,points redemption,-63,40834.40,rejected,bill image unclear
ASPCONLED00001988,26/10/2025,ASPCON004185,ASPDLR000986,bill upload,447,19549.10,rejected,bill image unclear
ASPCONLED00001989,2024-10-08,ASPCON001319,ASPDLR000870,site lead,2130,43643.48,approved,site closed
ASPCONLED00001990,2024-06-07,ASPCON001469,ASPDLR000730,training,643,18058.25,manual,site closed
ASPCONLED00001991,2024-05-29,ASPCON003273,ASPDLR000829,bill upload,1558,79140.60,rejected,redeemed gift
ASPCONLED00001992,2024-05-04,ASPCON001503,ASPDLR000607,site lead,-289,16729.29,manual,dealer mismatch
ASPCONLED00001993,31-Dec-24,ASPCON002323,ASPDLR000625,site lead,1586,27515.80,pending,redeemed gift
ASPCONLED00001994,20/10/2025,ASPCON001428,ASPDLR000930,training,19,77743.20,approved,redeemed gift
ASPCONLED00001995,2025-05-16,ASPCON002095,ASPDLR000632,points redemption,725,15444.23,pending,redeemed gift
ASPCONLED00001996,2025-10-21,ASPCON004139,ASPDLR000511,points redemption,486,72438.91,duplicate,site closed
ASPCONLED00001997,2026-03-12,ASPCON001732,ASPDLR000732,site lead,-401,80640.05,approved,
ASPCONLED00001998,2025-06-15,ASPCON004897,ASPDLR000374,training,-336,68451.58,approved,redeemed gift
ASPCONLED00001999,2025-03-24,ASPCON002904,ASPDLR000543,training,1942,31430.60,pending,site closed
ASPCONLED00002000,2024-12-23,ASPCON004072,ASPDLR000265,training,360,81336.70,pending,bill image unclear
ASPCONLED00002001,09/09/2024,ASPCON000458,ASPDLR000133,site lead,874,28119.94,approved,bill image unclear
ASPCONLED00002002,2025-08-10,ASPCON004984,ASPDLR000256,bill upload,-429,67643.69,approved,site closed
ASPCONLED00002003,2025-10-23,ASPCON003534,ASPDLR000130,site lead,1405,37977.95,rejected,dealer mismatch
ASPCONLED00002004,2024-11-21,ASPCON003342,ASPDLR000201,complaint assist,2313,57660.19,pending,redeemed gift
ASPCONLED00002005,03/08/2026,ASPCON004167,ASPDLR000948,points redemption,191,84637.44,duplicate,bill image unclear
ASPCONLED00002006,2025-11-25,ASPCON004806,ASPDLR000912,bill upload,1017,49643.83,rejected,site closed
ASPCONLED00002007,2026-01-29,ASPCON000334,ASPDLR000075,complaint assist,1920,22805.93,approved,redeemed gift
ASPCONLED00002008,07/12/2025,ASPCON002723,ASPDLR000644,complaint assist,2453,17695.19,manual,redeemed gift
ASPCONLED00002009,2025-12-25,ASPCON001231,ASPDLR000013,points redemption,2086,13934.32,duplicate,redeemed gift
ASPCONLED00002010,05/10/2025,ASPCON003033,ASPDLR000409,points redemption,1368,12630.41,manual,
ASPCONLED00002011,2024-04-13,ASPCON003573,ASPDLR000196,training,1593,24283.52,approved,dealer mismatch
ASPCONLED00002012,18/04/2024,ASPCON003382,ASPDLR000623,points redemption,111,56379.06,approved,redeemed gift
ASPCONLED00002013,06-Jul-24,ASPCON004616,ASPDLR000842,bill upload,1471,20279.80,rejected,bill image unclear
ASPCONLED00002014,2024-11-16,ASPCON003431,ASPDLR000737,site lead,403,30598.98,duplicate,redeemed gift
ASPCONLED00002015,2024-08-19,ASPCON002457,ASPDLR000084,complaint assist,784,70318.65,rejected,
ASPCONLED00002016,2024-12-02,ASPCON002565,ASPDLR000078,training,297,16928.18,duplicate,redeemed gift
ASPCONLED00002017,2025-09-27,ASPCON000059,ASPDLR000810,bill upload,1807,62229.00,pending,redeemed gift
ASPCONLED00002018,19/08/2024,ASPCON002037,ASPDLR000588,training,703,6012.68,rejected,redeemed gift
ASPCONLED00002019,2025-04-04,ASPCON002103,ASPDLR000378,training,1746,56928.21,manual,bill image unclear
ASPCONLED00002020,2024-08-24,ASPCON004582,ASPDLR000175,bill upload,2259,58476.95,pending,redeemed gift
ASPCONLED00002021,2026-01-02,ASPCON003120,ASPDLR000141,site lead,233,179.65,pending,site closed
ASPCONLED00002022,24/08/2025,ASPCON004686,ASPDLR000873,complaint assist,461,8300.31,pending,bill image unclear
ASPCONLED00002023,2024-10-18,ASPCON002256,ASPDLR000643,bill upload,549,30017.64,rejected,redeemed gift
ASPCONLED00002024,06/29/2025,ASPCON000040,ASPDLR000464,training,1758,57970.32,duplicate,dealer mismatch
ASPCONLED00002025,2024-05-23,ASPCON000368,ASPDLR000015,training,2255,47749.87,approved,bill image unclear
ASPCONLED00002026,2026-02-24,ASPCON000065,ASPDLR000892,points redemption,586,9134.86,manual,redeemed gift
ASPCONLED00002027,2025-05-04,ASPCON002560,ASPDLR000577,site lead,-169,35345.96,duplicate,dealer mismatch
ASPCONLED00002028,28/09/2025,ASPCON000601,ASPDLR000797,complaint assist,1819,26056.73,duplicate,bill image unclear
ASPCONLED00002029,05/04/2025,ASPCON004557,ASPDLR000003,site lead,687,47073.14,approved,dealer mismatch
ASPCONLED00002030,2024-07-18,ASPCON000860,ASPDLR000042,points redemption,2051,36496.12,duplicate,
ASPCONLED00002031,2025-12-22,ASPCON000932,ASPDLR000239,points redemption,485,35693.95,duplicate,site closed
ASPCONLED00002032,2025-02-08,ASPCON000707,ASPDLR000980,training,1616,45269.49,pending,
ASPCONLED00002033,2024-12-29,ASPCON001674,ASPDLR000140,bill upload,2325,59618.56,manual,redeemed gift
ASPCONLED00002034,2026-01-20,ASPCON003074,ASPDLR000135,bill upload,828,62689.51,pending,
ASPCONLED00002035,2025-01-17,ASPCON000856,ASPDLR000435,bill upload,-142,16031.76,duplicate,site closed
ASPCONLED00002036,2024-09-15,ASPCON003560,ASPDLR000906,complaint assist,2297,85945.51,duplicate,site closed
ASPCONLED00002037,2024-04-12,ASPCON004186,ASPDLR000028,training,-462,35482.18,pending,redeemed gift
ASPCONLED00002038,2025-11-27,ASPCON002717,ASPDLR000587,training,1111,79799.85,manual,redeemed gift
ASPCONLED00002039,2024-05-26,ASPCON003886,ASPDLR000371,points redemption,42,39081.79,duplicate,dealer mismatch
ASPCONLED00002040,2025-04-12,ASPCON000485,ASPDLR000267,points redemption,792,27462.01,rejected,bill image unclear
ASPCONLED00002041,2025-04-08,ASPCON001088,ASPDLR000890,site lead,-397,10470.83,pending,
ASPCONLED00002042,2025-01-18,ASPCON001078,ASPDLR000415,site lead,1194,78794.44,manual,dealer mismatch
ASPCONLED00002043,07/31/2025,ASPCON003806,ASPDLR000379,site lead,-344,70064.50,rejected,
ASPCONLED00002044,2025-01-12,ASPCON001635,ASPDLR000610,training,2071,29943.71,duplicate,
ASPCONLED00002045,2025-10-03,ASPCON004012,ASPDLR001000,bill upload,929,71682.21,manual,redeemed gift
ASPCONLED00002046,2026-02-07,ASPCON003282,ASPDLR000755,site lead,2051,9618.13,pending,bill image unclear
ASPCONLED00002047,2025-10-18,ASPCON000012,ASPDLR000228,points redemption,521,71265.17,pending,
ASPCONLED00002048,2024-05-04,ASPCON001812,ASPDLR000071,training,-122,30853.59,pending,bill image unclear
ASPCONLED00002049,13-Feb-25,ASPCON002204,ASPDLR000160,bill upload,105,1010.85,pending,site closed
ASPCONLED00002050,04/14/2025,ASPCON004765,ASPDLR000831,site lead,1168,74959.69,pending,dealer mismatch
ASPCONLED00002051,2024-12-16,ASPCON000952,ASPDLR000531,training,1167,66110.11,manual,site closed
ASPCONLED00002052,2025-11-28,ASPCON000323,ASPDLR000271,training,2079,37651.03,duplicate,
ASPCONLED00002053,2024-08-14,ASPCON002405,ASPDLR000808,points redemption,170,40962.21,pending,
ASPCONLED00002054,09/02/2025,ASPCON001293,ASPDLR000977,site lead,1879,56632.82,pending,dealer mismatch
ASPCONLED00002055,04/06/2024,ASPCON003528,ASPDLR000536,training,-3,78073.37,duplicate,redeemed gift
ASPCONLED00002056,2024-07-03,ASPCON000532,ASPDLR000002,bill upload,2156,74837.98,duplicate,dealer mismatch
ASPCONLED00002057,2025-08-31,ASPCON002970,ASPDLR000261,complaint assist,1298,18700.14,duplicate,dealer mismatch
ASPCONLED00002058,2026-01-19,ASPCON002078,ASPDLR000005,training,796,52763.88,rejected,dealer mismatch
ASPCONLED00002059,2025-01-21,ASPCON000244,ASPDLR000464,training,159,76740.71,manual,bill image unclear
ASPCONLED00002060,2024-05-01,ASPCON001402,ASPDLR000200,complaint assist,1638,20054.09,pending,bill image unclear
ASPCONLED00002061,2024-04-26,ASPCON004559,ASPDLR000860,site lead,59,2059.15,duplicate,bill image unclear
ASPCONLED00002062,2025-06-13,ASPCON002606,ASPDLR000623,site lead,-393,37605.41,pending,bill image unclear
ASPCONLED00002063,2025-06-07,ASPCON004188,ASPDLR000128,points redemption,90,7111.41,rejected,redeemed gift
ASPCONLED00002064,2026-03-08,ASPCON001309,ASPDLR000247,training,2194,5140.06,pending,redeemed gift
ASPCONLED00002065,2025-08-19,ASPCON002946,ASPDLR000700,site lead,2019,78646.28,pending,redeemed gift
ASPCONLED00002066,03-Apr-24,ASPCON004810,ASPDLR000685,points redemption,-103,58672.38,rejected,dealer mismatch
ASPCONLED00002067,2025-08-19,ASPCON001231,ASPDLR000013,points redemption,776,70022.28,duplicate,dealer mismatch
ASPCONLED00002068,2025-09-28,ASPCON001686,ASPDLR000878,bill upload,1631,35361.55,approved,bill image unclear
ASPCONLED00002069,2024-09-08,ASPCON000078,ASPDLR000573,training,1321,44467.16,duplicate,redeemed gift
ASPCONLED00002070,06/15/2025,ASPCON003862,ASPDLR000484,training,186,84422.71,pending,site closed
ASPCONLED00002071,2024-06-28,ASPCON002536,ASPDLR000869,training,1807,88603.57,approved,bill image unclear
ASPCONLED00002072,02/01/2025,ASPCON003437,ASPDLR000942,bill upload,1279,64161.67,pending,site closed
ASPCONLED00002073,19-Jan-25,ASPCON002929,ASPDLR000005,complaint assist,726,35275.82,pending,site closed
ASPCONLED00002074,2024-10-05,ASPCON001392,ASPDLR000190,bill upload,2054,46023.59,rejected,redeemed gift
ASPCONLED00002075,2025-08-16,ASPCON001902,ASPDLR000764,site lead,2134,53758.95,pending,
ASPCONLED00002076,2025-06-19,ASPCON005000,ASPDLR000297,bill upload,1260,44074.14,duplicate,dealer mismatch
ASPCONLED00002077,2024-11-29,ASPCON001841,ASPDLR000940,points redemption,1149,4155.27,approved,
ASPCONLED00002078,2025-10-13,ASPCON003797,ASPDLR000601,training,817,77811.60,rejected,site closed
ASPCONLED00002079,29-Apr-24,ASPCON002561,ASPDLR000772,site lead,1243,2198.30,manual,bill image unclear
ASPCONLED00002080,2025-04-22,ASPCON000720,ASPDLR000056,points redemption,2248,47741.47,approved,site closed
ASPCONLED00002081,2025-06-24,ASPCON004674,ASPDLR000240,site lead,2270,36310.92,rejected,
ASPCONLED00002082,2026-03-31,ASPCON003264,ASPDLR000162,bill upload,2487,29343.70,rejected,site closed
ASPCONLED00002083,16/06/2024,ASPCON000208,ASPDLR000590,points redemption,613,67606.45,duplicate,redeemed gift
ASPCONLED00002084,2024-10-26,ASPCON003195,ASPDLR000606,training,-371,15107.42,pending,redeemed gift
ASPCONLED00002085,2026-01-26,ASPCON003038,ASPDLR000814,site lead,1785,19809.11,approved,bill image unclear
ASPCONLED00002086,09/30/2024,ASPCON001259,ASPDLR000093,points redemption,2460,81520.36,manual,dealer mismatch
ASPCONLED00002087,2024-10-16,ASPCON004899,ASPDLR000798,training,290,56939.43,manual,dealer mismatch
ASPCONLED00002088,2024-08-21,ASPCON004987,ASPDLR000417,bill upload,1649,19377.63,manual,site closed
ASPCONLED00002089,2024-05-15,ASPCON002802,ASPDLR000753,bill upload,2246,21433.84,pending,redeemed gift
ASPCONLED00002090,2024-07-05,ASPCON000004,ASPDLR000059,site lead,944,55050.13,manual,site closed
ASPCONLED00002091,2025-11-11,ASPCON001732,ASPDLR000732,training,1882,57603.91,rejected,dealer mismatch
ASPCONLED00002092,2025-10-29,ASPCON000710,ASPDLR000049,bill upload,862,61071.38,duplicate,site closed
ASPCONLED00002093,27/03/2026,ASPCON000692,ASPDLR000228,points redemption,315,56140.93,manual,bill image unclear
ASPCONLED00002094,2024-07-15,ASPCON000687,ASPDLR000953,site lead,1231,43240.15,duplicate,site closed
ASPCONLED00002095,31/05/2025,ASPCON003945,ASPDLR000344,site lead,2112,72451.23,approved,bill image unclear
ASPCONLED00002096,2026-02-24,ASPCON002924,ASPDLR000422,complaint assist,930,35989.77,rejected,dealer mismatch
ASPCONLED00002097,2026-02-17,ASPCON003070,ASPDLR000066,complaint assist,2399,40213.49,duplicate,redeemed gift
ASPCONLED00002098,2025-07-29,ASPCON002569,ASPDLR000109,training,671,77292.36,pending,redeemed gift
ASPCONLED00002099,2026-03-23,ASPCON004331,ASPDLR000568,points redemption,2375,30857.45,duplicate,site closed
ASPCONLED00002100,16-Oct-25,ASPCON002062,ASPDLR000443,complaint assist,1666,73846.28,pending,dealer mismatch
ASPCONLED00002101,2024-04-27,ASPCON001314,ASPDLR000333,points redemption,919,48804.44,rejected,redeemed gift
ASPCONLED00002102,2024-11-19,ASPCON002233,ASPDLR000712,bill upload,2164,40067.51,duplicate,redeemed gift
ASPCONLED00002103,2025-04-16,ASPCON004477,ASPDLR000430,site lead,536,9582.74,approved,
ASPCONLED00002104,2026-02-08,ASPCON004504,ASPDLR000350,training,1165,50002.14,rejected,site closed
ASPCONLED00002105,2026-01-08,ASPCON001359,ASPDLR000405,complaint assist,1376,1421.36,duplicate,bill image unclear
ASPCONLED00002106,2024-12-04,ASPCON002276,ASPDLR000807,site lead,28,37671.24,manual,
ASPCONLED00002107,2024-12-23,ASPCON000250,ASPDLR000733,points redemption,349,63706.93,manual,
ASPCONLED00002108,2025-02-28,ASPCON002413,ASPDLR000837,bill upload,2120,39113.18,manual,dealer mismatch
ASPCONLED00002109,2025-01-30,ASPCON000348,ASPDLR000933,training,972,43295.82,pending,redeemed gift
ASPCONLED00002110,2025-08-05,ASPCON002470,ASPDLR000582,site lead,2090,78316.79,rejected,
ASPCONLED00002111,2025-09-12,ASPCON004894,ASPDLR000614,training,2163,59200.36,approved,dealer mismatch
ASPCONLED00002112,2024-09-09,ASPCON004732,ASPDLR000438,complaint assist,1503,44550.62,rejected,
ASPCONLED00002113,2025-06-25,ASPCON003923,ASPDLR000446,bill upload,-49,88969.16,manual,bill image unclear
ASPCONLED00002114,2024-11-20,ASPCON002151,ASPDLR000083,training,-493,32384.69,approved,site closed
ASPCONLED00002115,02/14/2025,ASPCON001143,ASPDLR000937,complaint assist,1151,39102.10,pending,bill image unclear
ASPCONLED00002116,2025-06-05,ASPCON001981,ASPDLR000971,points redemption,1040,87830.19,pending,bill image unclear
ASPCONLED00002117,2024-08-13,ASPCON000548,ASPDLR000129,complaint assist,1615,52778.95,pending,site closed
ASPCONLED00002118,2025-02-18,ASPCON002585,ASPDLR000823,site lead,47,44302.44,manual,dealer mismatch
ASPCONLED00002119,25/07/2024,ASPCON001380,ASPDLR000250,site lead,1265,31000.40,rejected,redeemed gift
ASPCONLED00002120,02-Apr-25,ASPCON003059,ASPDLR000486,bill upload,1249,33525.59,duplicate,site closed
ASPCONLED00002121,2024-09-27,ASPCON000600,ASPDLR000440,site lead,1542,69781.34,manual,site closed
ASPCONLED00002122,2025-02-03,ASPCON001365,ASPDLR000284,training,2026,10219.45,approved,dealer mismatch
ASPCONLED00002123,2025-04-27,ASPCON003061,ASPDLR000093,bill upload,1634,24779.78,approved,dealer mismatch
ASPCONLED00002124,2026-03-13,ASPCON001579,ASPDLR000776,bill upload,-120,51200.83,approved,dealer mismatch
ASPCONLED00002125,2024-06-03,ASPCON003377,ASPDLR000480,points redemption,1774,45009.47,manual,bill image unclear
ASPCONLED00002126,2024-06-15,ASPCON002964,ASPDLR000718,training,686,59335.79,duplicate,
ASPCONLED00002127,21/09/2025,ASPCON004633,ASPDLR000503,points redemption,2011,89395.66,duplicate,
ASPCONLED00002128,2024-09-10,ASPCON000619,ASPDLR000368,points redemption,942,16481.39,manual,
ASPCONLED00002129,2025-02-21,ASPCON001150,ASPDLR000900,points redemption,249,40416.35,rejected,
ASPCONLED00002130,2024-06-14,ASPCON000162,ASPDLR000547,complaint assist,1479,68151.16,rejected,
ASPCONLED00002131,2024-10-12,ASPCON001378,ASPDLR000043,training,1320,52614.58,approved,dealer mismatch
ASPCONLED00002132,12/27/2025,ASPCON001288,ASPDLR000245,site lead,-475,12846.53,manual,bill image unclear
ASPCONLED00002133,10/03/2025,ASPCON003166,ASPDLR000084,bill upload,-124,89933.48,manual,site closed
ASPCONLED00002134,2024-10-26,ASPCON004920,ASPDLR000878,bill upload,-338,78281.88,pending,
ASPCONLED00002135,24/08/2024,ASPCON000857,ASPDLR000132,complaint assist,-337,62026.41,manual,redeemed gift
ASPCONLED00002136,2024-05-25,ASPCON001990,ASPDLR000405,site lead,230,64746.19,pending,site closed
ASPCONLED00002137,21/03/2025,ASPCON002422,ASPDLR000760,training,2305,24003.24,duplicate,site closed
ASPCONLED00002138,2024-06-04,ASPCON004930,ASPDLR000302,complaint assist,513,16199.63,manual,
ASPCONLED00002139,2025-05-01,ASPCON003276,ASPDLR000056,site lead,601,33449.94,duplicate,site closed
ASPCONLED00002140,2025-01-16,ASPCON004247,ASPDLR000899,points redemption,2216,48879.85,approved,
ASPCONLED00002141,02/05/2026,ASPCON003190,ASPDLR000551,training,48,38779.65,manual,redeemed gift
ASPCONLED00002142,13/11/2024,ASPCON003677,ASPDLR000214,points redemption,1335,1051.97,rejected,bill image unclear
ASPCONLED00002143,14-Apr-24,ASPCON003047,ASPDLR000037,complaint assist,-107,55742.31,rejected,redeemed gift
ASPCONLED00002144,02/09/2025,ASPCON002038,ASPDLR000304,complaint assist,-246,27604.80,duplicate,site closed
ASPCONLED00002145,2024-04-10,ASPCON003334,ASPDLR000526,bill upload,749,19707.37,manual,bill image unclear
ASPCONLED00002146,2024-09-17,ASPCON004430,ASPDLR000989,training,-467,89060.55,rejected,
ASPCONLED00002147,2026-03-30,ASPCON002279,ASPDLR000249,complaint assist,-26,9481.54,manual,redeemed gift
ASPCONLED00002148,2024-04-02,ASPCON004038,ASPDLR000782,points redemption,2262,20530.88,manual,
ASPCONLED00002149,2025-05-03,ASPCON001281,ASPDLR000249,training,2210,36997.15,approved,
ASPCONLED00002150,2024-10-23,ASPCON004811,ASPDLR000665,points redemption,286,1694.10,rejected,dealer mismatch
ASPCONLED00002151,2025-02-21,ASPCON004676,ASPDLR000538,site lead,-360,35630.45,duplicate,dealer mismatch
ASPCONLED00002152,22-Feb-26,ASPCON004882,ASPDLR000270,site lead,449,48166.37,approved,redeemed gift
ASPCONLED00002153,2026-01-03,ASPCON001334,ASPDLR000299,points redemption,1381,84845.10,duplicate,redeemed gift
ASPCONLED00002154,10/11/2024,ASPCON001975,ASPDLR000637,site lead,2169,8892.80,manual,bill image unclear
ASPCONLED00002155,2025-05-18,ASPCON003774,ASPDLR000602,points redemption,1841,81001.85,approved,redeemed gift
ASPCONLED00002156,2025-11-19,ASPCON004451,ASPDLR000468,training,1817,6330.07,pending,dealer mismatch
ASPCONLED00002157,2026-02-25,ASPCON001611,ASPDLR000634,bill upload,-241,76007.74,pending,site closed
ASPCONLED00002158,2024-05-27,ASPCON001428,ASPDLR000930,site lead,1764,4949.51,manual,redeemed gift
ASPCONLED00002159,20/09/2025,ASPCON003096,ASPDLR000656,points redemption,-297,55497.44,approved,redeemed gift
ASPCONLED00002160,2025-11-21,ASPCON001424,ASPDLR000102,training,386,19814.88,duplicate,dealer mismatch
ASPCONLED00002161,2025-06-07,ASPCON001875,ASPDLR000744,training,-235,28829.47,rejected,redeemed gift
ASPCONLED00002162,2025-06-18,ASPCON002112,ASPDLR000277,points redemption,2011,59941.93,duplicate,dealer mismatch
ASPCONLED00002163,14-Jan-25,ASPCON002630,ASPDLR000562,bill upload,290,77618.87,manual,
ASPCONLED00002164,2025-05-11,ASPCON000146,ASPDLR000664,training,1391,17547.70,duplicate,dealer mismatch
ASPCONLED00002165,2025-06-28,ASPCON004742,ASPDLR000533,bill upload,-40,38159.08,duplicate,site closed
ASPCONLED00002166,2024-11-12,ASPCON004247,ASPDLR000899,complaint assist,1311,43100.25,duplicate,dealer mismatch
ASPCONLED00002167,2025-03-15,ASPCON001792,ASPDLR000250,complaint assist,1446,18091.07,approved,site closed
ASPCONLED00002168,2024-07-12,ASPCON000753,ASPDLR000381,site lead,-309,53147.87,rejected,
ASPCONLED00002169,09/09/2025,ASPCON003679,ASPDLR000864,site lead,-242,88250.10,manual,bill image unclear
ASPCONLED00002170,2024-08-14,ASPCON001153,ASPDLR000906,site lead,-299,24710.19,duplicate,redeemed gift
ASPCONLED00002171,2025-05-09,ASPCON004127,ASPDLR000305,site lead,2497,32927.28,duplicate,
ASPCONLED00002172,15/06/2025,ASPCON004826,ASPDLR000079,points redemption,1115,87592.53,pending,redeemed gift
ASPCONLED00002173,2025-08-09,ASPCON004320,ASPDLR000002,complaint assist,1175,68405.14,rejected,dealer mismatch
ASPCONLED00002174,2025-10-26,ASPCON003160,ASPDLR000349,bill upload,620,67061.08,duplicate,
ASPCONLED00002175,2025-01-29,ASPCON002126,ASPDLR000686,complaint assist,396,28425.40,manual,redeemed gift
ASPCONLED00002176,2025-07-18,ASPCON001508,ASPDLR000103,site lead,-385,34504.37,pending,site closed
ASPCONLED00002177,2024-07-31,ASPCON004481,ASPDLR000199,points redemption,1437,81952.97,pending,site closed
ASPCONLED00002178,2026-01-27,ASPCON001301,ASPDLR000211,site lead,1220,39481.12,duplicate,site closed
ASPCONLED00002179,2026-01-16,ASPCON003357,ASPDLR000673,points redemption,1328,15804.62,manual,
ASPCONLED00002180,14/02/2025,ASPCON001199,ASPDLR000058,points redemption,2486,58113.36,approved,site closed
ASPCONLED00002181,2024-07-12,ASPCON000903,ASPDLR000236,site lead,80,85599.96,duplicate,dealer mismatch
ASPCONLED00002182,28-Aug-25,ASPCON001564,ASPDLR000893,training,-248,56302.13,approved,site closed
ASPCONLED00002183,2025-01-25,ASPCON000136,ASPDLR000710,points redemption,2232,37063.31,approved,redeemed gift
ASPCONLED00002184,2026-02-14,ASPCON000846,ASPDLR000802,site lead,38,82651.11,pending,bill image unclear
ASPCONLED00002185,2025-06-04,ASPCON004213,ASPDLR000950,points redemption,1835,81117.06,rejected,site closed
ASPCONLED00002186,2025-02-19,ASPCON000082,ASPDLR000629,complaint assist,-168,34789.95,approved,redeemed gift
ASPCONLED00002187,2024-04-14,ASPCON004982,ASPDLR000472,points redemption,1335,4594.26,duplicate,
ASPCONLED00002188,12/12/2024,ASPCON003207,ASPDLR000901,training,1845,4386.69,rejected,bill image unclear
ASPCONLED00002189,01/10/2024,ASPCON004200,ASPDLR000619,complaint assist,1704,87951.39,manual,
ASPCONLED00002190,2024-06-03,ASPCON001277,ASPDLR000206,training,384,77805.87,rejected,redeemed gift
ASPCONLED00002191,2025-02-15,ASPCON002768,ASPDLR000559,complaint assist,2339,3823.57,approved,bill image unclear
ASPCONLED00002192,2025-08-31,ASPCON003891,ASPDLR000506,complaint assist,1187,60362.06,approved,bill image unclear
ASPCONLED00002193,2024-10-06,ASPCON002265,ASPDLR000014,training,1696,70780.86,duplicate,site closed
ASPCONLED00002194,2025-07-03,ASPCON001819,ASPDLR000612,training,-223,55309.37,pending,bill image unclear
ASPCONLED00002195,2024-06-14,ASPCON004877,ASPDLR000902,points redemption,-488,84015.67,rejected,redeemed gift
ASPCONLED00002196,2025-06-26,ASPCON004819,ASPDLR000046,bill upload,1023,5904.11,manual,dealer mismatch
ASPCONLED00002197,2025-11-04,ASPCON003924,ASPDLR000108,training,-452,46682.65,rejected,redeemed gift
ASPCONLED00002198,2026-03-25,ASPCON000412,ASPDLR000953,site lead,1782,32213.00,pending,redeemed gift
ASPCONLED00002199,2024-09-04,ASPCON000150,ASPDLR000530,site lead,1683,27282.64,pending,dealer mismatch
ASPCONLED00002200,2024-12-09,ASPCON003392,ASPDLR000133,complaint assist,379,54380.20,duplicate,redeemed gift
ASPCONLED00002201,2026-01-19,ASPCON002327,ASPDLR000183,site lead,107,25610.27,manual,site closed
ASPCONLED00002202,03-Sep-25,ASPCON003494,ASPDLR000941,training,119,4059.79,pending,dealer mismatch
ASPCONLED00002203,2024-12-08,ASPCON001640,ASPDLR000649,site lead,193,34257.47,rejected,redeemed gift
ASPCONLED00002204,2025-01-01,ASPCON002992,ASPDLR000589,points redemption,1405,58328.65,pending,
ASPCONLED00002205,2025-05-05,ASPCON002965,ASPDLR000007,site lead,1345,66274.88,rejected,
ASPCONLED00002206,2024-12-19,ASPCON002656,ASPDLR000643,site lead,949,3991.88,pending,dealer mismatch
ASPCONLED00002207,2024-11-21,ASPCON004008,ASPDLR000313,training,2415,87908.74,pending,bill image unclear
ASPCONLED00002208,12/09/2025,ASPCON000186,ASPDLR000314,complaint assist,1128,67614.08,manual,dealer mismatch
ASPCONLED00002209,2025-10-24,ASPCON000105,ASPDLR000377,site lead,1489,57856.24,pending,
ASPCONLED00002210,2025-07-13,ASPCON001924,ASPDLR000682,points redemption,507,71412.30,rejected,
ASPCONLED00002211,23/05/2024,ASPCON001244,ASPDLR000263,complaint assist,182,17034.24,rejected,
ASPCONLED00002212,2025-06-08,ASPCON004671,ASPDLR000181,complaint assist,933,81165.33,manual,bill image unclear
ASPCONLED00002213,2024-11-09,ASPCON004867,ASPDLR000081,training,-212,73815.62,duplicate,dealer mismatch
ASPCONLED00002214,2025-09-17,ASPCON004234,ASPDLR000956,training,1415,34653.44,manual,bill image unclear
ASPCONLED00002215,05/07/2025,ASPCON002698,ASPDLR000524,site lead,1995,34272.35,duplicate,bill image unclear
ASPCONLED00002216,2025-03-06,ASPCON003281,ASPDLR000271,complaint assist,-336,13009.18,manual,
ASPCONLED00002217,08/08/2024,ASPCON000036,ASPDLR000892,training,1051,76114.37,approved,site closed
ASPCONLED00002218,2026-02-04,ASPCON001552,ASPDLR000163,bill upload,934,52597.66,approved,dealer mismatch
ASPCONLED00002219,2026-01-01,ASPCON004940,ASPDLR000261,points redemption,2129,46278.90,manual,dealer mismatch
ASPCONLED00002220,02/24/2025,ASPCON001443,ASPDLR000050,training,-442,10483.55,pending,dealer mismatch
ASPCONLED00002221,2025-02-01,ASPCON001931,ASPDLR000580,bill upload,1080,31029.62,manual,site closed
ASPCONLED00002222,2026-03-15,ASPCON003765,ASPDLR000520,site lead,1747,8768.47,approved,bill image unclear
ASPCONLED00002223,2025-08-31,ASPCON004174,ASPDLR000774,points redemption,1665,71994.12,manual,bill image unclear
ASPCONLED00002224,24/05/2025,ASPCON004215,ASPDLR000856,training,575,42112.78,manual,redeemed gift
ASPCONLED00002225,12/05/2025,ASPCON004501,ASPDLR000538,points redemption,1462,53335.28,approved,dealer mismatch
ASPCONLED00002226,23-Mar-26,ASPCON004011,ASPDLR000334,training,-361,52274.51,rejected,redeemed gift
ASPCONLED00002227,2026-03-29,ASPCON002611,ASPDLR000269,points redemption,1495,939.96,manual,
ASPCONLED00002228,2024-10-04,ASPCON003155,ASPDLR000057,site lead,-195,20336.58,duplicate,
ASPCONLED00002229,01/17/2026,ASPCON001255,ASPDLR000522,site lead,43,51750.85,rejected,
ASPCONLED00002230,2024-11-24,ASPCON003003,ASPDLR000648,training,803,61035.63,duplicate,redeemed gift
ASPCONLED00002231,2024-06-06,ASPCON001019,ASPDLR000027,bill upload,146,49865.09,approved,dealer mismatch
ASPCONLED00002232,2025-09-10,ASPCON001511,ASPDLR000526,complaint assist,260,30098.04,rejected,redeemed gift
ASPCONLED00002233,2026-01-22,ASPCON002364,ASPDLR000046,points redemption,621,4862.34,manual,site closed
ASPCONLED00002234,2024-07-08,ASPCON001740,ASPDLR000969,bill upload,1434,12681.59,pending,dealer mismatch
ASPCONLED00002235,2024-04-02,ASPCON003613,ASPDLR000217,training,1853,4173.63,pending,redeemed gift
