event_id,event_date,machine_id,dealer_id,colour_code,base_liters,can_count,status,note
ASPTNTEVT00012869,2024-07-03,ASPTINT00017,ASPDLR000790,missing,46.66,29,service error,shade mismatch
ASPTNTEVT00012870,2025-12-08,ASPTINT00237,ASPDLR000265,W001,29.09,26,manual formula,
ASPTNTEVT00012871,2025-11-23,ASPTINT00643,ASPDLR000132,W001,8.99,22,re-tint,
ASPTNTEVT00012872,2026-02-02,ASPTINT00199,ASPDLR000762,R156,47.99,11,dispensed,machine down
ASPTNTEVT00012873,2025-09-07,ASPTINT00439,ASPDLR000375,custom,29.02,21,re-tint,
ASPTNTEVT00012874,2025-02-16,ASPTINT00412,ASPDLR000770,R156,46.78,1,re-tint,power cut
ASPTNTEVT00012875,2025-03-04,ASPTINT00331,ASPDLR000544,N093,11.34,35,service error,machine down
ASPTNTEVT00012876,2026-02-04,ASPTINT00051,ASPDLR000420,N093,59.66,22,service error,power cut
ASPTNTEVT00012877,2025-05-09,ASPTINT00492,ASPDLR000168,W001,3.28,21,cancelled,shade mismatch
ASPTNTEVT00012878,2024-09-22,ASPTINT00240,ASPDLR000325,custom,33.61,20,dispensed,
ASPTNTEVT00012879,2024-09-02,ASPTINT00149,ASPDLR000441,missing,4.71,34,cancelled,machine down
ASPTNTEVT00012880,2024-11-12,ASPTINT00248,ASPDLR000592,R156,4.55,13,service error,
ASPTNTEVT00012881,2025-07-04,ASPTINT00265,ASPDLR000179,missing,39.41,28,manual formula,
ASPTNTEVT00012882,24-Nov-24,ASPTINT00090,ASPDLR000142,missing,49.51,10,dispensed,machine down
ASPTNTEVT00012883,2025-12-03,ASPTINT00330,ASPDLR000913,L124,8.70,6,cancelled,shade mismatch
ASPTNTEVT00012884,2024-06-10,ASPTINT00401,ASPDLR000724,L124,22.11,26,cancelled,
ASPTNTEVT00012885,2026-01-31,ASPTINT00578,ASPDLR000488,N093,15.84,13,cancelled,machine down
ASPTNTEVT00012886,18/11/2024,ASPTINT00135,ASPDLR000352,missing,31.07,10,re-tint,manual entry
ASPTNTEVT00012887,2025-11-03,ASPTINT00044,ASPDLR000262,Y076,49.13,13,re-tint,
ASPTNTEVT00012888,2026-01-19,ASPTINT00166,ASPDLR000366,missing,10.42,19,cancelled,machine down
ASPTNTEVT00012889,2024-09-30,ASPTINT00181,ASPDLR000355,L124,2.30,33,manual formula,shade mismatch
ASPTNTEVT00012890,2024-05-06,ASPTINT00465,ASPDLR000334,W001,25.58,15,manual formula,power cut
ASPTNTEVT00012891,2025-07-21,ASPTINT00641,ASPDLR000308,Y076,12.76,6,service error,power cut
ASPTNTEVT00012892,2024-04-18,ASPTINT00112,ASPDLR000468,W001,28.76,17,manual formula,manual entry
ASPTNTEVT00012893,01/04/2025,ASPTINT00029,ASPDLR000172,custom,16.94,18,re-tint,manual entry
ASPTNTEVT00012894,2025-02-03,ASPTINT00105,ASPDLR000233,N093,33.99,24,service error,shade mismatch
ASPTNTEVT00012895,2026-02-16,ASPTINT00007,ASPDLR000043,R156,45.98,6,re-tint,shade mismatch
ASPTNTEVT00012896,2024-05-27,ASPTINT00587,ASPDLR000160,N093,50.05,8,re-tint,manual entry
ASPTNTEVT00012897,2026-02-26,ASPTINT00367,ASPDLR000095,Y076,55.38,35,manual formula,manual entry
ASPTNTEVT00012898,2024-09-01,ASPTINT00535,ASPDLR000872,W001,35.18,35,cancelled,manual entry
ASPTNTEVT00012899,2025-12-10,ASPTINT00230,ASPDLR000617,missing,35.84,26,manual formula,machine down
ASPTNTEVT00012900,2026-01-11,ASPTINT00260,ASPDLR000186,Y076,13.95,3,re-tint,power cut
ASPTNTEVT00012901,2024-11-14,ASPTINT00484,ASPDLR000107,L124,59.21,17,re-tint,shade mismatch
ASPTNTEVT00012902,2025-01-02,ASPTINT00272,ASPDLR000093,Y076,33.08,11,manual formula,power cut
ASPTNTEVT00012903,2025-04-19,ASPTINT00554,ASPDLR000423,W001,43.43,6,manual formula,power cut
ASPTNTEVT00012904,05/21/2024,ASPTINT00593,ASPDLR000232,missing,47.35,13,service error,machine down
ASPTNTEVT00012905,2025-12-24,ASPTINT00139,ASPDLR000025,W001,53.23,2,dispensed,
ASPTNTEVT00012906,2024-07-06,ASPTINT00503,ASPDLR000651,L124,40.24,31,cancelled,power cut
ASPTNTEVT00012907,2025-04-09,ASPTINT00143,ASPDLR000550,N093,47.47,26,re-tint,power cut
ASPTNTEVT00012908,12/03/2025,ASPTINT00096,ASPDLR000230,W001,13.32,19,re-tint,manual entry
ASPTNTEVT00012909,2025-10-20,ASPTINT00451,ASPDLR000456,missing,30.18,35,dispensed,power cut
ASPTNTEVT00012910,2025-09-09,ASPTINT00099,ASPDLR000816,custom,28.73,34,service error,manual entry
ASPTNTEVT00012911,2024-10-01,ASPTINT00182,ASPDLR000415,custom,41.74,31,dispensed,shade mismatch
ASPTNTEVT00012912,2025-01-21,ASPTINT00292,ASPDLR000010,custom,35.66,27,cancelled,manual entry
ASPTNTEVT00012913,2024-09-19,ASPTINT00080,ASPDLR000318,W001,40.01,23,service error,power cut
ASPTNTEVT00012914,2025-12-11,ASPTINT00533,ASPDLR000840,Y076,34.60,15,manual formula,
ASPTNTEVT00012915,2025-09-14,ASPTINT00521,ASPDLR000947,Y076,11.56,12,manual formula,manual entry
ASPTNTEVT00012916,2025-10-14,ASPTINT00266,ASPDLR000786,L124,18.33,8,dispensed,shade mismatch
ASPTNTEVT00012917,2024-09-17,ASPTINT00100,ASPDLR000660,L124,55.82,24,cancelled,shade mismatch
ASPTNTEVT00012918,2024-04-16,ASPTINT00387,ASPDLR000567,L124,43.77,6,re-tint,
ASPTNTEVT00012919,2025-12-20,ASPTINT00191,ASPDLR000920,W001,35.56,17,re-tint,shade mismatch
ASPTNTEVT00012920,2024-11-04,ASPTINT00549,ASPDLR000697,W001,58.10,25,manual formula,shade mismatch
ASPTNTEVT00012921,2025-08-23,ASPTINT00092,ASPDLR000789,Y076,16.16,13,service error,
ASPTNTEVT00012922,2026-02-01,ASPTINT00524,ASPDLR000364,custom,19.38,23,manual formula,power cut
ASPTNTEVT00012923,09/05/2025,ASPTINT00009,ASPDLR000348,N093,26.32,6,dispensed,
ASPTNTEVT00012924,2025-12-28,ASPTINT00510,ASPDLR000247,N093,16.33,34,re-tint,manual entry
ASPTNTEVT00012925,2025-05-06,ASPTINT00326,ASPDLR000678,custom,15.79,24,cancelled,
ASPTNTEVT00012926,2024-12-05,ASPTINT00375,ASPDLR000734,missing,5.58,2,re-tint,machine down
ASPTNTEVT00012927,2025-11-30,ASPTINT00037,ASPDLR000300,missing,35.25,25,manual formula,machine down
ASPTNTEVT00012928,22-Nov-24,ASPTINT00544,ASPDLR000899,Y076,59.86,27,cancelled,manual entry
ASPTNTEVT00012929,2025-09-15,ASPTINT00190,ASPDLR000996,missing,5.90,2,cancelled,manual entry
ASPTNTEVT00012930,06/23/2024,ASPTINT00487,ASPDLR000265,custom,30.53,23,dispensed,manual entry
ASPTNTEVT00012931,2025-03-16,ASPTINT00131,ASPDLR000800,W001,25.93,23,re-tint,
ASPTNTEVT00012932,2025-02-26,ASPTINT00211,ASPDLR000572,N093,59.16,8,service error,machine down
ASPTNTEVT00012933,2024-11-22,ASPTINT00247,ASPDLR000568,W001,32.83,33,manual formula,shade mismatch
ASPTNTEVT00012934,24/08/2025,ASPTINT00449,ASPDLR000312,N093,16.64,35,service error,power cut
ASPTNTEVT00012935,2024-11-20,ASPTINT00081,ASPDLR000317,L124,19.87,24,service error,power cut
ASPTNTEVT00012936,2024-07-30,ASPTINT00198,ASPDLR000301,custom,24.10,9,re-tint,power cut
ASPTNTEVT00012937,2025-11-05,ASPTINT00294,ASPDLR000807,R156,57.25,7,service error,manual entry
ASPTNTEVT00012938,2024-11-23,ASPTINT00077,ASPDLR000923,Y076,0.78,12,dispensed,power cut
ASPTNTEVT00012939,2025-09-17,ASPTINT00553,ASPDLR000468,custom,58.46,31,cancelled,power cut
ASPTNTEVT00012940,04/08/2025,ASPTINT00446,ASPDLR000282,Y076,10.43,34,dispensed,manual entry
ASPTNTEVT00012941,2025-06-06,ASPTINT00258,ASPDLR000212,Y076,3.63,5,dispensed,machine down
ASPTNTEVT00012942,2025-10-12,ASPTINT00024,ASPDLR000136,N093,30.43,21,service error,shade mismatch
ASPTNTEVT00012943,2025-06-24,ASPTINT00374,ASPDLR000202,W001,21.56,31,dispensed,shade mismatch
ASPTNTEVT00012944,2024-04-05,ASPTINT00625,ASPDLR000958,missing,47.83,30,dispensed,power cut
ASPTNTEVT00012945,19/04/2025,ASPTINT00085,ASPDLR000797,L124,9.16,20,cancelled,power cut
ASPTNTEVT00012946,04/12/2025,ASPTINT00027,ASPDLR000450,R156,29.82,28,re-tint,manual entry
ASPTNTEVT00012947,2024-05-25,ASPTINT00366,ASPDLR000562,R156,11.87,20,service error,power cut
ASPTNTEVT00012948,2025-05-07,ASPTINT00450,ASPDLR000046,W001,28.33,9,cancelled,shade mismatch
ASPTNTEVT00012949,03/17/2025,ASPTINT00422,ASPDLR000045,N093,15.57,16,service error,manual entry
ASPTNTEVT00012950,2025-06-15,ASPTINT00174,ASPDLR000034,Y076,29.03,34,re-tint,
ASPTNTEVT00012951,2024-10-31,ASPTINT00303,ASPDLR000943,N093,57.62,32,service error,
ASPTNTEVT00012952,2026-02-19,ASPTINT00280,ASPDLR000323,custom,35.06,8,cancelled,shade mismatch
ASPTNTEVT00012953,2025-12-24,ASPTINT00583,ASPDLR000500,L124,28.20,31,dispensed,machine down
ASPTNTEVT00012954,12/01/2024,ASPTINT00463,ASPDLR000691,N093,20.64,35,service error,power cut
ASPTNTEVT00012955,07/05/2024,ASPTINT00618,ASPDLR000774,custom,59.57,6,service error,machine down
ASPTNTEVT00012956,31-Dec-24,ASPTINT00181,ASPDLR000355,Y076,36.46,27,dispensed,manual entry
ASPTNTEVT00012957,2024-10-22,ASPTINT00503,ASPDLR000651,Y076,41.77,34,manual formula,machine down
ASPTNTEVT00012958,2025-06-30,ASPTINT00151,ASPDLR000701,L124,25.17,5,service error,
ASPTNTEVT00012959,10/19/2025,ASPTINT00621,ASPDLR000625,N093,51.06,12,re-tint,shade mismatch
ASPTNTEVT00012960,2025-12-05,ASPTINT00311,ASPDLR000001,R156,4.52,27,cancelled,power cut
ASPTNTEVT00012961,01/07/2025,ASPTINT00132,ASPDLR000350,Y076,46.39,8,manual formula,power cut
ASPTNTEVT00012962,2024-11-10,ASPTINT00605,ASPDLR000025,N093,13.11,10,service error,manual entry
ASPTNTEVT00012963,2024-12-06,ASPTINT00108,ASPDLR000451,custom,15.24,10,dispensed,
ASPTNTEVT00012964,2026-03-19,ASPTINT00306,ASPDLR000436,N093,31.74,8,manual formula,power cut
ASPTNTEVT00012965,2025-08-16,ASPTINT00590,ASPDLR000352,L124,7.30,13,re-tint,machine down
ASPTNTEVT00012966,2024-11-23,ASPTINT00251,ASPDLR000525,custom,11.87,30,manual formula,
ASPTNTEVT00012967,2024-12-20,ASPTINT00501,ASPDLR000940,N093,26.74,24,manual formula,shade mismatch
ASPTNTEVT00012968,2024-11-10,ASPTINT00500,ASPDLR000629,N093,37.83,8,dispensed,manual entry
ASPTNTEVT00012969,2025-04-02,ASPTINT00239,ASPDLR000687,N093,1.60,26,manual formula,shade mismatch
ASPTNTEVT00012970,2026-01-18,ASPTINT00134,ASPDLR000619,Y076,47.93,3,manual formula,
ASPTNTEVT00012971,2025-09-15,ASPTINT00247,ASPDLR000568,W001,44.39,9,service error,
ASPTNTEVT00012972,2026-03-30,ASPTINT00265,ASPDLR000179,custom,5.00,26,re-tint,shade mismatch
ASPTNTEVT00012973,2025-05-11,ASPTINT00014,ASPDLR000253,L124,38.10,30,cancelled,
ASPTNTEVT00012974,2026-01-31,ASPTINT00412,ASPDLR000770,L124,4.28,15,service error,shade mismatch
ASPTNTEVT00012975,2024-04-08,ASPTINT00172,ASPDLR000034,missing,22.94,15,manual formula,
ASPTNTEVT00012976,08/29/2024,ASPTINT00565,ASPDLR000535,W001,3.49,26,dispensed,
ASPTNTEVT00012977,2024-05-12,ASPTINT00165,ASPDLR000286,N093,28.08,2,cancelled,power cut
ASPTNTEVT00012978,2025-06-05,ASPTINT00383,ASPDLR000088,Y076,36.71,26,service error,manual entry
ASPTNTEVT00012979,2024-04-13,ASPTINT00372,ASPDLR000148,custom,46.64,19,re-tint,power cut
ASPTNTEVT00012980,2024-12-25,ASPTINT00456,ASPDLR000025,missing,41.25,30,service error,shade mismatch
ASPTNTEVT00012981,2025-09-11,ASPTINT00341,ASPDLR000570,W001,56.87,31,manual formula,manual entry
ASPTNTEVT00012982,2025-03-30,ASPTINT00068,ASPDLR000792,missing,20.99,27,manual formula,shade mismatch
ASPTNTEVT00012983,2025-11-07,ASPTINT00059,ASPDLR000558,W001,11.99,34,cancelled,
ASPTNTEVT00012984,2024-07-06,ASPTINT00089,ASPDLR000808,N093,27.11,13,service error,shade mismatch
ASPTNTEVT00012985,2024-04-05,ASPTINT00074,ASPDLR000434,R156,22.58,5,dispensed,power cut
ASPTNTEVT00012986,2025-04-05,ASPTINT00070,ASPDLR000238,R156,10.19,1,dispensed,manual entry
ASPTNTEVT00012987,2025-03-17,ASPTINT00065,ASPDLR000572,N093,54.99,8,cancelled,
ASPTNTEVT00012988,2024-05-22,ASPTINT00529,ASPDLR000008,R156,42.09,28,re-tint,machine down
ASPTNTEVT00012989,2024-06-08,ASPTINT00573,ASPDLR000971,Y076,58.51,13,service error,machine down
ASPTNTEVT00012990,2025-07-27,ASPTINT00457,ASPDLR000089,N093,42.43,15,re-tint,machine down
ASPTNTEVT00012991,2024-11-12,ASPTINT00449,ASPDLR000312,L124,34.29,3,cancelled,power cut
ASPTNTEVT00012992,2026-01-19,ASPTINT00611,ASPDLR000063,custom,5.65,1,service error,shade mismatch
ASPTNTEVT00012993,2025-01-04,ASPTINT00152,ASPDLR000392,Y076,9.63,11,manual formula,machine down
ASPTNTEVT00012994,2024-12-15,ASPTINT00407,ASPDLR000693,L124,9.62,35,service error,shade mismatch
ASPTNTEVT00012995,2024-04-07,ASPTINT00580,ASPDLR000830,custom,18.52,35,manual formula,
ASPTNTEVT00012996,2024-12-06,ASPTINT00124,ASPDLR000101,L124,35.36,9,re-tint,machine down
ASPTNTEVT00012997,2024-04-05,ASPTINT00376,ASPDLR000260,Y076,29.46,24,dispensed,manual entry
ASPTNTEVT00012998,2025-07-26,ASPTINT00088,ASPDLR000403,W001,29.94,28,re-tint,
ASPTNTEVT00012999,2026-03-30,ASPTINT00531,ASPDLR000108,missing,34.96,12,service error,manual entry
ASPTNTEVT00013000,2025-08-22,ASPTINT00337,ASPDLR000502,missing,1.91,10,re-tint,machine down
ASPTNTEVT00013001,2025-01-12,ASPTINT00156,ASPDLR000741,L124,1.54,9,re-tint,power cut
ASPTNTEVT00013002,2025-01-01,ASPTINT00044,ASPDLR000262,R156,36.24,18,cancelled,manual entry
ASPTNTEVT00013003,2025-11-30,ASPTINT00231,ASPDLR000890,W001,28.11,22,re-tint,power cut
ASPTNTEVT00013004,2025-06-11,ASPTINT00048,ASPDLR000319,R156,31.87,18,dispensed,shade mismatch
ASPTNTEVT00013005,2025-06-28,ASPTINT00537,ASPDLR000127,Y076,29.27,13,cancelled,
ASPTNTEVT00013006,2025-09-18,ASPTINT00369,ASPDLR000957,L124,26.91,33,re-tint,power cut
ASPTNTEVT00013007,2024-05-22,ASPTINT00083,ASPDLR000697,W001,16.78,32,dispensed,
ASPTNTEVT00013008,2026-01-29,ASPTINT00408,ASPDLR000693,N093,23.50,25,manual formula,
ASPTNTEVT00013009,2024-08-04,ASPTINT00439,ASPDLR000375,N093,58.44,22,service error,
ASPTNTEVT00013010,2024-07-19,ASPTINT00641,ASPDLR000308,N093,1.61,4,cancelled,power cut
ASPTNTEVT00013011,2024-06-26,ASPTINT00641,ASPDLR000308,N093,4.46,22,re-tint,machine down
ASPTNTEVT00013012,2024-11-11,ASPTINT00560,ASPDLR000145,W001,21.24,23,service error,machine down
ASPTNTEVT00013013,2025-03-13,ASPTINT00260,ASPDLR000186,N093,16.34,7,service error,
ASPTNTEVT00013014,2025-12-22,ASPTINT00387,ASPDLR000567,missing,31.33,12,service error,
ASPTNTEVT00013015,2024-10-26,ASPTINT00083,ASPDLR000697,N093,36.25,19,service error,
ASPTNTEVT00013016,2025-08-21,ASPTINT00465,ASPDLR000334,R156,1.16,18,re-tint,power cut
ASPTNTEVT00013017,2024-09-18,ASPTINT00649,ASPDLR000854,W001,21.39,23,manual formula,shade mismatch
ASPTNTEVT00013018,29/07/2024,ASPTINT00275,ASPDLR000067,missing,21.68,9,dispensed,power cut
ASPTNTEVT00013019,2024-11-29,ASPTINT00426,ASPDLR000423,R156,3.67,18,dispensed,machine down
ASPTNTEVT00013020,2024-08-15,ASPTINT00460,ASPDLR000066,custom,29.35,16,cancelled,power cut
ASPTNTEVT00013021,2025-10-10,ASPTINT00192,ASPDLR000802,Y076,57.50,6,cancelled,shade mismatch
ASPTNTEVT00013022,2025-03-26,ASPTINT00049,ASPDLR000432,missing,26.46,26,dispensed,
ASPTNTEVT00013023,2025-09-13,ASPTINT00475,ASPDLR000417,N093,58.84,18,dispensed,machine down
ASPTNTEVT00013024,2024-09-29,ASPTINT00621,ASPDLR000625,W001,26.05,11,service error,manual entry
ASPTNTEVT00013025,30/03/2025,ASPTINT00359,ASPDLR000895,L124,13.37,1,service error,
ASPTNTEVT00013026,09/11/2024,ASPTINT00207,ASPDLR000524,N093,3.45,5,dispensed,machine down
ASPTNTEVT00013027,2025-01-04,ASPTINT00446,ASPDLR000282,Y076,24.90,29,cancelled,machine down
ASPTNTEVT00013028,2024-05-26,ASPTINT00319,ASPDLR000450,L124,48.88,30,manual formula,power cut
ASPTNTEVT00013029,2024-07-22,ASPTINT00511,ASPDLR000817,missing,28.02,23,re-tint,shade mismatch
ASPTNTEVT00013030,2024-07-25,ASPTINT00195,ASPDLR000312,R156,21.34,9,manual formula,manual entry
ASPTNTEVT00013031,28-Jul-24,ASPTINT00312,ASPDLR000379,missing,38.56,32,re-tint,shade mismatch
ASPTNTEVT00013032,2025-03-12,ASPTINT00445,ASPDLR000371,Y076,42.77,14,dispensed,power cut
ASPTNTEVT00013033,09/10/2025,ASPTINT00067,ASPDLR000645,R156,45.81,17,cancelled,power cut
ASPTNTEVT00013034,2025-12-08,ASPTINT00584,ASPDLR000888,custom,54.54,31,manual formula,machine down
ASPTNTEVT00013035,02/07/2024,ASPTINT00212,ASPDLR000754,custom,33.51,21,cancelled,power cut
ASPTNTEVT00013036,2025-03-05,ASPTINT00345,ASPDLR000364,N093,59.04,22,dispensed,manual entry
ASPTNTEVT00013037,2025-01-30,ASPTINT00585,ASPDLR000643,W001,6.16,14,dispensed,power cut
ASPTNTEVT00013038,2024-05-31,ASPTINT00242,ASPDLR000732,L124,34.24,29,manual formula,
ASPTNTEVT00013039,2024-11-23,ASPTINT00357,ASPDLR000923,L124,46.65,22,manual formula,
ASPTNTEVT00013040,2025-04-24,ASPTINT00295,ASPDLR000389,Y076,25.57,13,service error,
ASPTNTEVT00013041,2026-01-27,ASPTINT00234,ASPDLR000524,L124,42.76,13,cancelled,power cut
ASPTNTEVT00013042,2024-11-09,ASPTINT00623,ASPDLR000674,R156,19.76,22,re-tint,power cut
ASPTNTEVT00013043,2024-11-12,ASPTINT00028,ASPDLR000482,Y076,9.76,21,manual formula,manual entry
ASPTNTEVT00013044,2024-05-19,ASPTINT00295,ASPDLR000389,R156,18.83,10,manual formula,machine down
ASPTNTEVT00013045,02/07/2024,ASPTINT00644,ASPDLR000752,R156,8.40,2,cancelled,shade mismatch
ASPTNTEVT00013046,01/07/2024,ASPTINT00028,ASPDLR000482,Y076,30.99,2,re-tint,manual entry
ASPTNTEVT00013047,2024-08-19,ASPTINT00069,ASPDLR000128,Y076,4.39,25,manual formula,power cut
ASPTNTEVT00013048,2025-07-11,ASPTINT00170,ASPDLR000498,Y076,42.01,20,manual formula,shade mismatch
ASPTNTEVT00013049,2025-05-14,ASPTINT00202,ASPDLR000278,custom,25.61,13,service error,machine down
ASPTNTEVT00013050,2024-09-13,ASPTINT00368,ASPDLR000559,Y076,9.12,21,manual formula,manual entry
ASPTNTEVT00013051,28-Feb-25,ASPTINT00571,ASPDLR000292,Y076,37.37,32,manual formula,
ASPTNTEVT00013052,2025-11-08,ASPTINT00142,ASPDLR000377,missing,37.19,35,cancelled,
ASPTNTEVT00013053,2024-07-05,ASPTINT00201,ASPDLR000587,L124,49.13,4,manual formula,
ASPTNTEVT00013054,2024-08-24,ASPTINT00279,ASPDLR000229,missing,58.71,8,dispensed,
ASPTNTEVT00013055,2025-07-10,ASPTINT00318,ASPDLR000682,custom,52.76,6,service error,shade mismatch
ASPTNTEVT00013056,2025-10-31,ASPTINT00155,ASPDLR000994,Y076,9.73,35,service error,shade mismatch
ASPTNTEVT00013057,2026-01-08,ASPTINT00227,ASPDLR000493,missing,29.90,23,service error,machine down
ASPTNTEVT00013058,25/10/2025,ASPTINT00569,ASPDLR000273,W001,45.52,18,dispensed,machine down
ASPTNTEVT00013059,2025-01-03,ASPTINT00615,ASPDLR000381,custom,51.23,14,cancelled,machine down
ASPTNTEVT00013060,2025-11-24,ASPTINT00595,ASPDLR000645,N093,2.84,32,manual formula,
ASPTNTEVT00013061,2026-02-21,ASPTINT00275,ASPDLR000067,Y076,29.16,30,cancelled,shade mismatch
ASPTNTEVT00013062,2025-04-04,ASPTINT00419,ASPDLR000284,Y076,33.66,35,manual formula,manual entry
ASPTNTEVT00013063,2024-06-18,ASPTINT00361,ASPDLR000562,missing,4.38,6,manual formula,shade mismatch
ASPTNTEVT00013064,2025-08-31,ASPTINT00263,ASPDLR000527,R156,34.81,13,re-tint,machine down
ASPTNTEVT00013065,2025-07-08,ASPTINT00276,ASPDLR000255,custom,19.70,18,re-tint,shade mismatch
ASPTNTEVT00013066,2025-01-27,ASPTINT00552,ASPDLR000534,R156,58.19,29,re-tint,power cut
ASPTNTEVT00013067,04/09/2024,ASPTINT00290,ASPDLR000822,R156,52.86,1,manual formula,manual entry
ASPTNTEVT00013068,2025-12-21,ASPTINT00396,ASPDLR000771,N093,5.81,18,cancelled,manual entry
ASPTNTEVT00013069,2025-07-22,ASPTINT00362,ASPDLR000620,Y076,10.53,18,dispensed,machine down
ASPTNTEVT00013070,2025-03-19,ASPTINT00122,ASPDLR000960,W001,35.79,29,cancelled,shade mismatch
ASPTNTEVT00013071,2025-10-05,ASPTINT00493,ASPDLR000973,custom,50.82,9,manual formula,power cut
ASPTNTEVT00013072,2025-07-26,ASPTINT00227,ASPDLR000493,R156,44.32,3,dispensed,manual entry
ASPTNTEVT00013073,2024-10-26,ASPTINT00100,ASPDLR000660,Y076,5.94,14,manual formula,power cut
ASPTNTEVT00013074,2025-04-15,ASPTINT00191,ASPDLR000920,missing,54.41,14,cancelled,
ASPTNTEVT00013075,2025-09-26,ASPTINT00014,ASPDLR000253,missing,48.93,11,dispensed,manual entry
ASPTNTEVT00013076,2025-10-29,ASPTINT00224,ASPDLR000386,W001,55.76,6,cancelled,
ASPTNTEVT00013077,2024-04-28,ASPTINT00383,ASPDLR000088,R156,13.80,10,re-tint,manual entry
ASPTNTEVT00013078,2024-12-22,ASPTINT00397,ASPDLR000751,N093,31.97,5,cancelled,power cut
ASPTNTEVT00013079,18/01/2026,ASPTINT00173,ASPDLR000389,W001,3.97,34,cancelled,machine down
ASPTNTEVT00013080,2024-10-09,ASPTINT00629,ASPDLR000540,N093,36.18,30,manual formula,manual entry
ASPTNTEVT00013081,2025-05-10,ASPTINT00607,ASPDLR000104,custom,41.86,2,service error,manual entry
ASPTNTEVT00013082,2026-02-21,ASPTINT00125,ASPDLR000077,custom,51.74,6,manual formula,shade mismatch
ASPTNTEVT00013083,2025-04-21,ASPTINT00340,ASPDLR000271,Y076,46.97,11,dispensed,manual entry
ASPTNTEVT00013084,2024-05-31,ASPTINT00619,ASPDLR000259,R156,5.38,28,service error,manual entry
ASPTNTEVT00013085,2025-11-22,ASPTINT00068,ASPDLR000792,Y076,3.94,28,re-tint,manual entry
ASPTNTEVT00013086,2025-09-14,ASPTINT00207,ASPDLR000524,missing,54.86,35,cancelled,
ASPTNTEVT00013087,2025-01-25,ASPTINT00378,ASPDLR000039,W001,13.43,7,service error,shade mismatch
ASPTNTEVT00013088,31-Dec-25,ASPTINT00069,ASPDLR000128,W001,4.66,15,manual formula,shade mismatch
ASPTNTEVT00013089,07/30/2025,ASPTINT00353,ASPDLR000529,custom,2.35,24,manual formula,machine down
ASPTNTEVT00013090,2025-01-22,ASPTINT00361,ASPDLR000562,custom,55.48,12,cancelled,machine down
ASPTNTEVT00013091,2024-08-04,ASPTINT00118,ASPDLR000095,L124,31.68,1,manual formula,manual entry
ASPTNTEVT00013092,2025-07-05,ASPTINT00234,ASPDLR000524,N093,57.06,2,dispensed,manual entry
ASPTNTEVT00013093,2025-02-13,ASPTINT00072,ASPDLR000971,Y076,54.72,23,cancelled,machine down
ASPTNTEVT00013094,2024-07-02,ASPTINT00127,ASPDLR000555,missing,33.50,11,cancelled,
ASPTNTEVT00013095,11-Oct-24,ASPTINT00101,ASPDLR000901,Y076,18.25,33,manual formula,machine down
ASPTNTEVT00013096,2025-09-02,ASPTINT00209,ASPDLR000636,N093,2.49,11,cancelled,
ASPTNTEVT00013097,10/12/2025,ASPTINT00062,ASPDLR000112,custom,56.27,22,cancelled,manual entry
ASPTNTEVT00013098,2024-11-11,ASPTINT00454,ASPDLR000707,R156,47.62,35,re-tint,power cut
ASPTNTEVT00013099,2025-07-24,ASPTINT00310,ASPDLR000784,missing,32.65,23,re-tint,
ASPTNTEVT00013100,2025-12-15,ASPTINT00464,ASPDLR000378,Y076,32.01,1,service error,
ASPTNTEVT00013101,13/05/2024,ASPTINT00210,ASPDLR000388,Y076,53.56,16,dispensed,manual entry
ASPTNTEVT00013102,2025-04-21,ASPTINT00123,ASPDLR000448,W001,27.87,10,service error,manual entry
ASPTNTEVT00013103,2025-01-06,ASPTINT00062,ASPDLR000112,Y076,56.78,17,dispensed,manual entry
ASPTNTEVT00013104,2024-11-27,ASPTINT00493,ASPDLR000973,L124,16.78,13,manual formula,manual entry
ASPTNTEVT00013105,2024-10-16,ASPTINT00482,ASPDLR000125,missing,6.51,23,cancelled,
ASPTNTEVT00013106,2024-09-17,ASPTINT00201,ASPDLR000587,Y076,37.03,12,manual formula,
ASPTNTEVT00013107,2024-10-22,ASPTINT00599,ASPDLR000036,N093,44.32,22,service error,
ASPTNTEVT00013108,2025-02-21,ASPTINT00131,ASPDLR000800,missing,42.56,9,re-tint,machine down
ASPTNTEVT00013109,2025-03-03,ASPTINT00298,ASPDLR000807,N093,54.30,31,service error,shade mismatch
ASPTNTEVT00013110,2025-03-31,ASPTINT00054,ASPDLR000857,Y076,57.59,7,cancelled,machine down
ASPTNTEVT00013111,2024-05-03,ASPTINT00265,ASPDLR000179,L124,56.42,15,service error,manual entry
ASPTNTEVT00013112,2024-07-14,ASPTINT00105,ASPDLR000233,R156,58.95,26,dispensed,shade mismatch
ASPTNTEVT00013113,2024-12-17,ASPTINT00321,ASPDLR000015,missing,28.92,16,dispensed,manual entry
ASPTNTEVT00013114,2024-10-30,ASPTINT00066,ASPDLR000932,Y076,58.90,8,re-tint,
ASPTNTEVT00013115,2025-02-23,ASPTINT00480,ASPDLR000335,N093,27.21,26,cancelled,machine down
ASPTNTEVT00013116,2024-05-10,ASPTINT00262,ASPDLR000950,R156,52.86,19,manual formula,shade mismatch
ASPTNTEVT00013117,15/01/2025,ASPTINT00061,ASPDLR000947,missing,37.94,20,dispensed,power cut
