machine_id,dealer_id,dealer_name,install_date,machine_model,service_status,last_service_date
ASPTINT00508,ASPDLR000973,Vijaya Senthil Paints,17-Jun-22,CW-Express,OK,2025-06-11
ASPTINT00509,ASPDLR000774,Vijaya Senthil Agro,2025-04-09,CW-Classic,Old,2026-03-18
ASPTINT00510,ASPDLR000247,Sri Suresh Services,2021-05-18,CW-Pro,Shifted,2024-06-30
ASPTINT00511,ASPDLR000817,Mahalakshmi Meena Chemicals,2015-04-19,CW-Express,Down,2026-01-11
ASPTINT00512,ASPDLR000692,United Kavya Enterprises,2020-09-07,BH-Studio,Calibration due,2026-03-22
ASPTINT00513,ASPDLR000493,Murugan Rafiq Paints,11/01/2019,CW-Express,Shifted,2024-04-21
ASPTINT00514,ASPDLR000697,Shree Karthik Paints,2016-10-21,BH-Studio,Old,26-Jan-25
ASPTINT00515,ASPDLR000336,Ganesh Deepak Agro,2015-02-02,CW-Pro,Old,2024-08-12
ASPTINT00516,ASPDLR000733,Balaji Rafiq Stores,2015-07-23,CW-Pro,Old,2025-04-27
ASPTINT00517,ASPDLR000599,Metro Karthik Paints,2023-04-12,BH-Studio,Shifted,2024-11-03
ASPTINT00518,ASPDLR000868,Sri Manoj Paints,2022-03-11,CW-Classic,Down,2024-10-14
ASPTINT00519,ASPDLR000178,Vijaya Anand Services,2019-05-05,CW-Pro,Shifted,2026-01-03
ASPTINT00520,ASPDLR000451,Star Anand Associates,2021-05-01,CW-Classic,Down,2026-01-01
ASPTINT00521,ASPDLR000947,Sri Sanjay Paints,2015-01-09,CW-Classic,Down,2026-02-20
ASPTINT00522,ASPDLR000546,NATIONAL IRFAN CHEMICALS,17/04/2017,BH-Studio,Calibration due,2025-03-15
ASPTINT00523,ASPDLR000250,Murugan Prakash Hardware,2023-05-21,BH-Studio,Down,2025-08-22
ASPTINT00524,ASPDLR000364,Sri Sowmya Mart,06/10/2024,CW-Classic,Shifted,2025-12-25
ASPTINT00525,ASPDLR000446,Kaveri Suresh Paints,2025-05-05,CW-Pro,Old,2025-06-13
ASPTINT00526,ASPDLR000693,Shree Yusuf Agro,01-Aug-21,CW-Express,Shifted,2025-12-20
ASPTINT00527,ASPDLR000647,Star Chandra Associates,15/05/2016,CW-Express,Down,2024-08-22
ASPTINT00528,ASPDLR000245,Vijaya Prakash Agencies Ltd,2016-06-18,CW-Express,Old,2024-08-20
ASPTINT00529,ASPDLR000008,Balaji Suresh Traders,2025-02-06,CW-Express,Down,2025-03-13
ASPTINT00530,ASPDLR000246,Vijaya Prakash Mart,2015-01-13,CW-Pro,Old,2024-07-06
ASPTINT00531,ASPDLR000108,Metro Lokesh Paints,2020-02-26,CW-Express,Calibration due,08-Nov-25
ASPTINT00532,ASPDLR000358,National Lokesh Tyres,2023-05-11,CW-Classic,Calibration due,09/09/2025
ASPTINT00533,ASPDLR000840,City Chandra Chemicals,2022-09-27,BH-Studio,Shifted,24-Mar-25
ASPTINT00534,ASPDLR000235,New Naveen Fertilisers,2021-06-20,CW-Classic,Shifted,2026-01-16
ASPTINT00535,ASPDLR000872,Modern Suresh Agencies,2025-11-01,CW-Classic,Old,22/10/2025
ASPTINT00536,ASPDLR000759,Modern Revathi Paints,2017-07-01,CW-Express,Old,2025-08-14
ASPTINT00537,ASPDLR000127,Modern Deepak Paints,2018-11-25,CW-Express,Calibration due,2024-10-14
ASPTINT00538,ASPDLR000812,Lucky Naveen Paints,2020-09-30,CW-Classic,OK,2024-11-10
ASPTINT00539,ASPDLR000545,City Bala Paints,25/03/2017,BH-Studio,Down,2025-11-20
ASPTINT00540,ASPDLR000615,City Karthik Paints,2015-03-17,CW-Classic,Calibration due,2025-01-02
ASPTINT00541,ASPDLR000067,Kaveri Kavya Paints,2021-05-13,BH-Studio,Calibration due,2024-07-01
ASPTINT00542,ASPDLR000747,New Bala Services,2015-05-07,BH-Studio,Calibration due,2024-12-19
ASPTINT00543,ASPDLR000683,Mahalakshmi Naveen Agencies,2016-05-23,CW-Pro,Calibration due,2024-10-08
ASPTINT00544,ASPDLR000899,UNITED REVATHI ENTERPRISES,20/09/2018,CW-Express,Down,2026-02-22
ASPTINT00545,ASPDLR000815,Modern Senthil Chemicals,2016-04-08,BH-Studio,Calibration due,24/03/2026
ASPTINT00546,ASPDLR000346,City Prakash Paints,11/12/2015,BH-Studio,Shifted,2025-06-24
ASPTINT00547,ASPDLR000883,Star Priya Enterprises,2016-08-03,CW-Express,Down,2025-11-12
ASPTINT00548,ASPDLR000163,KAVERI JAGAN TRADERS,2023-04-25,CW-Pro,Shifted,2025-06-04
ASPTINT00549,ASPDLR000697,Shree Karthik Paints,07/07/2017,CW-Express,Shifted,2025-04-17
ASPTINT00550,ASPDLR000629,Metro Kavya Paints,2017-03-19,BH-Studio,Down,2024-12-08
ASPTINT00551,ASPDLR000729,Star Jagan Enterprises,02/22/2025,CW-Express,Down,2025-10-22
ASPTINT00552,ASPDLR000534,SRI Suresh Agro,2021-07-11,CW-Pro,Old,2025-07-06
ASPTINT00553,ASPDLR000468,Star Farida Agencies,2020-05-04,BH-Studio,OK,2024-09-09
ASPTINT00554,ASPDLR000423,Balaji Kavya Paints,01-Apr-17,CW-Express,Old,2025-01-23
ASPTINT00555,ASPDLR000963,NEW YUSUF ENTERPRISES,2020-09-15,CW-Classic,Shifted,2025-12-13
ASPTINT00556,ASPDLR000070,Metro Geetha Agencies,2021-11-03,CW-Express,Old,2024-11-02
ASPTINT00557,ASPDLR000298,Metro Hari Paints,2023-08-26,BH-Studio,Shifted,11/05/2025
ASPTINT00558,ASPDLR000904,United Geetha Paints,2023-09-05,CW-Pro,Shifted,2025-02-06
ASPTINT00559,ASPDLR000126,Metro Geetha Paints,08/02/2017,CW-Express,Calibration due,2025-03-10
ASPTINT00560,ASPDLR000145,Metro Farida Corporation,2019-04-17,CW-Classic,Shifted,03/04/2024
ASPTINT00561,ASPDLR000368,Murugan Irfan Depot,2025-12-29,CW-Classic,Calibration due,2025-01-29
ASPTINT00562,ASPDLR000939,Lucky Anand Paints,2017-07-25,BH-Studio,Calibration due,2025-07-18
ASPTINT00563,ASPDLR000039,Ganesh Sowmya Chemicals,2017-12-15,CW-Express,Old,2026-03-27
ASPTINT00564,ASPDLR000502,Shree Ganesh Paints,2021-12-18,CW-Classic,Down,2024-05-29
ASPTINT00565,ASPDLR000535,PRIME KAVYA DISTRIBUTORS,2019-01-21,CW-Express,Shifted,13/03/2026
ASPTINT00566,ASPDLR000701,Star Bala Enterprises,2019-03-19,BH-Studio,OK,2024-09-27
ASPTINT00567,ASPDLR000325,Ganesh Ganesh Depot,2023-12-31,CW-Express,Down,2025-09-09
ASPTINT00568,ASPDLR000334,National Farida Depot,2017-06-15,CW-Pro,Down,2024-09-15
ASPTINT00569,ASPDLR000273,Modern Ganesh Services,2020-12-27,CW-Classic,Calibration due,08/17/2024
ASPTINT00570,ASPDLR000421,Ganesh Naveen Depot,2018-02-03,CW-Express,OK,09/24/2024
ASPTINT00571,ASPDLR000292,New Kavya Agro,2016-08-07,BH-Studio,Old,2025-04-13
ASPTINT00572,ASPDLR000315,Vijaya Sanjay Paints,2016-06-11,CW-Pro,Calibration due,2025-01-16
ASPTINT00573,ASPDLR000971,Murugan Revathi Paints,2022-07-22,CW-Express,OK,2025-03-16
ASPTINT00574,ASPDLR000469,Ganesh Bala Fertilisers,2019-04-15,BH-Studio,Old,2024-04-04
ASPTINT00575,ASPDLR000158,Lucky Arun Paints,2017-02-28,CW-Classic,Calibration due,07/17/2024
ASPTINT00576,ASPDLR000709,Balaji Irfan Paints,2015-09-27,CW-Express,Calibration due,2025-10-23
ASPTINT00577,ASPDLR000101,Sri Farida Paints,2015-12-07,CW-Pro,Calibration due,2025-05-18
ASPTINT00578,ASPDLR000488,Modern Irfan Paints,2018-06-02,CW-Pro,Down,2024-05-17
ASPTINT00579,ASPDLR000907,Metro Naveen Agencies,29/08/2015,CW-Pro,Down,2024-04-06
ASPTINT00580,ASPDLR000830,Prime Hari Corporation,18/03/2025,CW-Classic,Calibration due,01/18/2026
ASPTINT00581,ASPDLR000601,Royal Deepak Paints,2019-04-09,CW-Pro,Old,12/04/2025
ASPTINT00582,ASPDLR000813,SRI Ganesh Paints,27/12/2023,CW-Pro,OK,2024-11-10
ASPTINT00583,ASPDLR000500,Balaji Senthil Services Pvt,2019-12-17,CW-Pro,Shifted,2025-06-22
ASPTINT00584,ASPDLR000888,New Irfan Traders,2018-03-14,CW-Pro,Old,2025-01-29
ASPTINT00585,ASPDLR000643,SRI Chandra Paints,2019-06-01,CW-Classic,OK,01/27/2026
ASPTINT00586,ASPDLR000977,Sri Chandra Sales,2018-11-18,CW-Express,Old,2024-08-22
ASPTINT00587,ASPDLR000160,Metro Arun Paints,2017-10-31,CW-Express,Old,2024-08-11
ASPTINT00588,ASPDLR000732,Lucky Manoj Stores,2020-11-22,CW-Classic,Down,2024-04-26
ASPTINT00589,ASPDLR000510,Ganesh Deepak Paints,2020-07-31,BH-Studio,Calibration due,2025-02-12
ASPTINT00590,ASPDLR000352,ROYAL NAVEEN PAINTS,2017-03-23,CW-Classic,Old,2026-03-23
ASPTINT00591,ASPDLR000448,United Chandra Paints,2025-05-25,BH-Studio,Down,31/07/2025
ASPTINT00592,ASPDLR000021,Kaveri Prakash Paints,2021-08-15,CW-Classic,Old,13-Oct-25
ASPTINT00593,ASPDLR000232,ROYAL JAGAN AGRO,28/12/2016,CW-Classic,Shifted,2025-03-09
ASPTINT00594,ASPDLR000283,Kaveri Sowmya Paints,2020-12-06,CW-Pro,OK,2024-09-18
ASPTINT00595,ASPDLR000645,Sree Sowmya Services,02-Nov-22,CW-Classic,OK,2025-10-26
ASPTINT00596,ASPDLR000745,Modern Geetha Enterprises,2019-06-10,CW-Express,Down,2026-03-04
ASPTINT00597,ASPDLR000352,ROYAL NAVEEN PAINTS,2024-07-01,CW-Classic,Old,2024-05-13
ASPTINT00598,ASPDLR000102,United Kavya Paints,2018-05-10,CW-Pro,Calibration due,2026-02-03
ASPTINT00599,ASPDLR000036,Balaji Rafiq Mart,2020-06-08,CW-Express,Down,2025-12-30
ASPTINT00600,ASPDLR000004,Sri Venkatesh Paints,2020-05-22,CW-Pro,Down,2025-05-14
ASPTINT00601,ASPDLR000611,Lucky Irfan Mart,12/12/2022,CW-Classic,OK,2024-06-30
ASPTINT00602,ASPDLR000007,Ganesh Kavya Chemicals,2020-06-19,CW-Classic,Down,15-Apr-25
ASPTINT00603,ASPDLR000791,Shree Arun Paints,2023-06-04,CW-Express,Shifted,2024-04-23
ASPTINT00604,ASPDLR000328,BALAJI FARIDA MART,09/09/2016,CW-Pro,Shifted,2024-09-06
ASPTINT00605,ASPDLR000025,Ganesh Manoj Fertilisers,2023-10-20,BH-Studio,Down,2026-02-10
ASPTINT00606,ASPDLR000902,National Chandra Associates,03-Dec-15,BH-Studio,Shifted,11/22/2025
ASPTINT00607,ASPDLR000104,Sree Bala Depot,2019-04-15,CW-Classic,Down,16-Sep-25
ASPTINT00608,ASPDLR000233,Star Farida Depot,2016-08-01,CW-Pro,Old,2025-07-11
ASPTINT00609,ASPDLR000343,Ganesh Farida Associates,07/11/2017,CW-Pro,Down,21-Oct-25
ASPTINT00610,ASPDLR000222,Royal Deepak Agencies,2020-06-16,CW-Classic,Old,2025-07-14
ASPTINT00611,ASPDLR000063,Metro Prakash Stores,2019-04-11,CW-Express,OK,2024-11-15
ASPTINT00612,ASPDLR000533,MURUGAN LAKSHMI ENTERPRISES,2017-06-21,CW-Classic,Calibration due,2025-03-28
ASPTINT00613,ASPDLR000496,Vijaya Geetha Services & Co,2021-06-03,CW-Express,Old,2025-08-09
ASPTINT00614,ASPDLR000485,Lucky Sanjay Traders Pvt,2019-11-17,CW-Pro,Calibration due,2026-01-08
ASPTINT00615,ASPDLR000381,Lucky Deepak Agro,2022-02-03,BH-Studio,Shifted,08-Jun-24
ASPTINT00616,ASPDLR000364,Sri Sowmya Mart,2019-07-05,CW-Pro,Calibration due,2024-08-10
ASPTINT00617,ASPDLR000146,New Geetha Associates,2016-07-17,CW-Pro,Down,2024-08-04
ASPTINT00618,ASPDLR000774,Vijaya Senthil Agro,2021-06-13,CW-Classic,Calibration due,09/03/2025
ASPTINT00619,ASPDLR000259,City Sanjay Paints,2024-08-17,CW-Express,Old,2024-08-12
ASPTINT00620,ASPDLR000815,Modern Senthil Chemicals,2018-05-01,CW-Pro,Shifted,2025-05-09
ASPTINT00621,ASPDLR000625,Star Bala Stores,2019-05-31,CW-Pro,Calibration due,2025-03-22
ASPTINT00622,ASPDLR000631,United Karthik Corporation,2016-07-24,CW-Express,Calibration due,2025-07-06
ASPTINT00623,ASPDLR000674,Star Meena Paints,2015-11-20,CW-Pro,Calibration due,2025-06-08
ASPTINT00624,ASPDLR000243,Star Karthik Chemicals,2024-05-02,CW-Pro,Shifted,2024-09-12
ASPTINT00625,ASPDLR000958,National Yusuf Paints,2017-08-26,BH-Studio,Down,2024-04-01
ASPTINT00626,ASPDLR000888,New Irfan Traders,2018-01-26,BH-Studio,Down,2024-10-27
ASPTINT00627,ASPDLR000551,Vijaya Sanjay Distributors,2024-10-15,CW-Pro,Calibration due,06/12/2024
ASPTINT00628,ASPDLR000546,NATIONAL IRFAN CHEMICALS,2022-03-05,BH-Studio,Down,2025-04-23
ASPTINT00629,ASPDLR000540,Mahalakshmi Kavya Paints,2015-04-12,BH-Studio,OK,2025-10-21
ASPTINT00630,ASPDLR000114,New Naveen Traders,2020-08-26,CW-Express,Shifted,2024-07-25
ASPTINT00631,ASPDLR000517,City Ganesh Agro,2023-10-24,CW-Classic,OK,2025-05-10
ASPTINT00632,ASPDLR000984,Prime Revathi Tyres,2019-09-18,BH-Studio,OK,04/07/2025
ASPTINT00633,ASPDLR000337,National Senthil Depot,2017-01-15,BH-Studio,Down,2025-04-15
ASPTINT00634,ASPDLR000409,Vijaya Manoj Distributors,02/01/2022,BH-Studio,Calibration due,2025-12-11
ASPTINT00635,ASPDLR000888,New Irfan Traders,15/04/2016,CW-Express,OK,2025-02-10
ASPTINT00636,ASPDLR000219,Sri Suresh Paints,28/12/2018,BH-Studio,Down,2024-07-15
ASPTINT00637,ASPDLR000138,Murugan Sanjay Paints,18/04/2020,BH-Studio,Old,03/20/2026
ASPTINT00638,ASPDLR000045,Balaji Senthil Mart,19/06/2019,CW-Pro,Down,2025-12-03
ASPTINT00639,ASPDLR000992,Mahalakshmi Senthil Corporation,2017-08-17,CW-Classic,Shifted,2025-03-27
ASPTINT00640,ASPDLR000623,SREE BALA DEPOT,26/01/2016,BH-Studio,Calibration due,11/06/2024
ASPTINT00641,ASPDLR000308,Sri Revathi Paints,2021-07-21,CW-Pro,Old,2025-06-24
ASPTINT00642,ASPDLR000571,Balaji Arun Tyres,2023-05-31,CW-Express,Down,06/08/2024
ASPTINT00643,ASPDLR000132,New Karthik Corporation,05/10/2023,CW-Classic,OK,2025-10-31
ASPTINT00644,ASPDLR000752,New Geetha Paints,24/03/2023,CW-Classic,OK,2025-10-31
ASPTINT00645,ASPDLR000572,Lucky Hari Paints,2022-06-17,CW-Pro,Down,26-Sep-25
ASPTINT00646,ASPDLR000464,National Lokesh Paints,2017-03-27,CW-Pro,Shifted,2024-11-14
ASPTINT00647,ASPDLR000963,NEW YUSUF ENTERPRISES,2019-07-13,CW-Classic,OK,2025-08-27
ASPTINT00648,ASPDLR000570,Sri Karthik Paints,2018-03-24,BH-Studio,Old,2024-07-30
ASPTINT00649,ASPDLR000854,Royal Senthil Paints,2020-07-15,CW-Classic,Shifted,2025-02-21
ASPTINT00650,ASPDLR000026,Vijaya Suresh Paints,2017-07-31,CW-Express,Shifted,2025-04-06
