watch_id,customer_id,customer_name,added_by,added_date,watch_reason,last_known_action,manager_confidence
CEAWL00506,CEASUB000869,Royal Geetha Tyres,ASM,01/21/2026,seasonal crop miss,new owner to verify,high
CEAWL00507,CEADLR000120,United Senthil Tyres,Credit,2025-08-31,orders down,credit call done,unknown
CEAWL00508,CEASUB001922,Vijaya Arun Agencies,Zonal office,11/20/2025,scheme claim pending,lost to competitor,unknown
CEAWL00509,CEASUB002180,Modern Lakshmi Tyres,Service,2025-09-05,competitor offer,scheme support requested,medium
CEAWL00510,CEASUB003321,Metro Hari Services,Distributor,08/04/2025,service complaint,scheme support requested,high
CEAWL00511,CEASUB003129,Ganesh Senthil Hardware,Service,2025-09-22,competitor offer,scheme support requested,medium
CEAWL00512,CEASUB000383,United Suresh Fertilisers,Distributor,2025-06-02,orders down,scheme support requested,unknown
CEAWL00513,CEASUB001745,Lucky Sowmya Hardware,Distributor,2025-11-01,closed counter,waiting for payment,low
CEAWL00514,CEASUB002244,New Jagan Tyres,RSM,2025-12-05,owner dispute,new owner to verify,high
CEAWL00515,CEASUB001333,Murugan Senthil Agencies,RSM,2025-08-25,payment delay,waiting for payment,low
CEAWL00516,CEASUB004446,Mahalakshmi Meena Agencies,Service,06/20/2025,payment delay,lost to competitor,high
CEAWL00517,CEASUB003009,Mahalakshmi Farida Enterprises,Zonal office,2025-07-25,scheme claim pending,field visit planned,medium
CEAWL00518,CEASUB000573,Sree Prakash Sales,Credit,2025-06-02,competitor offer,credit call done,high
CEAWL00519,CEASUB000191,Royal Sowmya Tyres Main,Service,08/24/2025,seasonal crop miss,scheme support requested,medium
CEAWL00520,CEASUB001020,Murugan Karthik Associates,Zonal office,2026-01-29,owner dispute,waiting for payment,unknown
CEAWL00521,CEASUB002635,Modern Irfan Mart,Distributor,2025-09-10,service complaint,credit call done,high
CEAWL00522,CEADLR000490,Mahalakshmi Farida Agencies,ASM,12/12/2025,orders down,scheme support requested,low
CEAWL00523,CEASUB000056,Kaveri Jagan Tyres,Credit,2026-02-04,owner dispute,lost to competitor,high
CEAWL00524,CEADLR000592,Prime Meena Tyres,ASM,2025-07-15,seasonal crop miss,new owner to verify,medium
CEAWL00525,CEASUB003783,United Yusuf Agencies,Zonal office,2025-08-16,scheme claim pending,scheme support requested,unknown
CEAWL00526,CEASUB003288,MODERN MANOJ TYRES,ASM,09/14/2025,payment delay,credit call done,high
CEAWL00527,CEASUB003017,New Karthik Tyres,Credit,2026-01-15,payment delay,new owner to verify,unknown
CEAWL00528,CEASUB003607,Star Yusuf Tyres,Service,07-Nov-25,competitor offer,field visit planned,unknown
CEAWL00529,CEASUB001573,BALAJI SURESH TYRES,Zonal office,2026-01-16,competitor offer,field visit planned,low
CEAWL00530,CEASUB000257,Murugan Anand Corporation,RSM,2025-11-25,seasonal crop miss,lost to competitor,medium
CEAWL00531,CEASUB001712,Balaji Chandra Agro,ASM,2025-08-07,orders down,credit call done,low
CEAWL00532,CEASUB003686,Lucky Deepak Traders Pvt,ASM,2025-11-11,service complaint,field visit planned,medium
CEAWL00533,CEASUB004075,Star Suresh Sales,ASM,2026-02-08,owner dispute,waiting for payment,medium
CEAWL00534,CEASUB000546,Sri Revathi Enterprises,ASM,2025-12-19,service complaint,scheme support requested,unknown
CEAWL00535,CEASUB001984,Star Manoj Sales,Service,2025-06-01,closed counter,waiting for payment,low
CEAWL00536,CEASUB000193,Shree Prakash Agencies,Service,10/29/2025,competitor offer,scheme support requested,unknown
CEAWL00537,CEASUB003977,Kaveri Revathi Tyres Ltd,Credit,2025-12-19,owner dispute,credit call done,low
CEAWL00538,CEADLR000127,Kaveri Deepak Tyres,Zonal office,2026-03-05,payment delay,new owner to verify,high
CEAWL00539,CEASUB000216,New Kavya Associates,ASM,2025-07-05,scheme claim pending,credit call done,high
CEAWL00540,CEASUB002589,New Sanjay Depot,ASM,2025-09-01,service complaint,waiting for payment,unknown
CEAWL00541,CEASUB002298,United Revathi Stores,ASM,2026-01-22,owner dispute,lost to competitor,low
CEAWL00542,CEASUB001253,Mahalakshmi Farida Enterprises,ASM,2026-02-08,closed counter,field visit planned,high
CEAWL00543,CEASUB000598,National Lokesh Tyres,Zonal office,01-Mar-26,scheme claim pending,waiting for payment,unknown
CEAWL00544,CEASUB001312,Mahalakshmi Anand Fertilisers,RSM,2025-10-09,scheme claim pending,field visit planned,medium
CEAWL00545,CEASUB003232,Sree Deepak Agro,RSM,2025-12-14,seasonal crop miss,credit call done,high
CEAWL00546,CEASUB001384,Lucky Meena Tyres,Service,2025-09-13,payment delay,lost to competitor,medium
CEAWL00547,CEASUB003592,Ganesh Bala Chemicals,ASM,2025-06-23,closed counter,new owner to verify,low
CEAWL00548,CEADLR000022,United Yusuf Tyres,Zonal office,2026-03-10,service complaint,new owner to verify,low
CEAWL00549,CEASUB000198,UNITED MANOJ TYRES,ASM,2026-01-29,scheme claim pending,scheme support requested,medium
CEAWL00550,CEASUB003937,National Kavya Chemicals,RSM,18/02/2026,competitor offer,waiting for payment,low
CEAWL00551,CEADLR000004,Mahalakshmi Meena Associates,Zonal office,2025-10-16,scheme claim pending,new owner to verify,high
CEAWL00552,CEASUB002352,Mahalakshmi Yusuf Tyres,Service,2025-08-07,competitor offer,new owner to verify,unknown
CEAWL00553,CEASUB000874,PRIME JAGAN AGRO,Service,16/06/2025,service complaint,field visit planned,medium
CEAWL00554,CEASUB003949,Lucky Lokesh Hardware,Zonal office,2025-11-11,orders down,waiting for payment,medium
CEAWL00555,CEASUB000842,SRI Yusuf Agro,Distributor,2026-01-18,scheme claim pending,credit call done,medium
CEAWL00556,CEASUB003250,Lucky Revathi Tyres,ASM,2025-10-25,service complaint,scheme support requested,high
CEAWL00557,CEASUB003173,Modern Kavya Associates,ASM,12-Aug-25,seasonal crop miss,scheme support requested,unknown
CEAWL00558,CEASUB000057,Sri Suresh Tyres,Service,2025-09-03,seasonal crop miss,waiting for payment,low
CEAWL00559,CEASUB000020,Modern Karthik Associates,Zonal office,2026-02-13,closed counter,credit call done,low
CEAWL00560,CEASUB000452,Shree Irfan Agro,RSM,03/09/2026,closed counter,field visit planned,unknown
CEAWL00561,CEASUB001165,City Irfan Paints,Distributor,2025-11-04,closed counter,credit call done,medium
CEAWL00562,CEASUB003850,New Irfan Enterprises,Distributor,2025-09-02,orders down,waiting for payment,unknown
CEAWL00563,CEASUB002875,Shree Yusuf Tyres,ASM,2025-09-21,service complaint,field visit planned,medium
CEAWL00564,CEADLR000191,Shree Venkatesh Tyres,Zonal office,2025-09-20,closed counter,scheme support requested,low
CEAWL00565,CEADLR000652,Metro Sowmya Mart Ltd,ASM,2025-12-20,closed counter,lost to competitor,low
CEAWL00566,CEASUB000621,Royal Kavya Tyres,Distributor,2025-10-03,scheme claim pending,credit call done,high
CEAWL00567,CEADLR000299,Vijaya Senthil Tyres Pvt,Zonal office,09/07/2025,orders down,lost to competitor,unknown
CEAWL00568,CEASUB001607,Sri Ganesh Tyres,Credit,2026-03-26,seasonal crop miss,scheme support requested,high
CEAWL00569,CEASUB003460,BALAJI KAVYA TYRES,RSM,30/12/2025,service complaint,field visit planned,unknown
CEAWL00570,CEASUB000241,Royal Deepak Tyres,RSM,21/01/2026,payment delay,lost to competitor,unknown
CEAWL00571,CEASUB003284,Modern Naveen Paints,Credit,23-Jan-26,seasonal crop miss,waiting for payment,medium
CEAWL00572,CEASUB003873,Sree Sowmya Mart,Distributor,11/12/2025,service complaint,scheme support requested,medium
CEAWL00573,CEASUB004497,Balaji Lakshmi Depot,RSM,2025-09-26,closed counter,lost to competitor,high
CEAWL00574,CEASUB002112,Murugan Arun Sales,Distributor,2026-02-28,service complaint,scheme support requested,medium
CEAWL00575,CEASUB000424,New Arun Services,Credit,06/04/2025,payment delay,scheme support requested,unknown
CEAWL00576,CEASUB000761,Modern Karthik Agro,RSM,2025-08-23,competitor offer,field visit planned,medium
CEAWL00577,CEADLR000618,Sri Hari Tyres,Credit,2026-03-20,closed counter,new owner to verify,low
CEAWL00578,CEASUB000123,New Yusuf Corporation,Distributor,2026-02-27,seasonal crop miss,scheme support requested,medium
CEAWL00579,CEADLR000271,Metro Senthil Tyres,RSM,22-Feb-26,service complaint,lost to competitor,high
CEAWL00580,CEASUB003638,Shree Yusuf Tyres,Service,12/08/2025,payment delay,lost to competitor,medium
CEAWL00581,CEASUB003207,Sri Hari Tyres,ASM,20-Jan-26,orders down,credit call done,high
CEAWL00582,CEASUB000719,United Bala Chemicals,Zonal office,11/08/2025,payment delay,credit call done,high
CEAWL00583,CEASUB000865,Modern Deepak Tyres,Zonal office,2025-09-20,payment delay,new owner to verify,low
CEAWL00584,CEASUB004134,Mahalakshmi Bala Fertilisers,Distributor,2025-12-25,owner dispute,new owner to verify,high
CEAWL00585,CEASUB004284,Murugan Jagan Agencies,ASM,17/01/2026,payment delay,scheme support requested,low
CEAWL00586,CEASUB003957,Sri Chandra Sales,Distributor,2025-08-28,orders down,field visit planned,low
CEAWL00587,CEASUB001460,Modern Lokesh Services,Credit,2026-02-03,seasonal crop miss,field visit planned,high
CEAWL00588,CEASUB000432,Sri Geetha Tyres,Distributor,2026-03-21,scheme claim pending,waiting for payment,high
CEAWL00589,CEASUB001306,Kaveri Geetha Agro,Zonal office,2025-11-01,competitor offer,lost to competitor,medium
CEAWL00590,CEASUB000165,New Naveen Tyres,Service,2025-06-05,service complaint,lost to competitor,medium
CEAWL00591,CEASUB000834,Murugan Prakash Chemicals,Distributor,2026-02-22,service complaint,credit call done,unknown
CEAWL00592,CEADLR000583,Modern Farida Traders,ASM,07/20/2025,payment delay,credit call done,low
CEAWL00593,CEADLR000504,Lucky Lokesh Tyres,Service,2026-03-29,scheme claim pending,credit call done,medium
CEAWL00594,CEASUB001315,Star Arun Hardware,Service,19-Sep-25,owner dispute,credit call done,medium
CEAWL00595,CEASUB001884,National Ganesh Tyres,ASM,2025-09-07,service complaint,waiting for payment,unknown
CEAWL00596,CEADLR000129,New Karthik Chemicals & Co,Service,2026-03-01,closed counter,field visit planned,low
CEAWL00597,CEASUB002702,United Naveen Tyres,ASM,2025-07-24,service complaint,lost to competitor,medium
CEAWL00598,CEASUB003680,City Meena Mart,Service,2026-01-28,closed counter,field visit planned,low
CEAWL00599,CEASUB002647,Ganesh Manoj Associates,Distributor,20/02/2026,owner dispute,scheme support requested,low
CEAWL00600,CEASUB000283,Ganesh Lokesh Mart,Service,2026-03-06,service complaint,field visit planned,low
CEAWL00601,CEASUB002929,New Sowmya Mart,ASM,2026-02-22,payment delay,field visit planned,high
CEAWL00602,CEASUB003727,New Irfan Tyres,Service,25-Jul-25,seasonal crop miss,waiting for payment,medium
CEAWL00603,CEASUB003563,Sree Sanjay Tyres,Zonal office,08/28/2025,competitor offer,new owner to verify,high
CEAWL00604,CEASUB000197,Ganesh Deepak Depot,Distributor,2025-06-16,owner dispute,field visit planned,unknown
CEAWL00605,CEADLR000403,SRI Revathi Traders,Service,2025-07-22,seasonal crop miss,waiting for payment,low
CEAWL00606,CEASUB003128,Royal Priya Tyres,Service,2025-07-05,scheme claim pending,new owner to verify,high
CEAWL00607,CEADLR000506,Mahalakshmi Irfan Paints,RSM,2025-10-27,closed counter,lost to competitor,medium
CEAWL00608,CEASUB001643,Prime Bala Tyres,Zonal office,2025-08-14,competitor offer,waiting for payment,low
CEAWL00609,CEASUB002233,Sri Arun Stores,Service,2025-06-24,seasonal crop miss,field visit planned,unknown
CEAWL00610,CEASUB002683,Prime Yusuf Tyres,Distributor,01/07/2026,scheme claim pending,new owner to verify,unknown
CEAWL00611,CEASUB000315,Vijaya Kavya Tyres,Service,2025-12-18,closed counter,credit call done,medium
CEAWL00612,CEASUB003055,Mahalakshmi Farida Corporation,Service,01/24/2026,scheme claim pending,lost to competitor,medium
CEAWL00613,CEASUB000248,Ganesh Bala Tyres,RSM,2025-07-18,seasonal crop miss,waiting for payment,medium
CEAWL00614,CEASUB003127,Lucky Bala Distributors,ASM,2025-06-06,closed counter,waiting for payment,unknown
CEAWL00615,CEASUB000234,Star Kavya Agro,ASM,06/06/2025,seasonal crop miss,lost to competitor,low
CEAWL00616,CEASUB000563,Metro Bala Agencies,Distributor,2026-02-23,owner dispute,new owner to verify,unknown
CEAWL00617,CEASUB000906,Kaveri Ganesh Agro,Service,2026-02-18,payment delay,field visit planned,low
CEAWL00618,CEASUB004083,Prime Jagan Tyres,ASM,2025-12-30,scheme claim pending,credit call done,low
CEAWL00619,CEADLR000026,Prime Suresh Tyres,Service,2025-09-13,seasonal crop miss,scheme support requested,unknown
CEAWL00620,CEASUB001106,ROYAL KARTHIK AGRO,ASM,2025-10-02,owner dispute,credit call done,low
CEAWL00621,CEASUB002217,Shree Yusuf Agro,ASM,2025-10-05,scheme claim pending,waiting for payment,high
CEAWL00622,CEASUB001558,National Deepak Tyres,Credit,03/23/2026,scheme claim pending,field visit planned,high
CEAWL00623,CEASUB000910,Murugan Lokesh Sales,RSM,2025-08-25,owner dispute,scheme support requested,medium
CEAWL00624,CEASUB003428,UNITED HARI TYRES,Service,17/01/2026,closed counter,lost to competitor,high
CEAWL00625,CEASUB000925,Ganesh Bala Corporation,Credit,2026-03-13,closed counter,waiting for payment,high
CEAWL00626,CEADLR000715,Mahalakshmi Meena Associates,Credit,2025-06-21,service complaint,credit call done,low
CEAWL00627,CEASUB002778,Ganesh Bala Agencies,ASM,2026-03-13,closed counter,credit call done,low
CEAWL00628,CEASUB002861,Shree Lokesh Hardware,Credit,2026-02-04,scheme claim pending,lost to competitor,unknown
CEAWL00629,CEASUB002665,Royal Farida Sales,ASM,2026-01-05,payment delay,new owner to verify,unknown
CEAWL00630,CEASUB002806,Shree Lokesh Agro,Credit,2026-03-14,competitor offer,field visit planned,low
CEAWL00631,CEASUB002956,Modern Sowmya Agro,Service,2025-06-25,competitor offer,scheme support requested,unknown
CEAWL00632,CEASUB002100,United Anand Fertilisers,Distributor,2025-10-14,seasonal crop miss,new owner to verify,medium
CEAWL00633,CEASUB003833,Mahalakshmi Meena Tyres,ASM,2025-06-29,competitor offer,field visit planned,unknown
CEAWL00634,CEASUB002816,National Bala Tyres,Service,2025-08-01,scheme claim pending,scheme support requested,low
CEAWL00635,CEASUB002247,New Irfan Sales,RSM,2025-12-06,seasonal crop miss,credit call done,medium
CEAWL00636,CEASUB003358,Murugan Rafiq Tyres,Distributor,2025-06-30,closed counter,scheme support requested,high
CEAWL00637,CEASUB003130,Balaji Manoj Tyres,Service,2025-10-02,service complaint,credit call done,unknown
CEAWL00638,CEASUB003249,Royal Sanjay Tyres,Distributor,2026-01-31,closed counter,lost to competitor,low
CEAWL00639,CEASUB004206,ROYAL SURESH TYRES,Credit,2025-07-20,orders down,credit call done,unknown
CEAWL00640,CEASUB003200,Shree Lakshmi Traders,Service,2025-11-22,competitor offer,new owner to verify,medium
CEAWL00641,CEADLR000445,Star Sowmya Fertilisers,RSM,2025-08-14,orders down,waiting for payment,high
CEAWL00642,CEASUB000217,Star Prakash Stores,Zonal office,2025-07-20,competitor offer,credit call done,medium
CEAWL00643,CEASUB003418,Modern Deepak Tyres,RSM,2025-11-28,closed counter,new owner to verify,low
CEAWL00644,CEASUB003341,Metro Ganesh Corporation,Service,16/06/2025,competitor offer,waiting for payment,unknown
CEAWL00645,CEASUB004194,Metro Venkatesh Agro,RSM,2025-08-06,closed counter,waiting for payment,medium
CEAWL00646,CEADLR000062,Metro Deepak Tyres,Service,2025-06-08,owner dispute,scheme support requested,unknown
CEAWL00647,CEASUB001387,National Manoj Tyres,Zonal office,2025-12-17,competitor offer,credit call done,medium
CEAWL00648,CEASUB000899,Royal Hari Tyres & Co,Credit,2025-07-18,service complaint,credit call done,unknown
CEAWL00649,CEASUB001035,Balaji Meena Agro,Service,2025-06-03,scheme claim pending,scheme support requested,unknown
CEAWL00650,CEASUB001914,SRI Sanjay Paints,ASM,2025-07-26,orders down,lost to competitor,low
CEAWL00651,CEASUB002536,Metro Karthik Tyres,Distributor,09-Oct-25,scheme claim pending,credit call done,low
CEAWL00652,CEADLR000704,Royal Lokesh Stores,Credit,2025-06-15,service complaint,credit call done,medium
CEAWL00653,CEASUB001605,United Farida Tyres,RSM,2026-03-14,closed counter,lost to competitor,medium
CEAWL00654,CEASUB004348,CITY JAGAN TYRES,RSM,2026-03-31,payment delay,field visit planned,low
CEAWL00655,CEADLR000202,Lucky Chandra Tyres,ASM,01/18/2026,service complaint,lost to competitor,medium
CEAWL00656,CEASUB001295,New Jagan Chemicals,Distributor,2025-10-04,orders down,scheme support requested,high
