service_id,service_date,fleet_id,mapped_dealer_id,vehicle_no,service_type,tyres_checked,issue_count,recommended_action,note
CEAFS00003457,2026-02-04,CEAFLEET00263,CEADLR000079,TS63AB6840,claim check,23,8,alignment,high wear
CEAFS00003458,2025-03-28,CEAFLEET00129,CEADLR000749,TS12JK7072,pressure audit,30,5,alignment,high wear
CEAFS00003459,06/03/2024,CEAFLEET00140,CEADLR000566,KA65JK3019,pressure audit,31,8,rotate,fleet price issue
CEAFS00003460,2026-03-20,CEAFLEET00320,CEADLR000579,KL34EF2696,rotation,32,2,claim,
CEAFS00003461,2026-03-05,CEAFLEET00268,CEADLR000427,TS20AB5330,alignment,17,4,none,competitor tyres fitted
CEAFS00003462,04-Mar-25,CEAFLEET00116,CEADLR000552,KL78JK4205,claim check,13,0,alignment,high wear
CEAFS00003463,2024-09-14,CEAFLEET00038,CEADLR000577,KA17CD1348,inspection,5,8,replace,high wear
CEAFS00003464,2025-05-16,CEAFLEET00030,CEADLR000437,TN63EF3275,fitment,23,2,pressure training,driver unavailable
CEAFS00003465,2024-08-27,CEAFLEET00116,CEADLR000552,AP64GH1416,pressure audit,14,6,pressure training,driver unavailable
CEAFS00003466,2025-04-21,CEAFLEET00268,CEADLR000427,AP83CD6886,alignment,8,3,alignment,competitor tyres fitted
CEAFS00003467,2025-05-19,CEAFLEET00280,CEADLR000239,TS41GH5980,inspection,6,6,replace,
CEAFS00003468,2024-06-08,CEAFLEET00146,CEADLR000109,TN21GH2316,rotation,32,8,claim,driver unavailable
CEAFS00003469,04-Jul-24,CEAFLEET00023,CEADLR000702,KA61JK9531,pressure audit,31,0,alignment,fleet price issue
CEAFS00003470,28/03/2025,CEAFLEET00096,CEADLR000532,TS66JK3062,rotation,26,0,claim,fleet price issue
CEAFS00003471,2025-11-17,CEAFLEET00107,CEADLR000150,TN77EF8276,inspection,6,3,alignment,fleet price issue
CEAFS00003472,2025-02-10,CEAFLEET00121,CEADLR000662,KL26CD7334,pressure audit,10,0,replace,
CEAFS00003473,2024-11-27,CEAFLEET00246,CEADLR000377,TS12AB8840,inspection,8,2,pressure training,driver unavailable
CEAFS00003474,27/12/2024,CEAFLEET00034,CEADLR000650,KA86EF2512,fitment,28,4,claim,driver unavailable
CEAFS00003475,2025-01-11,CEAFLEET00183,CEADLR000504,TN23CD4560,inspection,3,6,claim,
CEAFS00003476,2024-12-16,CEAFLEET00082,CEADLR000383,TN88EF4253,pressure audit,15,3,claim,fleet price issue
CEAFS00003477,2025-04-27,CEAFLEET00248,CEADLR000123,TS59CD7487,fitment,31,0,alignment,
CEAFS00003478,2025-04-14,CEAFLEET00058,CEADLR000513,TS12CD2096,inspection,17,4,none,
CEAFS00003479,2025-03-11,CEAFLEET00178,CEADLR000735,KA50AB7342,pressure audit,7,5,rotate,
CEAFS00003480,2025-02-25,CEAFLEET00228,CEADLR000278,TS43GH3097,inspection,10,5,claim,fleet price issue
CEAFS00003481,2024-09-26,CEAFLEET00263,CEADLR000079,AP81EF3811,claim check,17,6,alignment,
CEAFS00003482,04/26/2024,CEAFLEET00110,CEADLR000222,KA93EF3970,inspection,9,6,rotate,fleet price issue
CEAFS00003483,2024-09-03,CEAFLEET00224,CEADLR000059,AP99JK9369,rotation,31,1,rotate,high wear
CEAFS00003484,2024-10-28,CEAFLEET00202,CEADLR000578,KL70JK3625,fitment,12,4,pressure training,driver unavailable
CEAFS00003485,2025-11-05,CEAFLEET00003,CEADLR000287,AP84CD7399,rotation,3,2,none,
CEAFS00003486,2025-06-09,CEAFLEET00042,CEADLR000320,AP67EF3383,inspection,17,2,pressure training,high wear
CEAFS00003487,01/07/2025,CEAFLEET00123,CEADLR000331,TN70AB4957,rotation,22,8,pressure training,high wear
CEAFS00003488,2025-11-25,CEAFLEET00088,CEADLR000730,TN64AB7246,alignment,29,3,none,driver unavailable
CEAFS00003489,2025-02-26,CEAFLEET00067,CEADLR000379,AP85JK1987,fitment,14,3,replace,
CEAFS00003490,09/25/2024,CEAFLEET00119,CEADLR000426,KA95GH1352,pressure audit,16,2,alignment,fleet price issue
CEAFS00003491,2025-06-08,CEAFLEET00142,CEADLR000286,TN79JK4121,alignment,3,7,pressure training,
CEAFS00003492,22-Mar-25,CEAFLEET00096,CEADLR000532,TN90GH6044,fitment,29,3,alignment,driver unavailable
CEAFS00003493,2025-11-20,CEAFLEET00149,CEADLR000302,TS99JK4142,claim check,29,7,alignment,
CEAFS00003494,12/16/2025,CEAFLEET00198,CEADLR000698,TN45EF7411,fitment,11,7,claim,driver unavailable
CEAFS00003495,2025-10-11,CEAFLEET00264,CEADLR000491,KL92AB2934,rotation,28,6,pressure training,
CEAFS00003496,2025-07-06,CEAFLEET00127,CEADLR000162,KL50EF4539,alignment,22,5,claim,
CEAFS00003497,2026-01-29,CEAFLEET00200,CEADLR000667,TN85EF1882,fitment,8,5,alignment,fleet price issue
CEAFS00003498,2024-04-08,CEAFLEET00190,CEADLR000355,KL70GH5000,claim check,31,6,rotate,
CEAFS00003499,2025-10-07,CEAFLEET00071,CEADLR000602,KL31EF1277,rotation,5,0,claim,
CEAFS00003500,2024-09-03,CEAFLEET00228,CEADLR000278,AP50CD4233,rotation,26,5,pressure training,driver unavailable
CEAFS00003501,2025-12-31,CEAFLEET00179,CEADLR000128,TN99EF4339,claim check,25,6,pressure training,driver unavailable
CEAFS00003502,2024-05-25,CEAFLEET00044,CEADLR000664,TN44GH8098,pressure audit,22,6,none,fleet price issue
CEAFS00003503,27-Jun-24,CEAFLEET00273,CEADLR000578,AP34JK4686,inspection,16,2,alignment,fleet price issue
CEAFS00003504,2024-05-14,CEAFLEET00057,CEADLR000059,TN67AB4864,rotation,12,3,replace,high wear
CEAFS00003505,2025-07-02,CEAFLEET00160,CEADLR000210,KL25EF2696,inspection,22,5,alignment,competitor tyres fitted
CEAFS00003506,2025-04-25,CEAFLEET00018,CEADLR000541,TS76JK3514,alignment,15,0,pressure training,
CEAFS00003507,17-Nov-25,CEAFLEET00288,CEADLR000209,KA23EF1450,pressure audit,31,8,pressure training,driver unavailable
CEAFS00003508,2024-06-27,CEAFLEET00105,CEADLR000650,AP41JK1361,claim check,2,7,pressure training,fleet price issue
CEAFS00003509,2024-05-26,CEAFLEET00293,CEADLR000656,TS37JK7983,fitment,23,8,pressure training,high wear
CEAFS00003510,2024-11-06,CEAFLEET00173,CEADLR000108,TN73CD9741,rotation,2,5,replace,competitor tyres fitted
CEAFS00003511,2025-02-05,CEAFLEET00236,CEADLR000220,KA33AB7051,alignment,3,4,none,high wear
CEAFS00003512,2024-07-08,CEAFLEET00056,CEADLR000626,KL95EF3776,inspection,10,5,claim,high wear
CEAFS00003513,2026-02-03,CEAFLEET00124,CEADLR000671,TS45AB1458,inspection,15,8,claim,
CEAFS00003514,2025-03-07,CEAFLEET00055,CEADLR000621,KL53EF5036,pressure audit,2,8,replace,high wear
CEAFS00003515,2024-08-16,CEAFLEET00025,CEADLR000446,KA97GH5469,fitment,14,2,claim,high wear
CEAFS00003516,2025-02-09,CEAFLEET00215,CEADLR000079,TS30GH9757,claim check,9,8,replace,competitor tyres fitted
CEAFS00003517,05-Mar-25,CEAFLEET00198,CEADLR000698,TS46JK1570,pressure audit,27,1,rotate,driver unavailable
CEAFS00003518,22/12/2024,CEAFLEET00024,CEADLR000348,TS54GH5931,rotation,12,2,rotate,high wear
CEAFS00003519,07/19/2024,CEAFLEET00008,CEADLR000327,AP30GH1179,claim check,3,7,none,competitor tyres fitted
CEAFS00003520,10/12/2025,CEAFLEET00143,CEADLR000385,AP70GH5860,inspection,32,8,replace,driver unavailable
CEAFS00003521,2024-12-31,CEAFLEET00088,CEADLR000730,KL39JK9414,inspection,17,8,rotate,high wear
CEAFS00003522,2025-01-24,CEAFLEET00035,CEADLR000280,KL19EF5877,fitment,22,2,rotate,fleet price issue
CEAFS00003523,2025-10-09,CEAFLEET00108,CEADLR000125,KL85JK8220,rotation,31,6,rotate,competitor tyres fitted
CEAFS00003524,2024-09-07,CEAFLEET00127,CEADLR000162,KL93CD8114,pressure audit,31,1,rotate,fleet price issue
CEAFS00003525,2026-03-18,CEAFLEET00160,CEADLR000210,KL86AB8733,alignment,26,1,rotate,competitor tyres fitted
CEAFS00003526,24/06/2025,CEAFLEET00293,CEADLR000656,AP43AB2895,rotation,25,2,claim,competitor tyres fitted
CEAFS00003527,2024-12-07,CEAFLEET00159,CEADLR000150,AP50CD6821,alignment,21,4,alignment,driver unavailable
CEAFS00003528,2024-11-30,CEAFLEET00093,CEADLR000311,TN38EF9403,claim check,7,0,claim,fleet price issue
CEAFS00003529,09/04/2025,CEAFLEET00118,CEADLR000040,TS75GH1363,rotation,19,7,none,competitor tyres fitted
CEAFS00003530,2025-10-30,CEAFLEET00262,CEADLR000049,KL76AB1084,rotation,19,1,replace,high wear
CEAFS00003531,06/25/2025,CEAFLEET00166,CEADLR000552,AP57CD5582,alignment,11,8,pressure training,driver unavailable
CEAFS00003532,2025-08-16,CEAFLEET00295,CEADLR000189,KA23CD3911,inspection,27,1,claim,fleet price issue
CEAFS00003533,2024-10-31,CEAFLEET00228,CEADLR000278,TN88AB1332,inspection,32,5,alignment,fleet price issue
CEAFS00003534,2025-06-08,CEAFLEET00253,CEADLR000357,AP46EF2463,alignment,24,4,claim,high wear
CEAFS00003535,2025-02-02,CEAFLEET00090,CEADLR000600,AP64EF2981,claim check,2,3,rotate,fleet price issue
CEAFS00003536,2025-05-27,CEAFLEET00166,CEADLR000552,KA92EF3793,fitment,7,3,none,competitor tyres fitted
CEAFS00003537,30/03/2025,CEAFLEET00162,CEADLR000696,TS89AB1503,claim check,23,7,alignment,driver unavailable
CEAFS00003538,2025-06-26,CEAFLEET00063,CEADLR000663,TS17GH1650,pressure audit,14,6,rotate,fleet price issue
CEAFS00003539,2025-01-15,CEAFLEET00149,CEADLR000302,TN62EF1488,inspection,5,6,rotate,
CEAFS00003540,2025-07-11,CEAFLEET00264,CEADLR000491,TS81GH6913,rotation,27,4,claim,competitor tyres fitted
CEAFS00003541,2025-11-23,CEAFLEET00006,CEADLR000067,KL17CD4169,claim check,4,1,claim,competitor tyres fitted
CEAFS00003542,11/30/2025,CEAFLEET00028,CEADLR000139,TN51JK5261,claim check,29,4,rotate,
CEAFS00003543,2026-03-13,CEAFLEET00221,CEADLR000722,TS68CD1898,claim check,23,2,rotate,fleet price issue
CEAFS00003544,2025-08-16,CEAFLEET00246,CEADLR000377,AP98EF1610,claim check,20,5,replace,fleet price issue
CEAFS00003545,2025-09-26,CEAFLEET00079,CEADLR000264,KA15JK2417,alignment,2,4,alignment,competitor tyres fitted
CEAFS00003546,2025-03-14,CEAFLEET00103,CEADLR000622,KA33AB8573,fitment,15,6,claim,
CEAFS00003547,28-Apr-25,CEAFLEET00234,CEADLR000308,KL42JK1758,inspection,29,5,claim,competitor tyres fitted
CEAFS00003548,2025-08-01,CEAFLEET00137,CEADLR000445,KL33CD5192,fitment,18,1,pressure training,high wear
CEAFS00003549,2024-07-27,CEAFLEET00091,CEADLR000052,TS31GH4152,rotation,20,1,pressure training,high wear
CEAFS00003550,2025-07-26,CEAFLEET00188,CEADLR000253,KL59AB3915,inspection,15,4,none,high wear
CEAFS00003551,2025-11-23,CEAFLEET00187,CEADLR000230,TN73GH4374,alignment,16,1,claim,driver unavailable
CEAFS00003552,2024-12-28,CEAFLEET00135,CEADLR000692,KL29EF9803,claim check,24,2,alignment,fleet price issue
CEAFS00003553,2025-03-26,CEAFLEET00173,CEADLR000108,KA78JK7774,alignment,24,8,none,driver unavailable
CEAFS00003554,21-Feb-25,CEAFLEET00173,CEADLR000108,KL58EF7967,fitment,25,0,none,competitor tyres fitted
CEAFS00003555,2025-05-04,CEAFLEET00320,CEADLR000579,AP41JK3107,alignment,26,3,rotate,fleet price issue
CEAFS00003556,2025-03-08,CEAFLEET00120,CEADLR000639,KA84EF9710,fitment,15,6,rotate,driver unavailable
CEAFS00003557,2024-07-22,CEAFLEET00317,CEADLR000554,TN44AB3730,alignment,3,0,pressure training,competitor tyres fitted
CEAFS00003558,2024-05-18,CEAFLEET00085,CEADLR000593,KL52CD1612,alignment,21,6,alignment,driver unavailable
CEAFS00003559,2024-11-12,CEAFLEET00268,CEADLR000427,TS39JK2433,pressure audit,21,0,claim,high wear
CEAFS00003560,2025-02-09,CEAFLEET00224,CEADLR000059,AP67CD9220,fitment,7,3,none,fleet price issue
CEAFS00003561,2025-04-30,CEAFLEET00195,CEADLR000324,KA91AB3781,inspection,9,4,rotate,driver unavailable
CEAFS00003562,2025-10-07,CEAFLEET00288,CEADLR000209,KA72EF7856,rotation,22,6,alignment,driver unavailable
CEAFS00003563,2025-02-02,CEAFLEET00278,CEADLR000549,KA89GH9425,claim check,25,7,alignment,
CEAFS00003564,2025-08-20,CEAFLEET00025,CEADLR000446,KL74EF4060,inspection,4,0,replace,fleet price issue
CEAFS00003565,2025-01-22,CEAFLEET00219,CEADLR000010,TN70CD4854,rotation,17,6,none,
CEAFS00003566,2024-05-15,CEAFLEET00033,CEADLR000737,AP76EF4486,fitment,3,1,claim,high wear
CEAFS00003567,2024-04-24,CEAFLEET00126,CEADLR000473,AP93CD4119,rotation,24,5,replace,
CEAFS00003568,2024-11-14,CEAFLEET00199,CEADLR000336,AP31CD8679,pressure audit,10,8,rotate,fleet price issue
CEAFS00003569,2025-12-05,CEAFLEET00038,CEADLR000577,TS18GH7131,fitment,19,0,none,fleet price issue
CEAFS00003570,2025-02-03,CEAFLEET00070,CEADLR000661,KA25GH8306,pressure audit,22,1,pressure training,high wear
CEAFS00003571,2026-03-19,CEAFLEET00004,CEADLR000059,KA27AB8424,alignment,31,1,none,driver unavailable
CEAFS00003572,2025-07-28,CEAFLEET00117,CEADLR000457,TS59AB6329,pressure audit,5,2,claim,competitor tyres fitted
CEAFS00003573,2026-01-28,CEAFLEET00118,CEADLR000040,TS43CD2336,rotation,32,2,claim,
CEAFS00003574,2025-08-22,CEAFLEET00186,CEADLR000413,TS51CD6765,pressure audit,25,7,rotate,competitor tyres fitted
CEAFS00003575,2025-06-23,CEAFLEET00203,CEADLR000265,TS49JK3943,alignment,11,1,rotate,competitor tyres fitted
CEAFS00003576,2024-08-14,CEAFLEET00037,CEADLR000589,TN16JK1431,alignment,25,0,replace,competitor tyres fitted
CEAFS00003577,2024-07-30,CEAFLEET00298,CEADLR000044,TN47JK2923,pressure audit,5,7,claim,
CEAFS00003578,2024-08-11,CEAFLEET00115,CEADLR000328,TN79AB2713,alignment,6,6,alignment,fleet price issue
CEAFS00003579,05/04/2024,CEAFLEET00235,CEADLR000352,KL65CD7836,pressure audit,21,2,claim,driver unavailable
CEAFS00003580,06/18/2024,CEAFLEET00272,CEADLR000600,TS70GH7734,fitment,26,8,none,driver unavailable
CEAFS00003581,2024-04-07,CEAFLEET00315,CEADLR000461,TS67CD3155,claim check,3,5,rotate,fleet price issue
CEAFS00003582,08-Jun-24,CEAFLEET00111,CEADLR000688,TN51EF4328,inspection,11,6,replace,high wear
CEAFS00003583,2024-10-12,CEAFLEET00111,CEADLR000688,TN93EF2386,fitment,2,1,pressure training,fleet price issue
CEAFS00003584,2024-06-10,CEAFLEET00305,CEADLR000431,KL99AB7397,pressure audit,10,1,claim,competitor tyres fitted
CEAFS00003585,2024-04-09,CEAFLEET00012,CEADLR000038,KA50EF3954,inspection,18,7,none,high wear
CEAFS00003586,2024-04-16,CEAFLEET00199,CEADLR000336,KL93CD2682,fitment,12,8,none,driver unavailable
CEAFS00003587,2025-12-01,CEAFLEET00191,CEADLR000678,KA79EF3011,pressure audit,17,6,replace,competitor tyres fitted
CEAFS00003588,11/25/2024,CEAFLEET00268,CEADLR000427,TS38JK2182,pressure audit,29,0,alignment,competitor tyres fitted
CEAFS00003589,2024-10-01,CEAFLEET00177,CEADLR000205,TN56CD4670,inspection,9,2,replace,high wear
CEAFS00003590,2026-02-16,CEAFLEET00219,CEADLR000010,KL18EF9885,pressure audit,7,3,alignment,driver unavailable
CEAFS00003591,2024-11-24,CEAFLEET00320,CEADLR000579,KA56AB2277,inspection,4,0,replace,competitor tyres fitted
CEAFS00003592,2026-01-11,CEAFLEET00314,CEADLR000399,KL67EF1840,inspection,7,1,replace,
CEAFS00003593,2025-11-07,CEAFLEET00063,CEADLR000663,TS41JK7484,fitment,15,0,replace,fleet price issue
CEAFS00003594,05/04/2025,CEAFLEET00217,CEADLR000263,KL81CD2003,alignment,5,8,replace,driver unavailable
CEAFS00003595,2025-12-08,CEAFLEET00068,CEADLR000350,AP89GH1123,claim check,20,1,claim,high wear
CEAFS00003596,2025-05-23,CEAFLEET00210,CEADLR000613,KL70JK8202,rotation,10,8,claim,fleet price issue
CEAFS00003597,2026-02-02,CEAFLEET00095,CEADLR000187,AP24GH8481,inspection,24,5,pressure training,driver unavailable
CEAFS00003598,2024-12-31,CEAFLEET00272,CEADLR000600,TN70EF4069,alignment,23,6,replace,competitor tyres fitted
CEAFS00003599,2025-12-19,CEAFLEET00206,CEADLR000678,AP98JK6935,fitment,12,6,alignment,high wear
CEAFS00003600,2024-04-27,CEAFLEET00281,CEADLR000065,KA32AB1198,pressure audit,25,6,replace,high wear
CEAFS00003601,20/06/2024,CEAFLEET00067,CEADLR000379,KL94JK3991,pressure audit,20,7,alignment,fleet price issue
CEAFS00003602,2024-04-30,CEAFLEET00014,CEADLR000254,TN79CD2534,inspection,2,7,replace,high wear
CEAFS00003603,2024-06-01,CEAFLEET00070,CEADLR000661,AP45EF8975,claim check,21,4,rotate,competitor tyres fitted
CEAFS00003604,2024-11-02,CEAFLEET00255,CEADLR000684,KA98JK3024,claim check,10,7,none,driver unavailable
CEAFS00003605,2026-03-10,CEAFLEET00301,CEADLR000624,KA70EF5830,claim check,16,3,claim,
CEAFS00003606,2026-02-20,CEAFLEET00047,CEADLR000524,TN96AB3414,claim check,8,5,replace,fleet price issue
CEAFS00003607,2025-11-22,CEAFLEET00161,CEADLR000010,AP93CD7933,claim check,5,0,replace,high wear
CEAFS00003608,08-Sep-24,CEAFLEET00274,CEADLR000701,KA70JK8131,rotation,18,2,claim,competitor tyres fitted
CEAFS00003609,2024-04-07,CEAFLEET00069,CEADLR000633,KA62AB1761,inspection,12,1,none,competitor tyres fitted
CEAFS00003610,18/04/2024,CEAFLEET00257,CEADLR000717,TS54GH6142,fitment,31,7,alignment,driver unavailable
CEAFS00003611,2024-07-05,CEAFLEET00050,CEADLR000140,KL47JK4636,inspection,20,5,alignment,competitor tyres fitted
CEAFS00003612,2025-06-21,CEAFLEET00228,CEADLR000278,KL92JK7143,alignment,31,0,pressure training,high wear
CEAFS00003613,2024-10-16,CEAFLEET00290,CEADLR000345,TS45GH6251,claim check,3,7,replace,fleet price issue
CEAFS00003614,2024-05-11,CEAFLEET00131,CEADLR000177,TN97JK2972,fitment,7,4,alignment,driver unavailable
CEAFS00003615,2026-01-28,CEAFLEET00272,CEADLR000600,KA63EF7995,claim check,14,5,claim,high wear
CEAFS00003616,29-Jun-24,CEAFLEET00021,CEADLR000662,AP84AB1226,rotation,20,3,none,
CEAFS00003617,2025-04-01,CEAFLEET00052,CEADLR000577,KA23CD1603,rotation,22,8,replace,driver unavailable
CEAFS00003618,2025-01-09,CEAFLEET00054,CEADLR000580,KA33EF4410,claim check,4,4,alignment,competitor tyres fitted
CEAFS00003619,2024-12-21,CEAFLEET00309,CEADLR000174,TS23AB9525,claim check,4,7,replace,driver unavailable
CEAFS00003620,2024-07-26,CEAFLEET00291,CEADLR000111,AP96JK2434,pressure audit,9,3,pressure training,fleet price issue
CEAFS00003621,2024-10-31,CEAFLEET00256,CEADLR000630,KL54GH1345,pressure audit,11,3,claim,
CEAFS00003622,2024-08-20,CEAFLEET00191,CEADLR000678,TS54EF7517,fitment,16,6,none,fleet price issue
CEAFS00003623,2025-07-03,CEAFLEET00140,CEADLR000566,KL35JK2667,pressure audit,9,4,pressure training,competitor tyres fitted
CEAFS00003624,2025-03-08,CEAFLEET00174,CEADLR000302,TS38EF7853,claim check,12,4,alignment,
CEAFS00003625,2024-10-03,CEAFLEET00250,CEADLR000007,TS40AB8344,inspection,20,3,none,driver unavailable
CEAFS00003626,2026-01-14,CEAFLEET00204,CEADLR000717,TS74GH9137,inspection,19,0,replace,high wear
CEAFS00003627,2024-09-24,CEAFLEET00151,CEADLR000622,TS14CD4710,fitment,12,2,alignment,
CEAFS00003628,2026-01-29,CEAFLEET00002,CEADLR000104,KA88JK6812,rotation,10,2,claim,driver unavailable
CEAFS00003629,2024-04-13,CEAFLEET00069,CEADLR000633,KL58GH9336,inspection,8,5,none,high wear
CEAFS00003630,2024-09-19,CEAFLEET00294,CEADLR000531,KL49JK9815,pressure audit,19,4,pressure training,driver unavailable
CEAFS00003631,2024-12-04,CEAFLEET00066,CEADLR000342,KA13GH3416,alignment,29,8,claim,
CEAFS00003632,02/01/2026,CEAFLEET00303,CEADLR000064,AP46EF6731,rotation,25,4,pressure training,
CEAFS00003633,2024-05-25,CEAFLEET00314,CEADLR000399,AP64JK1229,pressure audit,4,2,replace,competitor tyres fitted
CEAFS00003634,2025-04-15,CEAFLEET00203,CEADLR000265,AP72CD9558,pressure audit,9,1,claim,high wear
CEAFS00003635,2024-11-26,CEAFLEET00175,CEADLR000041,TS12EF2726,fitment,21,4,rotate,high wear
CEAFS00003636,2026-01-13,CEAFLEET00226,CEADLR000332,TN25CD5160,alignment,10,1,pressure training,competitor tyres fitted
CEAFS00003637,2025-12-29,CEAFLEET00214,CEADLR000030,KA76EF1100,alignment,16,0,alignment,fleet price issue
CEAFS00003638,11/10/2025,CEAFLEET00231,CEADLR000078,AP22CD7008,rotation,3,1,alignment,competitor tyres fitted
CEAFS00003639,2024-07-25,CEAFLEET00276,CEADLR000554,TN19JK8864,alignment,7,6,replace,fleet price issue
CEAFS00003640,2025-07-18,CEAFLEET00183,CEADLR000504,KA21CD2637,alignment,22,6,alignment,fleet price issue
CEAFS00003641,06/05/2025,CEAFLEET00112,CEADLR000207,TN60EF5750,fitment,3,2,replace,fleet price issue
CEAFS00003642,07/12/2024,CEAFLEET00022,CEADLR000639,AP90CD4219,pressure audit,3,5,replace,competitor tyres fitted
CEAFS00003643,07-Jan-26,CEAFLEET00155,CEADLR000479,AP18JK3789,fitment,9,7,claim,fleet price issue
CEAFS00003644,2024-06-14,CEAFLEET00243,CEADLR000085,TS33GH9292,fitment,27,8,none,high wear
CEAFS00003645,07/18/2025,CEAFLEET00120,CEADLR000639,KA64AB8126,fitment,23,0,alignment,driver unavailable
CEAFS00003646,2025-03-13,CEAFLEET00223,CEADLR000071,TS62CD9146,alignment,17,1,pressure training,fleet price issue
CEAFS00003647,2024-09-05,CEAFLEET00030,CEADLR000437,KA24JK6431,inspection,3,2,replace,driver unavailable
CEAFS00003648,2025-11-29,CEAFLEET00052,CEADLR000577,KA51CD9000,fitment,19,1,rotate,driver unavailable
CEAFS00003649,2025-03-17,CEAFLEET00291,CEADLR000111,AP61AB8850,inspection,7,5,none,driver unavailable
CEAFS00003650,2024-12-25,CEAFLEET00276,CEADLR000554,TS73AB1505,inspection,7,8,claim,fleet price issue
CEAFS00003651,22/06/2025,CEAFLEET00305,CEADLR000431,KA50GH7104,rotation,4,5,pressure training,high wear
CEAFS00003652,2025-12-19,CEAFLEET00257,CEADLR000717,KL73CD2283,fitment,10,2,alignment,fleet price issue
CEAFS00003653,09/23/2024,CEAFLEET00249,CEADLR000307,TN59AB8353,inspection,8,0,replace,
CEAFS00003654,2026-01-12,CEAFLEET00015,CEADLR000441,AP50JK2792,inspection,32,5,pressure training,fleet price issue
CEAFS00003655,2025-07-18,CEAFLEET00143,CEADLR000385,KL64GH1317,inspection,28,2,claim,
CEAFS00003656,2024-11-15,CEAFLEET00317,CEADLR000554,KL99EF1242,pressure audit,12,1,none,competitor tyres fitted
CEAFS00003657,2025-07-25,CEAFLEET00145,CEADLR000273,KA88JK7570,pressure audit,8,2,alignment,driver unavailable
CEAFS00003658,2025-06-20,CEAFLEET00275,CEADLR000093,KA17CD2881,rotation,12,8,replace,competitor tyres fitted
CEAFS00003659,2025-01-31,CEAFLEET00027,CEADLR000572,TS94CD2855,alignment,19,6,alignment,driver unavailable
CEAFS00003660,2025-01-19,CEAFLEET00123,CEADLR000331,TN80CD7169,alignment,16,0,claim,
CEAFS00003661,2025-11-16,CEAFLEET00077,CEADLR000221,KL11EF7194,rotation,19,6,pressure training,fleet price issue
CEAFS00003662,12/15/2024,CEAFLEET00160,CEADLR000210,TN41EF7816,pressure audit,22,8,rotate,fleet price issue
CEAFS00003663,28/12/2024,CEAFLEET00006,CEADLR000067,KA76JK2754,rotation,24,0,claim,driver unavailable
CEAFS00003664,2025-01-30,CEAFLEET00084,CEADLR000383,KA19JK4873,inspection,28,1,rotate,
CEAFS00003665,2025-07-10,CEAFLEET00093,CEADLR000311,TN18CD9292,inspection,10,3,claim,competitor tyres fitted
CEAFS00003666,30/09/2025,CEAFLEET00300,CEADLR000643,KL19CD1383,inspection,12,2,alignment,fleet price issue
CEAFS00003667,2026-03-11,CEAFLEET00052,CEADLR000577,TN67JK6596,fitment,28,4,replace,
CEAFS00003668,2025-09-08,CEAFLEET00034,CEADLR000650,TN75AB9390,claim check,4,5,alignment,driver unavailable
CEAFS00003669,15-Jun-24,CEAFLEET00229,CEADLR000539,TS95EF6904,claim check,13,6,none,driver unavailable
CEAFS00003670,2024-10-12,CEAFLEET00290,CEADLR000345,TN89AB7348,claim check,26,2,rotate,driver unavailable
CEAFS00003671,2024-10-13,CEAFLEET00021,CEADLR000662,TN38AB6732,fitment,24,0,pressure training,driver unavailable
CEAFS00003672,2025-08-31,CEAFLEET00026,CEADLR000700,KA97CD5509,inspection,5,2,alignment,competitor tyres fitted
CEAFS00003673,2025-09-07,CEAFLEET00290,CEADLR000345,TS85JK3647,inspection,20,5,alignment,
CEAFS00003674,2024-09-18,CEAFLEET00064,CEADLR000578,KL72CD8995,pressure audit,10,7,pressure training,fleet price issue
CEAFS00003675,2025-08-04,CEAFLEET00195,CEADLR000324,AP71EF9433,claim check,22,2,replace,competitor tyres fitted
CEAFS00003676,2025-05-03,CEAFLEET00018,CEADLR000541,KA71GH1709,pressure audit,17,1,pressure training,high wear
CEAFS00003677,2026-01-27,CEAFLEET00278,CEADLR000549,KA62CD7572,alignment,32,6,replace,fleet price issue
CEAFS00003678,2024-12-05,CEAFLEET00159,CEADLR000150,AP34GH2770,fitment,28,7,pressure training,fleet price issue
CEAFS00003679,2025-09-18,CEAFLEET00030,CEADLR000437,TS70AB9009,rotation,24,8,alignment,driver unavailable
CEAFS00003680,2026-02-25,CEAFLEET00164,CEADLR000712,TS28GH3793,claim check,18,6,none,
CEAFS00003681,2025-09-17,CEAFLEET00026,CEADLR000700,TS26CD2594,pressure audit,26,8,claim,driver unavailable
CEAFS00003682,2025-02-05,CEAFLEET00160,CEADLR000210,KL45AB5865,fitment,21,8,alignment,competitor tyres fitted
CEAFS00003683,2025-11-29,CEAFLEET00106,CEADLR000394,TN41JK7119,claim check,32,8,rotate,high wear
CEAFS00003684,15/04/2025,CEAFLEET00319,CEADLR000451,KL18CD7935,fitment,13,1,alignment,fleet price issue
CEAFS00003685,2025-07-15,CEAFLEET00314,CEADLR000399,AP46EF9055,claim check,16,5,rotate,driver unavailable
CEAFS00003686,11-Feb-25,CEAFLEET00168,CEADLR000414,AP56JK8179,alignment,6,1,pressure training,high wear
CEAFS00003687,2024-10-25,CEAFLEET00306,CEADLR000619,TN34EF1644,inspection,30,8,rotate,driver unavailable
CEAFS00003688,2025-02-26,CEAFLEET00148,CEADLR000042,AP66JK2720,fitment,4,0,rotate,
CEAFS00003689,2026-03-01,CEAFLEET00012,CEADLR000038,KL13JK5098,pressure audit,3,1,pressure training,
